Cumulative period fertility rates (Lexis squares)
Last modified: 21/01/2015
Code Year    Age     CPFR
CAN  2009    32     1.066
CAN  2009    33     1.177
CAN  2009    34     1.275
CAN  2009    35     1.364
CAN  2009    36     1.440
CAN  2009    37     1.502
CAN  2009    38     1.552
CAN  2009    39     1.590
CAN  2009    40     1.619
CAN  2009    41     1.639
CAN  2009    42     1.652
CAN  2009    43     1.659
CAN  2009    44     1.664
CAN  2009    45     1.666
CAN  2009    46     1.667
CAN  2009    47     1.668
CAN  2009    48     1.668
CAN  2009    49     1.668
CAN  2009    50     1.668
CAN  2009    51     1.668
CAN  2009    52     1.669
CAN  2009    53     1.669
CAN  2009    54     1.669
CAN  2009    55     1.669
CHL  1992    12     0.000
CHL  1992    13     0.000
CHL  1992    14     0.001
CHL  1992    15     0.007
CHL  1992    16     0.025
CHL  1992    17     0.066
CHL  1992    18     0.134
CHL  1992    19     0.224
CHL  1992    20     0.333
CHL  1992    21     0.456
CHL  1992    22     0.586
CHL  1992    23     0.719
CHL  1992    24     0.855
CHL  1992    25     0.995
CHL  1992    26     1.131
CHL  1992    27     1.269
CHL  1992    28     1.404
CHL  1992    29     1.537
CHL  1992    30     1.658
CHL  1992    31     1.779
CHL  1992    32     1.884
CHL  1992    33     1.986
CHL  1992    34     2.068
CHL  1992    35     2.147
CHL  1992    36     2.219
CHL  1992    37     2.281
CHL  1992    38     2.336
CHL  1992    39     2.383
CHL  1992    40     2.419
CHL  1992    41     2.447
CHL  1992    42     2.465
CHL  1992    43     2.481
CHL  1992    44     2.488
CHL  1992    45     2.493
CHL  1992    46     2.495
CHL  1992    47     2.497
CHL  1992    48     2.497
CHL  1992    49     2.498
CHL  1992    50     2.498
CHL  1992    51     2.498
CHL  1992    52     2.498
CHL  1992    53     2.498
CHL  1992    54     2.499
CHL  1992    55     2.499
CHL  1993    12     0.000
CHL  1993    13     0.000
CHL  1993    14     0.001
CHL  1993    15     0.008
CHL  1993    16     0.027
CHL  1993    17     0.069
CHL  1993    18     0.137
CHL  1993    19     0.228
CHL  1993    20     0.335
CHL  1993    21     0.457
CHL  1993    22     0.585
CHL  1993    23     0.714
CHL  1993    24     0.849
CHL  1993    25     0.981
CHL  1993    26     1.112
CHL  1993    27     1.245
CHL  1993    28     1.376
CHL  1993    29     1.502
CHL  1993    30     1.620
CHL  1993    31     1.738
CHL  1993    32     1.837
CHL  1993    33     1.935
CHL  1993    34     2.022
CHL  1993    35     2.096
CHL  1993    36     2.167
CHL  1993    37     2.230
CHL  1993    38     2.283
CHL  1993    39     2.327
CHL  1993    40     2.361
CHL  1993    41     2.391
CHL  1993    42     2.409
CHL  1993    43     2.423
CHL  1993    44     2.431
CHL  1993    45     2.436
CHL  1993    46     2.439
CHL  1993    47     2.440
CHL  1993    48     2.441
CHL  1993    49     2.441
CHL  1993    50     2.442
CHL  1993    51     2.442
CHL  1993    52     2.442
CHL  1993    53     2.442
CHL  1993    54     2.442
CHL  1993    55     2.442
CHL  1994    12     0.000
CHL  1994    13     0.000
CHL  1994    14     0.001
CHL  1994    15     0.008
CHL  1994    16     0.028
CHL  1994    17     0.071
CHL  1994    18     0.138
CHL  1994    19     0.231
CHL  1994    20     0.344
CHL  1994    21     0.466
CHL  1994    22     0.591
CHL  1994    23     0.720
CHL  1994    24     0.849
CHL  1994    25     0.979
CHL  1994    26     1.105
CHL  1994    27     1.232
CHL  1994    28     1.357
CHL  1994    29     1.482
CHL  1994    30     1.596
CHL  1994    31     1.711
CHL  1994    32     1.808
CHL  1994    33     1.901
CHL  1994    34     1.985
CHL  1994    35     2.062
CHL  1994    36     2.125
CHL  1994    37     2.186
CHL  1994    38     2.239
CHL  1994    39     2.283
CHL  1994    40     2.318
CHL  1994    41     2.345
CHL  1994    42     2.363
CHL  1994    43     2.377
CHL  1994    44     2.385
CHL  1994    45     2.389
CHL  1994    46     2.392
CHL  1994    47     2.393
CHL  1994    48     2.393
CHL  1994    49     2.394
CHL  1994    50     2.394
CHL  1994    51     2.394
CHL  1994    52     2.394
CHL  1994    53     2.394
CHL  1994    54     2.394
CHL  1994    55     2.394
CHL  1995    12     0.000
CHL  1995    13     0.000
CHL  1995    14     0.002
CHL  1995    15     0.009
CHL  1995    16     0.030
CHL  1995    17     0.077
CHL  1995    18     0.148
CHL  1995    19     0.238
CHL  1995    20     0.348
CHL  1995    21     0.467
CHL  1995    22     0.585
CHL  1995    23     0.707
CHL  1995    24     0.830
CHL  1995    25     0.953
CHL  1995    26     1.072
CHL  1995    27     1.190
CHL  1995    28     1.312
CHL  1995    29     1.428
CHL  1995    30     1.538
CHL  1995    31     1.645
CHL  1995    32     1.740
CHL  1995    33     1.831
CHL  1995    34     1.911
CHL  1995    35     1.984
CHL  1995    36     2.050
CHL  1995    37     2.104
CHL  1995    38     2.155
CHL  1995    39     2.200
CHL  1995    40     2.233
CHL  1995    41     2.260
CHL  1995    42     2.278
CHL  1995    43     2.291
CHL  1995    44     2.299
CHL  1995    45     2.303
CHL  1995    46     2.305
CHL  1995    47     2.306
CHL  1995    48     2.307
CHL  1995    49     2.307
CHL  1995    50     2.307
CHL  1995    51     2.307
CHL  1995    52     2.307
CHL  1995    53     2.307
CHL  1995    54     2.307
CHL  1995    55     2.307
CHL  1996    12     0.000
CHL  1996    13     0.000
CHL  1996    14     0.002
CHL  1996    15     0.009
CHL  1996    16     0.032
CHL  1996    17     0.080
CHL  1996    18     0.151
CHL  1996    19     0.242
CHL  1996    20     0.351
CHL  1996    21     0.468
CHL  1996    22     0.585
CHL  1996    23     0.703
CHL  1996    24     0.823
CHL  1996    25     0.940
CHL  1996    26     1.058
CHL  1996    27     1.176
CHL  1996    28     1.289
CHL  1996    29     1.404
CHL  1996    30     1.512
CHL  1996    31     1.618
CHL  1996    32     1.711
CHL  1996    33     1.800
CHL  1996    34     1.881
CHL  1996    35     1.952
CHL  1996    36     2.019
CHL  1996    37     2.075
CHL  1996    38     2.120
CHL  1996    39     2.165
CHL  1996    40     2.199
CHL  1996    41     2.226
CHL  1996    42     2.242
CHL  1996    43     2.255
CHL  1996    44     2.263
CHL  1996    45     2.267
CHL  1996    46     2.269
CHL  1996    47     2.271
CHL  1996    48     2.271
CHL  1996    49     2.271
CHL  1996    50     2.271
CHL  1996    51     2.271
CHL  1996    52     2.271
CHL  1996    53     2.271
CHL  1996    54     2.271
CHL  1996    55     2.271
CHL  1997    12     0.000
CHL  1997    13     0.000
CHL  1997    14     0.002
CHL  1997    15     0.010
CHL  1997    16     0.035
CHL  1997    17     0.083
CHL  1997    18     0.156
CHL  1997    19     0.246
CHL  1997    20     0.351
CHL  1997    21     0.462
CHL  1997    22     0.573
CHL  1997    23     0.686
CHL  1997    24     0.801
CHL  1997    25     0.916
CHL  1997    26     1.030
CHL  1997    27     1.145
CHL  1997    28     1.256
CHL  1997    29     1.366
CHL  1997    30     1.470
CHL  1997    31     1.574
CHL  1997    32     1.666
CHL  1997    33     1.750
CHL  1997    34     1.828
CHL  1997    35     1.897
CHL  1997    36     1.960
CHL  1997    37     2.019
CHL  1997    38     2.066
CHL  1997    39     2.105
CHL  1997    40     2.138
CHL  1997    41     2.164
CHL  1997    42     2.181
CHL  1997    43     2.194
CHL  1997    44     2.201
CHL  1997    45     2.205
CHL  1997    46     2.208
CHL  1997    47     2.209
CHL  1997    48     2.209
CHL  1997    49     2.209
CHL  1997    50     2.209
CHL  1997    51     2.209
CHL  1997    52     2.209
CHL  1997    53     2.209
CHL  1997    54     2.210
CHL  1997    55     2.210
CHL  1998    12     0.000
CHL  1998    13     0.000
CHL  1998    14     0.002
CHL  1998    15     0.010
CHL  1998    16     0.034
CHL  1998    17     0.084
CHL  1998    18     0.156
CHL  1998    19     0.247
CHL  1998    20     0.350
CHL  1998    21     0.458
CHL  1998    22     0.564
CHL  1998    23     0.675
CHL  1998    24     0.785
CHL  1998    25     0.895
CHL  1998    26     1.009
CHL  1998    27     1.119
CHL  1998    28     1.232
CHL  1998    29     1.340
CHL  1998    30     1.443
CHL  1998    31     1.546
CHL  1998    32     1.638
CHL  1998    33     1.724
CHL  1998    34     1.798
CHL  1998    35     1.867
CHL  1998    36     1.929
CHL  1998    37     1.984
CHL  1998    38     2.033
CHL  1998    39     2.073
CHL  1998    40     2.103
CHL  1998    41     2.129
CHL  1998    42     2.146
CHL  1998    43     2.158
CHL  1998    44     2.165
CHL  1998    45     2.169
CHL  1998    46     2.172
CHL  1998    47     2.172
CHL  1998    48     2.173
CHL  1998    49     2.173
CHL  1998    50     2.173
CHL  1998    51     2.173
CHL  1998    52     2.173
CHL  1998    53     2.173
CHL  1998    54     2.173
CHL  1998    55     2.173
CHL  1999    12     0.000
CHL  1999    13     0.000
CHL  1999    14     0.002
CHL  1999    15     0.009
CHL  1999    16     0.032
CHL  1999    17     0.078
CHL  1999    18     0.147
CHL  1999    19     0.234
CHL  1999    20     0.335
CHL  1999    21     0.437
CHL  1999    22     0.538
CHL  1999    23     0.640
CHL  1999    24     0.745
CHL  1999    25     0.850
CHL  1999    26     0.958
CHL  1999    27     1.066
CHL  1999    28     1.172
CHL  1999    29     1.280
CHL  1999    30     1.383
CHL  1999    31     1.482
CHL  1999    32     1.573
CHL  1999    33     1.659
CHL  1999    34     1.734
CHL  1999    35     1.802
CHL  1999    36     1.863
CHL  1999    37     1.918
CHL  1999    38     1.965
CHL  1999    39     2.006
CHL  1999    40     2.037
CHL  1999    41     2.061
CHL  1999    42     2.078
CHL  1999    43     2.090
CHL  1999    44     2.097
CHL  1999    45     2.101
CHL  1999    46     2.103
CHL  1999    47     2.104
CHL  1999    48     2.104
CHL  1999    49     2.104
CHL  1999    50     2.105
CHL  1999    51     2.105
CHL  1999    52     2.105
CHL  1999    53     2.105
CHL  1999    54     2.105
CHL  1999    55     2.105
CHL  2000    12     0.000
CHL  2000    13     0.000
CHL  2000    14     0.002
CHL  2000    15     0.008
CHL  2000    16     0.031
CHL  2000    17     0.077
CHL  2000    18     0.145
CHL  2000    19     0.232
CHL  2000    20     0.331
CHL  2000    21     0.432
CHL  2000    22     0.529
CHL  2000    23     0.626
CHL  2000    24     0.726
CHL  2000    25     0.830
CHL  2000    26     0.934
CHL  2000    27     1.040
CHL  2000    28     1.149
CHL  2000    29     1.253
CHL  2000    30     1.356
CHL  2000    31     1.456
CHL  2000    32     1.542
CHL  2000    33     1.630
CHL  2000    34     1.709
CHL  2000    35     1.778
CHL  2000    36     1.839
CHL  2000    37     1.894
CHL  2000    38     1.942
CHL  2000    39     1.983
CHL  2000    40     2.016
CHL  2000    41     2.041
CHL  2000    42     2.056
CHL  2000    43     2.069
CHL  2000    44     2.076
CHL  2000    45     2.080
CHL  2000    46     2.082
CHL  2000    47     2.083
CHL  2000    48     2.084
CHL  2000    49     2.084
CHL  2000    50     2.084
CHL  2000    51     2.084
CHL  2000    52     2.084
CHL  2000    53     2.084
CHL  2000    54     2.084
CHL  2000    55     2.084
CHL  2001    12     0.000
CHL  2001    13     0.000
CHL  2001    14     0.002
CHL  2001    15     0.009
CHL  2001    16     0.031
CHL  2001    17     0.076
CHL  2001    18     0.144
CHL  2001    19     0.228
CHL  2001    20     0.325
CHL  2001    21     0.423
CHL  2001    22     0.520
CHL  2001    23     0.614
CHL  2001    24     0.709
CHL  2001    25     0.808
CHL  2001    26     0.909
CHL  2001    27     1.011
CHL  2001    28     1.114
CHL  2001    29     1.220
CHL  2001    30     1.319
CHL  2001    31     1.421
CHL  2001    32     1.511
CHL  2001    33     1.593
CHL  2001    34     1.673
CHL  2001    35     1.744
CHL  2001    36     1.807
CHL  2001    37     1.862
CHL  2001    38     1.910
CHL  2001    39     1.952
CHL  2001    40     1.985
CHL  2001    41     2.010
CHL  2001    42     2.026
CHL  2001    43     2.038
CHL  2001    44     2.045
CHL  2001    45     2.049
CHL  2001    46     2.051
CHL  2001    47     2.052
CHL  2001    48     2.053
CHL  2001    49     2.053
CHL  2001    50     2.053
CHL  2001    51     2.053
CHL  2001    52     2.053
CHL  2001    53     2.053
CHL  2001    54     2.053
CHL  2001    55     2.053
CHL  2002    12     0.000
CHL  2002    13     0.000
CHL  2002    14     0.002
CHL  2002    15     0.008
CHL  2002    16     0.028
CHL  2002    17     0.069
CHL  2002    18     0.132
CHL  2002    19     0.212
CHL  2002    20     0.307
CHL  2002    21     0.403
CHL  2002    22     0.497
CHL  2002    23     0.589
CHL  2002    24     0.680
CHL  2002    25     0.773
CHL  2002    26     0.869
CHL  2002    27     0.966
CHL  2002    28     1.066
CHL  2002    29     1.168
CHL  2002    30     1.269
CHL  2002    31     1.364
CHL  2002    32     1.454
CHL  2002    33     1.536
CHL  2002    34     1.611
CHL  2002    35     1.681
CHL  2002    36     1.745
CHL  2002    37     1.799
CHL  2002    38     1.845
CHL  2002    39     1.885
CHL  2002    40     1.918
CHL  2002    41     1.944
CHL  2002    42     1.961
CHL  2002    43     1.972
CHL  2002    44     1.979
CHL  2002    45     1.983
CHL  2002    46     1.985
CHL  2002    47     1.986
CHL  2002    48     1.987
CHL  2002    49     1.987
CHL  2002    50     1.987
CHL  2002    51     1.987
CHL  2002    52     1.987
CHL  2002    53     1.987
CHL  2002    54     1.987
CHL  2002    55     1.987
CHL  2003    12     0.000
CHL  2003    13     0.000
CHL  2003    14     0.001
CHL  2003    15     0.007
CHL  2003    16     0.025
CHL  2003    17     0.062
CHL  2003    18     0.118
CHL  2003    19     0.192
CHL  2003    20     0.279
CHL  2003    21     0.370
CHL  2003    22     0.460
CHL  2003    23     0.550
CHL  2003    24     0.640
CHL  2003    25     0.731
CHL  2003    26     0.822
CHL  2003    27     0.918
CHL  2003    28     1.016
CHL  2003    29     1.117
CHL  2003    30     1.214
CHL  2003    31     1.312
CHL  2003    32     1.404
CHL  2003    33     1.489
CHL  2003    34     1.564
CHL  2003    35     1.633
CHL  2003    36     1.697
CHL  2003    37     1.753
CHL  2003    38     1.801
CHL  2003    39     1.841
CHL  2003    40     1.874
CHL  2003    41     1.899
CHL  2003    42     1.917
CHL  2003    43     1.929
CHL  2003    44     1.936
CHL  2003    45     1.940
CHL  2003    46     1.942
CHL  2003    47     1.943
CHL  2003    48     1.943
CHL  2003    49     1.943
CHL  2003    50     1.943
CHL  2003    51     1.943
CHL  2003    52     1.943
CHL  2003    53     1.943
CHL  2003    54     1.943
CHL  2003    55     1.943
CHL  2004    12     0.000
CHL  2004    13     0.000
CHL  2004    14     0.001
CHL  2004    15     0.006
CHL  2004    16     0.024
CHL  2004    17     0.060
CHL  2004    18     0.112
CHL  2004    19     0.184
CHL  2004    20     0.267
CHL  2004    21     0.357
CHL  2004    22     0.447
CHL  2004    23     0.535
CHL  2004    24     0.623
CHL  2004    25     0.710
CHL  2004    26     0.800
CHL  2004    27     0.892
CHL  2004    28     0.987
CHL  2004    29     1.084
CHL  2004    30     1.180
CHL  2004    31     1.276
CHL  2004    32     1.368
CHL  2004    33     1.452
CHL  2004    34     1.531
CHL  2004    35     1.599
CHL  2004    36     1.661
CHL  2004    37     1.717
CHL  2004    38     1.766
CHL  2004    39     1.806
CHL  2004    40     1.838
CHL  2004    41     1.863
CHL  2004    42     1.881
CHL  2004    43     1.893
CHL  2004    44     1.901
CHL  2004    45     1.905
CHL  2004    46     1.906
CHL  2004    47     1.907
CHL  2004    48     1.908
CHL  2004    49     1.908
CHL  2004    50     1.908
CHL  2004    51     1.908
CHL  2004    52     1.908
CHL  2004    53     1.908
CHL  2004    54     1.908
CHL  2004    55     1.908
CHL  2005    12     0.000
CHL  2005    13     0.000
CHL  2005    14     0.001
CHL  2005    15     0.007
CHL  2005    16     0.024
CHL  2005    17     0.061
CHL  2005    18     0.116
CHL  2005    19     0.185
CHL  2005    20     0.269
CHL  2005    21     0.358
CHL  2005    22     0.447
CHL  2005    23     0.536
CHL  2005    24     0.624
CHL  2005    25     0.712
CHL  2005    26     0.803
CHL  2005    27     0.893
CHL  2005    28     0.987
CHL  2005    29     1.082
CHL  2005    30     1.177
CHL  2005    31     1.269
CHL  2005    32     1.358
CHL  2005    33     1.440
CHL  2005    34     1.516
CHL  2005    35     1.586
CHL  2005    36     1.648
CHL  2005    37     1.702
CHL  2005    38     1.752
CHL  2005    39     1.792
CHL  2005    40     1.825
CHL  2005    41     1.849
CHL  2005    42     1.867
CHL  2005    43     1.879
CHL  2005    44     1.886
CHL  2005    45     1.891
CHL  2005    46     1.892
CHL  2005    47     1.893
CHL  2005    48     1.894
CHL  2005    49     1.894
CHL  2005    50     1.894
CHL  2005    51     1.894
CHL  2005    52     1.894
CHL  2005    53     1.894
CHL  2005    54     1.894
CHL  2005    55     1.894
CZE  1950    12     0.000
CZE  1950    13     0.000
CZE  1950    14     0.000
CZE  1950    15     0.001
CZE  1950    16     0.003
CZE  1950    17     0.015
CZE  1950    18     0.048
CZE  1950    19     0.119
CZE  1950    20     0.236
CZE  1950    21     0.393
CZE  1950    22     0.578
CZE  1950    23     0.779
CZE  1950    24     0.978
CZE  1950    25     1.179
CZE  1950    26     1.370
CZE  1950    27     1.545
CZE  1950    28     1.704
CZE  1950    29     1.846
CZE  1950    30     1.974
CZE  1950    31     2.089
CZE  1950    32     2.193
CZE  1950    33     2.283
CZE  1950    34     2.366
CZE  1950    35     2.440
CZE  1950    36     2.512
CZE  1950    37     2.572
CZE  1950    38     2.624
CZE  1950    39     2.670
CZE  1950    40     2.707
CZE  1950    41     2.736
CZE  1950    42     2.759
CZE  1950    43     2.775
CZE  1950    44     2.786
CZE  1950    45     2.792
CZE  1950    46     2.796
CZE  1950    47     2.798
CZE  1950    48     2.799
CZE  1950    49     2.799
CZE  1950    50     2.799
CZE  1950    51     2.799
CZE  1950    52     2.799
CZE  1950    53     2.799
CZE  1950    54     2.799
CZE  1950    55     2.799
CZE  1951    12     0.000
CZE  1951    13     0.000
CZE  1951    14     0.000
CZE  1951    15     0.000
CZE  1951    16     0.003
CZE  1951    17     0.013
CZE  1951    18     0.050
CZE  1951    19     0.123
CZE  1951    20     0.245
CZE  1951    21     0.409
CZE  1951    22     0.600
CZE  1951    23     0.800
CZE  1951    24     1.007
CZE  1951    25     1.203
CZE  1951    26     1.390
CZE  1951    27     1.561
CZE  1951    28     1.719
CZE  1951    29     1.861
CZE  1951    30     1.986
CZE  1951    31     2.099
CZE  1951    32     2.199
CZE  1951    33     2.288
CZE  1951    34     2.364
CZE  1951    35     2.433
CZE  1951    36     2.494
CZE  1951    37     2.553
CZE  1951    38     2.604
CZE  1951    39     2.648
CZE  1951    40     2.683
CZE  1951    41     2.710
CZE  1951    42     2.732
CZE  1951    43     2.747
CZE  1951    44     2.757
CZE  1951    45     2.762
CZE  1951    46     2.766
CZE  1951    47     2.768
CZE  1951    48     2.768
CZE  1951    49     2.769
CZE  1951    50     2.769
CZE  1951    51     2.769
CZE  1951    52     2.769
CZE  1951    53     2.769
CZE  1951    54     2.769
CZE  1951    55     2.769
CZE  1952    12     0.000
CZE  1952    13     0.000
CZE  1952    14     0.000
CZE  1952    15     0.000
CZE  1952    16     0.002
CZE  1952    17     0.013
CZE  1952    18     0.048
CZE  1952    19     0.121
CZE  1952    20     0.241
CZE  1952    21     0.404
CZE  1952    22     0.590
CZE  1952    23     0.790
CZE  1952    24     0.993
CZE  1952    25     1.189
CZE  1952    26     1.372
CZE  1952    27     1.543
CZE  1952    28     1.695
CZE  1952    29     1.832
CZE  1952    30     1.958
CZE  1952    31     2.069
CZE  1952    32     2.165
CZE  1952    33     2.251
CZE  1952    34     2.326
CZE  1952    35     2.391
CZE  1952    36     2.454
CZE  1952    37     2.506
CZE  1952    38     2.558
CZE  1952    39     2.597
CZE  1952    40     2.631
CZE  1952    41     2.658
CZE  1952    42     2.678
CZE  1952    43     2.692
CZE  1952    44     2.700
CZE  1952    45     2.706
CZE  1952    46     2.709
CZE  1952    47     2.710
CZE  1952    48     2.711
CZE  1952    49     2.711
CZE  1952    50     2.711
CZE  1952    51     2.711
CZE  1952    52     2.711
CZE  1952    53     2.711
CZE  1952    54     2.711
CZE  1952    55     2.711
CZE  1953    12     0.000
CZE  1953    13     0.000
CZE  1953    14     0.000
CZE  1953    15     0.000
CZE  1953    16     0.002
CZE  1953    17     0.011
CZE  1953    18     0.040
CZE  1953    19     0.110
CZE  1953    20     0.227
CZE  1953    21     0.385
CZE  1953    22     0.570
CZE  1953    23     0.770
CZE  1953    24     0.967
CZE  1953    25     1.160
CZE  1953    26     1.339
CZE  1953    27     1.500
CZE  1953    28     1.645
CZE  1953    29     1.778
CZE  1953    30     1.898
CZE  1953    31     2.004
CZE  1953    32     2.099
CZE  1953    33     2.183
CZE  1953    34     2.260
CZE  1953    35     2.325
CZE  1953    36     2.381
CZE  1953    37     2.433
CZE  1953    38     2.475
CZE  1953    39     2.514
CZE  1953    40     2.546
CZE  1953    41     2.572
CZE  1953    42     2.591
CZE  1953    43     2.604
CZE  1953    44     2.613
CZE  1953    45     2.619
CZE  1953    46     2.621
CZE  1953    47     2.623
CZE  1953    48     2.623
CZE  1953    49     2.623
CZE  1953    50     2.623
CZE  1953    51     2.624
CZE  1953    52     2.624
CZE  1953    53     2.624
CZE  1953    54     2.624
CZE  1953    55     2.624
CZE  1954    12     0.000
CZE  1954    13     0.000
CZE  1954    14     0.000
CZE  1954    15     0.000
CZE  1954    16     0.002
CZE  1954    17     0.010
CZE  1954    18     0.037
CZE  1954    19     0.103
CZE  1954    20     0.221
CZE  1954    21     0.382
CZE  1954    22     0.571
CZE  1954    23     0.773
CZE  1954    24     0.971
CZE  1954    25     1.164
CZE  1954    26     1.340
CZE  1954    27     1.503
CZE  1954    28     1.647
CZE  1954    29     1.778
CZE  1954    30     1.896
CZE  1954    31     2.000
CZE  1954    32     2.091
CZE  1954    33     2.175
CZE  1954    34     2.246
CZE  1954    35     2.310
CZE  1954    36     2.367
CZE  1954    37     2.414
CZE  1954    38     2.456
CZE  1954    39     2.491
CZE  1954    40     2.522
CZE  1954    41     2.545
CZE  1954    42     2.564
CZE  1954    43     2.576
CZE  1954    44     2.584
CZE  1954    45     2.589
CZE  1954    46     2.591
CZE  1954    47     2.592
CZE  1954    48     2.593
CZE  1954    49     2.593
CZE  1954    50     2.593
CZE  1954    51     2.593
CZE  1954    52     2.593
CZE  1954    53     2.593
CZE  1954    54     2.593
CZE  1954    55     2.593
CZE  1955    12     0.000
CZE  1955    13     0.000
CZE  1955    14     0.000
CZE  1955    15     0.000
CZE  1955    16     0.003
CZE  1955    17     0.012
CZE  1955    18     0.041
CZE  1955    19     0.107
CZE  1955    20     0.224
CZE  1955    21     0.388
CZE  1955    22     0.582
CZE  1955    23     0.788
CZE  1955    24     0.987
CZE  1955    25     1.178
CZE  1955    26     1.357
CZE  1955    27     1.519
CZE  1955    28     1.663
CZE  1955    29     1.796
CZE  1955    30     1.913
CZE  1955    31     2.016
CZE  1955    32     2.110
CZE  1955    33     2.189
CZE  1955    34     2.260
CZE  1955    35     2.321
CZE  1955    36     2.376
CZE  1955    37     2.422
CZE  1955    38     2.460
CZE  1955    39     2.494
CZE  1955    40     2.520
CZE  1955    41     2.544
CZE  1955    42     2.560
CZE  1955    43     2.573
CZE  1955    44     2.580
CZE  1955    45     2.585
CZE  1955    46     2.587
CZE  1955    47     2.589
CZE  1955    48     2.589
CZE  1955    49     2.589
CZE  1955    50     2.590
CZE  1955    51     2.590
CZE  1955    52     2.590
CZE  1955    53     2.590
CZE  1955    54     2.590
CZE  1955    55     2.590
CZE  1956    12     0.000
CZE  1956    13     0.000
CZE  1956    14     0.000
CZE  1956    15     0.000
CZE  1956    16     0.003
CZE  1956    17     0.015
CZE  1956    18     0.046
CZE  1956    19     0.117
CZE  1956    20     0.241
CZE  1956    21     0.409
CZE  1956    22     0.607
CZE  1956    23     0.816
CZE  1956    24     1.019
CZE  1956    25     1.213
CZE  1956    26     1.390
CZE  1956    27     1.550
CZE  1956    28     1.691
CZE  1956    29     1.821
CZE  1956    30     1.936
CZE  1956    31     2.036
CZE  1956    32     2.123
CZE  1956    33     2.199
CZE  1956    34     2.268
CZE  1956    35     2.327
CZE  1956    36     2.379
CZE  1956    37     2.424
CZE  1956    38     2.463
CZE  1956    39     2.492
CZE  1956    40     2.517
CZE  1956    41     2.538
CZE  1956    42     2.554
CZE  1956    43     2.565
CZE  1956    44     2.571
CZE  1956    45     2.576
CZE  1956    46     2.578
CZE  1956    47     2.579
CZE  1956    48     2.579
CZE  1956    49     2.580
CZE  1956    50     2.580
CZE  1956    51     2.580
CZE  1956    52     2.580
CZE  1956    53     2.580
CZE  1956    54     2.580
CZE  1956    55     2.580
CZE  1957    12     0.000
CZE  1957    13     0.000
CZE  1957    14     0.000
CZE  1957    15     0.000
CZE  1957    16     0.002
CZE  1957    17     0.014
CZE  1957    18     0.052
CZE  1957    19     0.125
CZE  1957    20     0.253
CZE  1957    21     0.420
CZE  1957    22     0.619
CZE  1957    23     0.829
CZE  1957    24     1.032
CZE  1957    25     1.221
CZE  1957    26     1.392
CZE  1957    27     1.544
CZE  1957    28     1.681
CZE  1957    29     1.800
CZE  1957    30     1.909
CZE  1957    31     2.002
CZE  1957    32     2.087
CZE  1957    33     2.159
CZE  1957    34     2.223
CZE  1957    35     2.278
CZE  1957    36     2.326
CZE  1957    37     2.366
CZE  1957    38     2.401
CZE  1957    39     2.430
CZE  1957    40     2.452
CZE  1957    41     2.470
CZE  1957    42     2.483
CZE  1957    43     2.493
CZE  1957    44     2.499
CZE  1957    45     2.502
CZE  1957    46     2.504
CZE  1957    47     2.505
CZE  1957    48     2.505
CZE  1957    49     2.505
CZE  1957    50     2.505
CZE  1957    51     2.505
CZE  1957    52     2.505
CZE  1957    53     2.505
CZE  1957    54     2.505
CZE  1957    55     2.505
CZE  1958    12     0.000
CZE  1958    13     0.000
CZE  1958    14     0.000
CZE  1958    15     0.000
CZE  1958    16     0.002
CZE  1958    17     0.010
CZE  1958    18     0.043
CZE  1958    19     0.116
CZE  1958    20     0.239
CZE  1958    21     0.406
CZE  1958    22     0.595
CZE  1958    23     0.799
CZE  1958    24     0.995
CZE  1958    25     1.178
CZE  1958    26     1.342
CZE  1958    27     1.488
CZE  1958    28     1.616
CZE  1958    29     1.727
CZE  1958    30     1.821
CZE  1958    31     1.905
CZE  1958    32     1.977
CZE  1958    33     2.038
CZE  1958    34     2.091
CZE  1958    35     2.136
CZE  1958    36     2.177
CZE  1958    37     2.209
CZE  1958    38     2.237
CZE  1958    39     2.259
CZE  1958    40     2.277
CZE  1958    41     2.289
CZE  1958    42     2.298
CZE  1958    43     2.305
CZE  1958    44     2.310
CZE  1958    45     2.312
CZE  1958    46     2.313
CZE  1958    47     2.314
CZE  1958    48     2.314
CZE  1958    49     2.314
CZE  1958    50     2.314
CZE  1958    51     2.314
CZE  1958    52     2.314
CZE  1958    53     2.314
CZE  1958    54     2.314
CZE  1958    55     2.314
CZE  1959    12     0.000
CZE  1959    13     0.000
CZE  1959    14     0.000
CZE  1959    15     0.000
CZE  1959    16     0.001
CZE  1959    17     0.009
CZE  1959    18     0.038
CZE  1959    19     0.109
CZE  1959    20     0.239
CZE  1959    21     0.405
CZE  1959    22     0.599
CZE  1959    23     0.793
CZE  1959    24     0.981
CZE  1959    25     1.154
CZE  1959    26     1.306
CZE  1959    27     1.441
CZE  1959    28     1.556
CZE  1959    29     1.654
CZE  1959    30     1.736
CZE  1959    31     1.806
CZE  1959    32     1.865
CZE  1959    33     1.916
CZE  1959    34     1.959
CZE  1959    35     1.996
CZE  1959    36     2.027
CZE  1959    37     2.052
CZE  1959    38     2.072
CZE  1959    39     2.088
CZE  1959    40     2.101
CZE  1959    41     2.110
CZE  1959    42     2.117
CZE  1959    43     2.122
CZE  1959    44     2.125
CZE  1959    45     2.127
CZE  1959    46     2.127
CZE  1959    47     2.128
CZE  1959    48     2.128
