Cumulative period fertility rates (Lexis squares)
Last modified: 21/01/2015
Code Year    Age     CPFR
CHE  1998    53     1.470
CHE  1998    54     1.470
CHE  1998    55     1.470
CHE  1999    12     0.000
CHE  1999    13     0.000
CHE  1999    14     0.000
CHE  1999    15     0.000
CHE  1999    16     0.000
CHE  1999    17     0.002
CHE  1999    18     0.005
CHE  1999    19     0.013
CHE  1999    20     0.030
CHE  1999    21     0.057
CHE  1999    22     0.095
CHE  1999    23     0.144
CHE  1999    24     0.202
CHE  1999    25     0.271
CHE  1999    26     0.352
CHE  1999    27     0.445
CHE  1999    28     0.548
CHE  1999    29     0.660
CHE  1999    30     0.777
CHE  1999    31     0.893
CHE  1999    32     1.005
CHE  1999    33     1.105
CHE  1999    34     1.191
CHE  1999    35     1.263
CHE  1999    36     1.323
CHE  1999    37     1.371
CHE  1999    38     1.406
CHE  1999    39     1.432
CHE  1999    40     1.451
CHE  1999    41     1.465
CHE  1999    42     1.472
CHE  1999    43     1.477
CHE  1999    44     1.479
CHE  1999    45     1.481
CHE  1999    46     1.481
CHE  1999    47     1.481
CHE  1999    48     1.482
CHE  1999    49     1.482
CHE  1999    50     1.482
CHE  1999    51     1.482
CHE  1999    52     1.482
CHE  1999    53     1.482
CHE  1999    54     1.482
CHE  1999    55     1.482
CHE  2000    12     0.000
CHE  2000    13     0.000
CHE  2000    14     0.000
CHE  2000    15     0.000
CHE  2000    16     0.000
CHE  2000    17     0.001
CHE  2000    18     0.005
CHE  2000    19     0.013
CHE  2000    20     0.030
CHE  2000    21     0.056
CHE  2000    22     0.092
CHE  2000    23     0.137
CHE  2000    24     0.194
CHE  2000    25     0.262
CHE  2000    26     0.341
CHE  2000    27     0.434
CHE  2000    28     0.537
CHE  2000    29     0.648
CHE  2000    30     0.766
CHE  2000    31     0.885
CHE  2000    32     0.998
CHE  2000    33     1.101
CHE  2000    34     1.190
CHE  2000    35     1.267
CHE  2000    36     1.330
CHE  2000    37     1.378
CHE  2000    38     1.416
CHE  2000    39     1.444
CHE  2000    40     1.464
CHE  2000    41     1.477
CHE  2000    42     1.486
CHE  2000    43     1.491
CHE  2000    44     1.493
CHE  2000    45     1.495
CHE  2000    46     1.496
CHE  2000    47     1.496
CHE  2000    48     1.496
CHE  2000    49     1.496
CHE  2000    50     1.496
CHE  2000    51     1.496
CHE  2000    52     1.496
CHE  2000    53     1.496
CHE  2000    54     1.496
CHE  2000    55     1.496
CHE  2001    12     0.000
CHE  2001    13     0.000
CHE  2001    14     0.000
CHE  2001    15     0.000
CHE  2001    16     0.000
CHE  2001    17     0.002
CHE  2001    18     0.005
CHE  2001    19     0.013
CHE  2001    20     0.027
CHE  2001    21     0.050
CHE  2001    22     0.083
CHE  2001    23     0.124
CHE  2001    24     0.175
CHE  2001    25     0.234
CHE  2001    26     0.303
CHE  2001    27     0.386
CHE  2001    28     0.480
CHE  2001    29     0.580
CHE  2001    30     0.686
CHE  2001    31     0.794
CHE  2001    32     0.898
CHE  2001    33     0.995
CHE  2001    34     1.082
CHE  2001    35     1.156
CHE  2001    36     1.217
CHE  2001    37     1.265
CHE  2001    38     1.302
CHE  2001    39     1.330
CHE  2001    40     1.349
CHE  2001    41     1.364
CHE  2001    42     1.373
CHE  2001    43     1.378
CHE  2001    44     1.381
CHE  2001    45     1.382
CHE  2001    46     1.383
CHE  2001    47     1.383
CHE  2001    48     1.383
CHE  2001    49     1.383
CHE  2001    50     1.383
CHE  2001    51     1.383
CHE  2001    52     1.384
CHE  2001    53     1.384
CHE  2001    54     1.384
CHE  2001    55     1.384
CHE  2002    12     0.000
CHE  2002    13     0.000
CHE  2002    14     0.000
CHE  2002    15     0.000
CHE  2002    16     0.000
CHE  2002    17     0.002
CHE  2002    18     0.005
CHE  2002    19     0.013
CHE  2002    20     0.028
CHE  2002    21     0.052
CHE  2002    22     0.083
CHE  2002    23     0.123
CHE  2002    24     0.172
CHE  2002    25     0.231
CHE  2002    26     0.302
CHE  2002    27     0.383
CHE  2002    28     0.473
CHE  2002    29     0.572
CHE  2002    30     0.678
CHE  2002    31     0.786
CHE  2002    32     0.892
CHE  2002    33     0.990
CHE  2002    34     1.076
CHE  2002    35     1.151
CHE  2002    36     1.215
CHE  2002    37     1.266
CHE  2002    38     1.305
CHE  2002    39     1.334
CHE  2002    40     1.354
CHE  2002    41     1.369
CHE  2002    42     1.378
CHE  2002    43     1.383
CHE  2002    44     1.386
CHE  2002    45     1.388
CHE  2002    46     1.389
CHE  2002    47     1.389
CHE  2002    48     1.389
CHE  2002    49     1.389
CHE  2002    50     1.390
CHE  2002    51     1.390
CHE  2002    52     1.390
CHE  2002    53     1.390
CHE  2002    54     1.390
CHE  2002    55     1.390
CHE  2003    12     0.000
CHE  2003    13     0.000
CHE  2003    14     0.000
CHE  2003    15     0.000
CHE  2003    16     0.000
CHE  2003    17     0.001
CHE  2003    18     0.004
CHE  2003    19     0.012
CHE  2003    20     0.026
CHE  2003    21     0.049
CHE  2003    22     0.079
CHE  2003    23     0.119
CHE  2003    24     0.168
CHE  2003    25     0.225
CHE  2003    26     0.294
CHE  2003    27     0.372
CHE  2003    28     0.459
CHE  2003    29     0.556
CHE  2003    30     0.659
CHE  2003    31     0.766
CHE  2003    32     0.870
CHE  2003    33     0.969
CHE  2003    34     1.059
CHE  2003    35     1.137
CHE  2003    36     1.203
CHE  2003    37     1.256
CHE  2003    38     1.296
CHE  2003    39     1.326
CHE  2003    40     1.349
CHE  2003    41     1.364
CHE  2003    42     1.374
CHE  2003    43     1.379
CHE  2003    44     1.382
CHE  2003    45     1.384
CHE  2003    46     1.384
CHE  2003    47     1.385
CHE  2003    48     1.385
CHE  2003    49     1.385
CHE  2003    50     1.385
CHE  2003    51     1.385
CHE  2003    52     1.385
CHE  2003    53     1.385
CHE  2003    54     1.385
CHE  2003    55     1.385
CHE  2004    12     0.000
CHE  2004    13     0.000
CHE  2004    14     0.000
CHE  2004    15     0.000
CHE  2004    16     0.000
CHE  2004    17     0.002
CHE  2004    18     0.005
CHE  2004    19     0.012
CHE  2004    20     0.027
CHE  2004    21     0.049
CHE  2004    22     0.079
CHE  2004    23     0.118
CHE  2004    24     0.165
CHE  2004    25     0.222
CHE  2004    26     0.289
CHE  2004    27     0.366
CHE  2004    28     0.452
CHE  2004    29     0.548
CHE  2004    30     0.654
CHE  2004    31     0.764
CHE  2004    32     0.873
CHE  2004    33     0.975
CHE  2004    34     1.068
CHE  2004    35     1.150
CHE  2004    36     1.219
CHE  2004    37     1.276
CHE  2004    38     1.320
CHE  2004    39     1.353
CHE  2004    40     1.378
CHE  2004    41     1.393
CHE  2004    42     1.403
CHE  2004    43     1.409
CHE  2004    44     1.413
CHE  2004    45     1.414
CHE  2004    46     1.415
CHE  2004    47     1.415
CHE  2004    48     1.415
CHE  2004    49     1.416
CHE  2004    50     1.416
CHE  2004    51     1.416
CHE  2004    52     1.416
CHE  2004    53     1.416
CHE  2004    54     1.416
CHE  2004    55     1.416
CHE  2005    12     0.000
CHE  2005    13     0.000
CHE  2005    14     0.000
CHE  2005    15     0.000
CHE  2005    16     0.001
CHE  2005    17     0.002
CHE  2005    18     0.005
CHE  2005    19     0.012
CHE  2005    20     0.026
CHE  2005    21     0.046
CHE  2005    22     0.074
CHE  2005    23     0.113
CHE  2005    24     0.160
CHE  2005    25     0.214
CHE  2005    26     0.278
CHE  2005    27     0.355
CHE  2005    28     0.439
CHE  2005    29     0.535
CHE  2005    30     0.640
CHE  2005    31     0.749
CHE  2005    32     0.856
CHE  2005    33     0.958
CHE  2005    34     1.054
CHE  2005    35     1.139
CHE  2005    36     1.212
CHE  2005    37     1.271
CHE  2005    38     1.317
CHE  2005    39     1.352
CHE  2005    40     1.378
CHE  2005    41     1.396
CHE  2005    42     1.406
CHE  2005    43     1.413
CHE  2005    44     1.417
CHE  2005    45     1.419
CHE  2005    46     1.419
CHE  2005    47     1.420
CHE  2005    48     1.420
CHE  2005    49     1.420
CHE  2005    50     1.420
CHE  2005    51     1.420
CHE  2005    52     1.420
CHE  2005    53     1.420
CHE  2005    54     1.420
CHE  2005    55     1.420
CHE  2006    12     0.000
CHE  2006    13     0.000
CHE  2006    14     0.000
CHE  2006    15     0.000
CHE  2006    16     0.000
CHE  2006    17     0.001
CHE  2006    18     0.004
CHE  2006    19     0.010
CHE  2006    20     0.023
CHE  2006    21     0.043
CHE  2006    22     0.072
CHE  2006    23     0.109
CHE  2006    24     0.155
CHE  2006    25     0.210
CHE  2006    26     0.274
CHE  2006    27     0.350
CHE  2006    28     0.435
CHE  2006    29     0.530
CHE  2006    30     0.633
CHE  2006    31     0.741
CHE  2006    32     0.851
CHE  2006    33     0.956
CHE  2006    34     1.055
CHE  2006    35     1.141
CHE  2006    36     1.218
CHE  2006    37     1.281
CHE  2006    38     1.329
CHE  2006    39     1.366
CHE  2006    40     1.391
CHE  2006    41     1.411
CHE  2006    42     1.423
CHE  2006    43     1.430
CHE  2006    44     1.434
CHE  2006    45     1.436
CHE  2006    46     1.437
CHE  2006    47     1.437
CHE  2006    48     1.437
CHE  2006    49     1.437
CHE  2006    50     1.437
CHE  2006    51     1.437
CHE  2006    52     1.437
CHE  2006    53     1.437
CHE  2006    54     1.437
CHE  2006    55     1.437
CHE  2007    12     0.000
CHE  2007    13     0.000
CHE  2007    14     0.000
CHE  2007    15     0.000
CHE  2007    16     0.000
CHE  2007    17     0.001
CHE  2007    18     0.004
CHE  2007    19     0.010
CHE  2007    20     0.022
CHE  2007    21     0.041
CHE  2007    22     0.069
CHE  2007    23     0.105
CHE  2007    24     0.149
CHE  2007    25     0.202
CHE  2007    26     0.267
CHE  2007    27     0.340
CHE  2007    28     0.422
CHE  2007    29     0.517
CHE  2007    30     0.621
CHE  2007    31     0.731
CHE  2007    32     0.844
CHE  2007    33     0.951
CHE  2007    34     1.049
CHE  2007    35     1.141
CHE  2007    36     1.222
CHE  2007    37     1.287
CHE  2007    38     1.339
CHE  2007    39     1.378
CHE  2007    40     1.407
CHE  2007    41     1.426
CHE  2007    42     1.440
CHE  2007    43     1.448
CHE  2007    44     1.452
CHE  2007    45     1.454
CHE  2007    46     1.455
CHE  2007    47     1.456
CHE  2007    48     1.456
CHE  2007    49     1.456
CHE  2007    50     1.456
CHE  2007    51     1.456
CHE  2007    52     1.456
CHE  2007    53     1.456
CHE  2007    54     1.456
CHE  2007    55     1.456
CHE  2008    12     0.000
CHE  2008    13     0.000
CHE  2008    14     0.000
CHE  2008    15     0.000
CHE  2008    16     0.001
CHE  2008    17     0.001
CHE  2008    18     0.004
CHE  2008    19     0.009
CHE  2008    20     0.021
CHE  2008    21     0.040
CHE  2008    22     0.067
CHE  2008    23     0.101
CHE  2008    24     0.144
CHE  2008    25     0.197
CHE  2008    26     0.260
CHE  2008    27     0.333
CHE  2008    28     0.417
CHE  2008    29     0.514
CHE  2008    30     0.618
CHE  2008    31     0.727
CHE  2008    32     0.838
CHE  2008    33     0.948
CHE  2008    34     1.052
CHE  2008    35     1.149
CHE  2008    36     1.234
CHE  2008    37     1.302
CHE  2008    38     1.358
CHE  2008    39     1.401
CHE  2008    40     1.431
CHE  2008    41     1.453
CHE  2008    42     1.467
CHE  2008    43     1.474
CHE  2008    44     1.479
CHE  2008    45     1.481
CHE  2008    46     1.483
CHE  2008    47     1.483
CHE  2008    48     1.484
CHE  2008    49     1.484
CHE  2008    50     1.484
CHE  2008    51     1.484
CHE  2008    52     1.484
CHE  2008    53     1.484
CHE  2008    54     1.484
CHE  2008    55     1.484
CHE  2009    12     0.000
CHE  2009    13     0.000
CHE  2009    14     0.000
CHE  2009    15     0.000
CHE  2009    16     0.000
CHE  2009    17     0.001
CHE  2009    18     0.003
CHE  2009    19     0.009
CHE  2009    20     0.020
CHE  2009    21     0.039
CHE  2009    22     0.064
CHE  2009    23     0.097
CHE  2009    24     0.139
CHE  2009    25     0.189
CHE  2009    26     0.250
CHE  2009    27     0.322
CHE  2009    28     0.404
CHE  2009    29     0.498
CHE  2009    30     0.599
CHE  2009    31     0.711
CHE  2009    32     0.825
CHE  2009    33     0.936
CHE  2009    34     1.043
CHE  2009    35     1.142
CHE  2009    36     1.230
CHE  2009    37     1.301
CHE  2009    38     1.362
CHE  2009    39     1.407
CHE  2009    40     1.441
CHE  2009    41     1.463
CHE  2009    42     1.478
CHE  2009    43     1.487
CHE  2009    44     1.492
CHE  2009    45     1.494
CHE  2009    46     1.496
CHE  2009    47     1.497
CHE  2009    48     1.497
CHE  2009    49     1.497
CHE  2009    50     1.497
CHE  2009    51     1.497
CHE  2009    52     1.497
CHE  2009    53     1.497
CHE  2009    54     1.497
CHE  2009    55     1.497
CHE  2010    12     0.000
CHE  2010    13     0.000
CHE  2010    14     0.000
CHE  2010    15     0.000
CHE  2010    16     0.000
CHE  2010    17     0.001
CHE  2010    18     0.004
CHE  2010    19     0.008
CHE  2010    20     0.019
CHE  2010    21     0.035
CHE  2010    22     0.061
CHE  2010    23     0.093
CHE  2010    24     0.134
CHE  2010    25     0.187
CHE  2010    26     0.248
CHE  2010    27     0.320
CHE  2010    28     0.402
CHE  2010    29     0.495
CHE  2010    30     0.600
CHE  2010    31     0.711
CHE  2010    32     0.827
CHE  2010    33     0.946
CHE  2010    34     1.055
CHE  2010    35     1.157
CHE  2010    36     1.248
CHE  2010    37     1.322
CHE  2010    38     1.383
CHE  2010    39     1.430
CHE  2010    40     1.464
CHE  2010    41     1.489
CHE  2010    42     1.504
CHE  2010    43     1.513
CHE  2010    44     1.519
CHE  2010    45     1.521
CHE  2010    46     1.522
CHE  2010    47     1.523
CHE  2010    48     1.523
CHE  2010    49     1.523
CHE  2010    50     1.524
CHE  2010    51     1.524
CHE  2010    52     1.524
CHE  2010    53     1.524
CHE  2010    54     1.524
CHE  2010    55     1.524
CHE  2011    12     0.000
CHE  2011    13     0.000
CHE  2011    14     0.000
CHE  2011    15     0.000
CHE  2011    16     0.000
CHE  2011    17     0.001
CHE  2011    18     0.003
CHE  2011    19     0.008
CHE  2011    20     0.016
CHE  2011    21     0.032
CHE  2011    22     0.056
CHE  2011    23     0.086
CHE  2011    24     0.126
CHE  2011    25     0.175
CHE  2011    26     0.236
CHE  2011    27     0.306
CHE  2011    28     0.387
CHE  2011    29     0.479
CHE  2011    30     0.583
CHE  2011    31     0.693
CHE  2011    32     0.809
CHE  2011    33     0.923
CHE  2011    34     1.034
CHE  2011    35     1.137
CHE  2011    36     1.228
CHE  2011    37     1.307
CHE  2011    38     1.369
CHE  2011    39     1.418
CHE  2011    40     1.455
CHE  2011    41     1.482
CHE  2011    42     1.498
CHE  2011    43     1.507
CHE  2011    44     1.512
CHE  2011    45     1.515
CHE  2011    46     1.517
CHE  2011    47     1.517
CHE  2011    48     1.518
CHE  2011    49     1.518
CHE  2011    50     1.518
CHE  2011    51     1.518
CHE  2011    52     1.518
CHE  2011    53     1.518
CHE  2011    54     1.518
CHE  2011    55     1.518
TWN  1976    12     0.000
TWN  1976    13     0.000
TWN  1976    14     0.000
TWN  1976    15     0.003
TWN  1976    16     0.010
TWN  1976    17     0.024
TWN  1976    18     0.055
TWN  1976    19     0.108
TWN  1976    20     0.193
TWN  1976    21     0.320
TWN  1976    22     0.496
TWN  1976    23     0.718
TWN  1976    24     0.987
TWN  1976    25     1.282
TWN  1976    26     1.575
TWN  1976    27     1.843
TWN  1976    28     2.086
TWN  1976    29     2.288
TWN  1976    30     2.454
TWN  1976    31     2.579
TWN  1976    32     2.687
TWN  1976    33     2.770
TWN  1976    34     2.835
TWN  1976    35     2.887
TWN  1976    36     2.929
TWN  1976    37     2.961
TWN  1976    38     2.986
TWN  1976    39     3.006
TWN  1976    40     3.021
TWN  1976    41     3.034
TWN  1976    42     3.043
TWN  1976    43     3.050
TWN  1976    44     3.054
TWN  1976    45     3.057
TWN  1976    46     3.059
TWN  1976    47     3.060
TWN  1976    48     3.060
TWN  1976    49     3.061
TWN  1976    50     3.061
TWN  1976    51     3.062
TWN  1976    52     3.063
TWN  1976    53     3.064
TWN  1976    54     3.064
TWN  1976    55     3.064
TWN  1977    12     0.000
TWN  1977    13     0.000
TWN  1977    14     0.000
TWN  1977    15     0.002
TWN  1977    16     0.006
TWN  1977    17     0.019
TWN  1977    18     0.048
TWN  1977    19     0.101
TWN  1977    20     0.182
TWN  1977    21     0.300
TWN  1977    22     0.460
TWN  1977    23     0.664
TWN  1977    24     0.905
TWN  1977    25     1.160
TWN  1977    26     1.418
TWN  1977    27     1.657
TWN  1977    28     1.859
TWN  1977    29     2.032
TWN  1977    30     2.169
TWN  1977    31     2.278
TWN  1977    32     2.360
TWN  1977    33     2.431
TWN  1977    34     2.483
TWN  1977    35     2.526
TWN  1977    36     2.559
TWN  1977    37     2.586
TWN  1977    38     2.607
TWN  1977    39     2.624
TWN  1977    40     2.637
TWN  1977    41     2.647
TWN  1977    42     2.654
TWN  1977    43     2.660
TWN  1977    44     2.664
TWN  1977    45     2.666
TWN  1977    46     2.667
TWN  1977    47     2.668
TWN  1977    48     2.668
TWN  1977    49     2.669
TWN  1977    50     2.669
TWN  1977    51     2.669
TWN  1977    52     2.670
TWN  1977    53     2.670
TWN  1977    54     2.670
TWN  1977    55     2.670
TWN  1978    12     0.000
TWN  1978    13     0.000
TWN  1978    14     0.000
TWN  1978    15     0.004
TWN  1978    16     0.007
TWN  1978    17     0.020
TWN  1978    18     0.047
TWN  1978    19     0.095
TWN  1978    20     0.175
TWN  1978    21     0.288
TWN  1978    22     0.443
TWN  1978    23     0.642
TWN  1978    24     0.881
TWN  1978    25     1.137
TWN  1978    26     1.397
TWN  1978    27     1.644
TWN  1978    28     1.862
TWN  1978    29     2.040
TWN  1978    30     2.183
TWN  1978    31     2.293
TWN  1978    32     2.380
TWN  1978    33     2.442
TWN  1978    34     2.494
TWN  1978    35     2.534
TWN  1978    36     2.565
TWN  1978    37     2.589
TWN  1978    38     2.607
TWN  1978    39     2.621
TWN  1978    40     2.632
TWN  1978    41     2.640
TWN  1978    42     2.647
TWN  1978    43     2.651
TWN  1978    44     2.655
TWN  1978    45     2.657
TWN  1978    46     2.658
TWN  1978    47     2.658
TWN  1978    48     2.659
TWN  1978    49     2.659
TWN  1978    50     2.659
TWN  1978    51     2.660
TWN  1978    52     2.661
TWN  1978    53     2.661
TWN  1978    54     2.661
TWN  1978    55     2.661
TWN  1979    12     0.000
TWN  1979    13     0.000
TWN  1979    14     0.000
TWN  1979    15     0.002
TWN  1979    16     0.006
TWN  1979    17     0.017
TWN  1979    18     0.044
TWN  1979    19     0.092
TWN  1979    20     0.169
TWN  1979    21     0.283
TWN  1979    22     0.439
TWN  1979    23     0.633
TWN  1979    24     0.869
TWN  1979    25     1.126
TWN  1979    26     1.382
TWN  1979    27     1.622
TWN  1979    28     1.834
TWN  1979    29     2.015
TWN  1979    30     2.152
TWN  1979    31     2.263
TWN  1979    32     2.344
TWN  1979    33     2.407
TWN  1979    34     2.452
TWN  1979    35     2.489
TWN  1979    36     2.516
TWN  1979    37     2.538
TWN  1979    38     2.554
TWN  1979    39     2.567
TWN  1979    40     2.576
TWN  1979    41     2.583
TWN  1979    42     2.589
TWN  1979    43     2.593
TWN  1979    44     2.595
TWN  1979    45     2.597
TWN  1979    46     2.598
TWN  1979    47     2.599
TWN  1979    48     2.599
TWN  1979    49     2.599
TWN  1979    50     2.599
TWN  1979    51     2.599
TWN  1979    52     2.599
TWN  1979    53     2.600
TWN  1979    54     2.600
TWN  1979    55     2.600
TWN  1980    12     0.000
TWN  1980    13     0.000
TWN  1980    14     0.000
TWN  1980    15     0.003
TWN  1980    16     0.006
TWN  1980    17     0.018
TWN  1980    18     0.043
TWN  1980    19     0.089
TWN  1980    20     0.163
TWN  1980    21     0.268
TWN  1980    22     0.414
TWN  1980    23     0.596
TWN  1980    24     0.811
TWN  1980    25     1.046
TWN  1980    26     1.285
TWN  1980    27     1.511
TWN  1980    28     1.713
TWN  1980    29     1.887
TWN  1980    30     2.024
TWN  1980    31     2.126
TWN  1980    32     2.208
TWN  1980    33     2.266
TWN  1980    34     2.312
TWN  1980    35     2.345
TWN  1980    36     2.371
TWN  1980    37     2.391
TWN  1980    38     2.406
TWN  1980    39     2.417
TWN  1980    40     2.426
TWN  1980    41     2.433
TWN  1980    42     2.438
TWN  1980    43     2.441
TWN  1980    44     2.444
TWN  1980    45     2.445
TWN  1980    46     2.447
TWN  1980    47     2.447
TWN  1980    48     2.448
TWN  1980    49     2.448
TWN  1980    50     2.448
TWN  1980    51     2.448
TWN  1980    52     2.448
TWN  1980    53     2.449
TWN  1980    54     2.449
TWN  1980    55     2.449
TWN  1981    12     0.000
TWN  1981    13     0.000
TWN  1981    14     0.000
TWN  1981    15     0.002
TWN  1981    16     0.005
TWN  1981    17     0.015
TWN  1981    18     0.039
TWN  1981    19     0.083
TWN  1981    20     0.153
TWN  1981    21     0.255
TWN  1981    22     0.395
TWN  1981    23     0.575
TWN  1981    24     0.786
TWN  1981    25     1.014
TWN  1981    26     1.247
TWN  1981    27     1.472
TWN  1981    28     1.672
TWN  1981    29     1.841
TWN  1981    30     1.976
TWN  1981    31     2.082
TWN  1981    32     2.161
TWN  1981    33     2.221
TWN  1981    34     2.263
TWN  1981    35     2.297
TWN  1981    36     2.320
TWN  1981    37     2.339
TWN  1981    38     2.353
TWN  1981    39     2.363
TWN  1981    40     2.371
TWN  1981    41     2.377
TWN  1981    42     2.381
TWN  1981    43     2.384
TWN  1981    44     2.386
TWN  1981    45     2.387
TWN  1981    46     2.388
TWN  1981    47     2.389
TWN  1981    48     2.389
TWN  1981    49     2.389
TWN  1981    50     2.389
TWN  1981    51     2.389
TWN  1981    52     2.390
TWN  1981    53     2.390
TWN  1981    54     2.390
TWN  1981    55     2.390
TWN  1982    12     0.000
TWN  1982    13     0.000
TWN  1982    14     0.000
TWN  1982    15     0.002
TWN  1982    16     0.005
TWN  1982    17     0.015
TWN  1982    18     0.038
TWN  1982    19     0.078
TWN  1982    20     0.143
TWN  1982    21     0.240
TWN  1982    22     0.373
TWN  1982    23     0.542
TWN  1982    24     0.745
TWN  1982    25     0.960
TWN  1982    26     1.175
TWN  1982    27     1.386
TWN  1982    28     1.575
TWN  1982    29     1.739
TWN  1982    30     1.868
TWN  1982    31     1.972
TWN  1982    32     2.049
TWN  1982    33     2.106
TWN  1982    34     2.149
TWN  1982    35     2.180
TWN  1982    36     2.204
TWN  1982    37     2.219
TWN  1982    38     2.231
TWN  1982    39     2.241
TWN  1982    40     2.248
TWN  1982    41     2.254
TWN  1982    42     2.258
TWN  1982    43     2.260
TWN  1982    44     2.262
TWN  1982    45     2.264
TWN  1982    46     2.264
TWN  1982    47     2.265
TWN  1982    48     2.265
TWN  1982    49     2.265
TWN  1982    50     2.265
TWN  1982    51     2.265
TWN  1982    52     2.266
TWN  1982    53     2.266
TWN  1982    54     2.266
TWN  1982    55     2.266
TWN  1983    12     0.000
TWN  1983    13     0.000
TWN  1983    14     0.000
TWN  1983    15     0.002
TWN  1983    16     0.005
TWN  1983    17     0.013
TWN  1983    18     0.033
TWN  1983    19     0.068
TWN  1983    20     0.125
TWN  1983    21     0.211
TWN  1983    22     0.335
TWN  1983    23     0.490
TWN  1983    24     0.677
TWN  1983    25     0.881
TWN  1983    26     1.083
TWN  1983    27     1.277
TWN  1983    28     1.454
TWN  1983    29     1.610
TWN  1983    30     1.732
TWN  1983    31     1.829
TWN  1983    32     1.905
TWN  1983    33     1.961
TWN  1983    34     2.001
TWN  1983    35     2.032
TWN  1983    36     2.054
TWN  1983    37     2.070
TWN  1983    38     2.081
TWN  1983    39     2.090
TWN  1983    40     2.097
TWN  1983    41     2.102
TWN  1983    42     2.106
TWN  1983    43     2.108
TWN  1983    44     2.109
TWN  1983    45     2.110
TWN  1983    46     2.111
TWN  1983    47     2.111
TWN  1983    48     2.111
TWN  1983    49     2.111
TWN  1983    50     2.111
TWN  1983    51     2.112
TWN  1983    52     2.112
TWN  1983    53     2.112
TWN  1983    54     2.112
TWN  1983    55     2.112
TWN  1984    12     0.000
TWN  1984    13     0.000
TWN  1984    14     0.000
TWN  1984    15     0.002
TWN  1984    16     0.004
TWN  1984    17     0.012
TWN  1984    18     0.029
TWN  1984    19     0.059
TWN  1984    20     0.111
TWN  1984    21     0.189
TWN  1984    22     0.303
TWN  1984    23     0.452
TWN  1984    24     0.629
TWN  1984    25     0.824
TWN  1984    26     1.023
TWN  1984    27     1.212
TWN  1984    28     1.383
TWN  1984    29     1.531
TWN  1984    30     1.650
TWN  1984    31     1.743
TWN  1984    32     1.816
TWN  1984    33     1.871
TWN  1984    34     1.913
TWN  1984    35     1.941
TWN  1984    36     1.962
TWN  1984    37     1.977
TWN  1984    38     1.988
TWN  1984    39     1.996
TWN  1984    40     2.002
TWN  1984    41     2.006
TWN  1984    42     2.008
TWN  1984    43     2.010
TWN  1984    44     2.012
TWN  1984    45     2.013
TWN  1984    46     2.013
TWN  1984    47     2.014
TWN  1984    48     2.014
TWN  1984    49     2.014
TWN  1984    50     2.014
TWN  1984    51     2.014
TWN  1984    52     2.014
TWN  1984    53     2.014
TWN  1984    54     2.014
TWN  1984    55     2.014
TWN  1985    12     0.000
TWN  1985    13     0.000
TWN  1985    14     0.000
TWN  1985    15     0.001
TWN  1985    16     0.004
TWN  1985    17     0.010
TWN  1985    18     0.025
TWN  1985    19     0.053
TWN  1985    20     0.096
TWN  1985    21     0.163
TWN  1985    22     0.262
TWN  1985    23     0.394
TWN  1985    24     0.557
TWN  1985    25     0.736
TWN  1985    26     0.919
TWN  1985    27     1.100
TWN  1985    28     1.260
TWN  1985    29     1.399
TWN  1985    30     1.511
TWN  1985    31     1.601
TWN  1985    32     1.669
TWN  1985    33     1.720
TWN  1985    34     1.758
TWN  1985    35     1.786
TWN  1985    36     1.806
TWN  1985    37     1.820
TWN  1985    38     1.830
TWN  1985    39     1.838
TWN  1985    40     1.843
TWN  1985    41     1.847
TWN  1985    42     1.849
TWN  1985    43     1.851
TWN  1985    44     1.852
TWN  1985    45     1.853
TWN  1985    46     1.853
TWN  1985    47     1.853
TWN  1985    48     1.854
TWN  1985    49     1.854
TWN  1985    50     1.854
TWN  1985    51     1.854
TWN  1985    52     1.854
TWN  1985    53     1.854
TWN  1985    54     1.854
TWN  1985    55     1.854
TWN  1986    12     0.000
TWN  1986    13     0.000
TWN  1986    14     0.000
TWN  1986    15     0.002
TWN  1986    16     0.004
TWN  1986    17     0.010
TWN  1986    18     0.023
TWN  1986    19     0.048
TWN  1986    20     0.088
TWN  1986    21     0.146
TWN  1986    22     0.231
TWN  1986    23     0.344
TWN  1986    24     0.486
TWN  1986    25     0.643
TWN  1986    26     0.804
TWN  1986    27     0.960
TWN  1986    28     1.106
TWN  1986    29     1.231
TWN  1986    30     1.329
TWN  1986    31     1.408
TWN  1986    32     1.471
TWN  1986    33     1.519
TWN  1986    34     1.554
TWN  1986    35     1.581
TWN  1986    36     1.600
TWN  1986    37     1.613
TWN  1986    38     1.623
TWN  1986    39     1.629
TWN  1986    40     1.634
TWN  1986    41     1.638
TWN  1986    42     1.640
TWN  1986    43     1.642
TWN  1986    44     1.643
TWN  1986    45     1.644
TWN  1986    46     1.644
TWN  1986    47     1.644
TWN  1986    48     1.645
TWN  1986    49     1.645
TWN  1986    50     1.645
TWN  1986    51     1.645
TWN  1986    52     1.645
TWN  1986    53     1.645
TWN  1986    54     1.645
TWN  1986    55     1.645
TWN  1987    12     0.000
TWN  1987    13     0.000
TWN  1987    14     0.000
TWN  1987    15     0.001
TWN  1987    16     0.003
TWN  1987    17     0.009
TWN  1987    18     0.022
TWN  1987    19     0.045
TWN  1987    20     0.080
TWN  1987    21     0.137
TWN  1987    22     0.217
TWN  1987    23     0.324
TWN  1987    24     0.460
TWN  1987    25     0.620
