England and Wales, Total Population, Exposure to risk (cohort 1x10)     Last modified: 03-Nov-2010, MPv5 (May07)

   Year      Age       Female          Male         Total
1820-1829     40      1250660.25   1163635.28   2414295.52 
1820-1829     41      1231316.58   1145536.35   2376852.94 
1820-1829     42      1213136.62   1128376.44   2341513.06 
1820-1829     43      1195290.93   1111271.24   2306562.17 
1820-1829     44      1178064.63   1094505.22   2272569.86 
1820-1829     45      1160619.15   1077246.49   2237865.64 
1820-1829     46      1142842.59   1059149.07   2201991.66 
1820-1829     47      1123383.93   1039340.55   2162724.47 
1820-1829     48      1102550.29   1018069.93   2120620.22 
1820-1829     49      1080233.02    995253.01   2075486.02 
1820-1829     50      1057120.01    971530.19   2028650.20 
1820-1829     51      1032567.89    946356.20   1978924.09 
1820-1829     52      1009451.66    922275.07   1931726.73 
1820-1829     53       986585.24    898045.47   1884630.71 
1820-1829     54       965650.10    875208.98   1840859.08 
1820-1829     55       946637.22    854073.14   1800710.36 
1820-1829     56       925444.20    831403.77   1756847.97 
1820-1829     57       904422.02    808545.04   1712967.07 
1820-1829     58       883240.67    785231.52   1668472.19 
1820-1829     59       860454.01    760157.61   1620611.63 
1820-1829     60       835349.52    733080.09   1568429.61 
1820-1829     61       809524.81    706171.20   1515696.01 
1820-1829     62       783935.89    679248.15   1463184.04 
1820-1829     63       757551.22    651254.62   1408805.84 
1820-1829     64       731252.53    623002.10   1354254.63 
1820-1829     65       704482.19    594683.63   1299165.82 
1820-1829     66       674071.48    564825.39   1238896.88 
1820-1829     67       643198.90    534260.47   1177459.37 
1820-1829     68       611817.94    503059.53   1114877.47 
1820-1829     69       579215.33    470797.77   1050013.10 
1820-1829     70       544715.84    437587.77    982303.61 
1820-1829     71       509083.85    405229.12    914312.97 
1820-1829     72       474386.92    373801.19    848188.11 
1820-1829     73       440788.69    343191.37    783980.07 
1820-1829     74       408136.78    313427.52    721564.30 
1820-1829     75       375785.34    284406.07    660191.41 
1820-1829     76       342776.06    256061.76    598837.83 
1820-1829     77       310305.37    228403.07    538708.44 
1820-1829     78       278443.00    201541.10    479984.10 
1820-1829     79       247207.36    175438.64    422646.01 
1820-1829     80       221177.82    150240.16    371417.98 
1820-1829     81       192490.65    127721.12    320211.77 
1820-1829     82       165599.19    107020.34    272619.53 
1820-1829     83       140440.56     88108.29    228548.85 
1820-1829     84       117266.17     71035.10    188301.27 
1820-1829     85        96545.18     56381.01    152926.19 
1820-1829     86        78596.45     44227.89    122824.34 
1820-1829     87        62647.23     33848.94     96496.18 
1820-1829     88        49101.14     25433.09     74534.23 
1820-1829     89        37914.80     18746.54     56661.34 
1820-1829     90        28705.30     13495.17     42200.47 
1820-1829     91        21642.66      9655.33     31297.99 
1820-1829     92        16005.17      6788.16     22793.33 
1820-1829     93        11441.06      4596.94     16038.00 
1820-1829     94         8035.47      3035.53     11071.00 
1820-1829     95         5503.91      1937.38      7441.28 
1820-1829     96         3668.03      1207.43      4875.46 
1820-1829     97         2377.41       746.14      3123.55 
1820-1829     98         1477.15       451.18      1928.33 
1820-1829     99          875.64       266.03      1141.66 
1820-1829    100          514.65       147.96       662.61 
1820-1829    101          311.51        79.27       390.78 
1820-1829    102          180.80        46.70       227.50 
1820-1829    103          100.86        24.06       124.92 
1820-1829    104           56.85        11.38        68.23 
1820-1829    105           28.28         5.24        33.52 
1820-1829    106           13.39         1.49        14.88 
1820-1829    107            7.92         0.49         8.41 
1820-1829    108            3.61         0.00         3.61 
1820-1829    109            0.49         0.00         0.49 
1820-1829    110+           0.00         0.00         0.00 
1830-1839      0               .            .            . 
1830-1839      1               .            .            . 
1830-1839      2               .            .            . 
1830-1839      3               .            .            . 
1830-1839      4               .            .            . 
1830-1839      5               .            .            . 
1830-1839      6               .            .            . 
1830-1839      7               .            .            . 
1830-1839      8               .            .            . 
1830-1839      9               .            .            . 
1830-1839     10               .            .            . 
1830-1839     11      1845774.45   1853817.17   3699591.62 
1830-1839     12      1841607.66   1845233.24   3686840.89 
1830-1839     13      1838680.58   1834865.73   3673546.32 
1830-1839     14      1835539.74   1821434.15   3656973.89 
1830-1839     15      1831020.30   1804241.23   3635261.53 
1830-1839     16      1827703.83   1786765.74   3614469.57 
1830-1839     17      1823173.61   1766503.15   3589676.76 
1830-1839     18      1818271.88   1744217.00   3562488.87 
1830-1839     19      1813770.48   1720501.12   3534271.60 
1830-1839     20      1808848.09   1695362.97   3504211.06 
1830-1839     21      1799976.20   1668222.43   3468198.63 
1830-1839     22      1787565.32   1640300.71   3427866.04 
1830-1839     23      1772845.01   1613324.03   3386169.04 
1830-1839     24      1756845.28   1588306.76   3345152.03 
1830-1839     25      1739550.96   1565067.65   3304618.61 
1830-1839     26      1719061.14   1541571.34   3260632.47 
1830-1839     27      1695306.84   1518011.37   3213318.21 
1830-1839     28      1668685.83   1494608.04   3163293.87 
1830-1839     29      1640565.58   1472441.37   3113006.95 
1830-1839     30      1612648.71   1452246.39   3064895.10 
1830-1839     31      1584699.14   1431946.75   3016645.89 
1830-1839     32      1558195.42   1412711.99   2970907.41 
1830-1839     33      1533535.16   1394819.22   2928354.38 
1830-1839     34      1510906.88   1378443.23   2889350.12 
1830-1839     35      1489679.24   1362768.08   2852447.32 
1830-1839     36      1470939.23   1348019.57   2818958.80 
1830-1839     37      1451355.45   1332008.90   2783364.36 
1830-1839     38      1431371.52   1315132.52   2746504.03 
1830-1839     39      1410513.32   1296958.11   2707471.43 
1830-1839     40      1389355.94   1277934.04   2667289.99 
1830-1839     41      1369563.81   1259333.31   2628897.12 
1830-1839     42      1348827.55   1239506.80   2588334.35 
1830-1839     43      1328327.27   1219623.10   2547950.37 
1830-1839     44      1309565.81   1201029.88   2510595.69 
1830-1839     45      1291725.59   1182952.48   2474678.07 
1830-1839     46      1272762.87   1163338.61   2436101.48 
1830-1839     47      1251765.61   1141788.72   2393554.33 
1830-1839     48      1229312.70   1118789.53   2348102.23 
1830-1839     49      1205049.90   1093917.23   2298967.12 
1830-1839     50      1179742.08   1067914.57   2247656.65 
1830-1839     51      1153394.20   1040841.27   2194235.46 
1830-1839     52      1126193.21   1012566.65   2138759.86 
1830-1839     53      1099410.32    984459.73   2083870.05 
1830-1839     54      1075525.79    958765.18   2034290.97 
1830-1839     55      1054294.24    935586.17   1989880.41 
1830-1839     56      1030610.32    910708.06   1941318.38 
1830-1839     57      1007075.58    885624.35   1892699.93 
1830-1839     58       983703.01    860302.26   1844005.27 
1830-1839     59       958548.41    833031.04   1791579.45 
1830-1839     60       930773.48    803550.54   1734324.02 
1830-1839     61       903613.08    775688.44   1679301.52 
1830-1839     62       873675.95    745280.35   1618956.30 
1830-1839     63       846410.96    715242.39   1561653.35 
1830-1839     64       820217.14    685648.31   1505865.46 
1830-1839     65       794047.06    656412.51   1450459.57 
1830-1839     66       764567.66    625820.30   1390387.96 
1830-1839     67       733829.08    594119.19   1327948.27 
1830-1839     68       701714.33    561522.85   1263237.18 
1830-1839     69       668617.72    527760.82   1196378.55 
1830-1839     70       633532.50    492469.45   1126001.94 
1830-1839     71       598714.78    458841.06   1057555.85 
1830-1839     72       564330.85    425280.20    989611.05 
1830-1839     73       527570.32    390305.30    917875.62 
1830-1839     74       487410.81    353947.97    841358.79 
1830-1839     75       448778.80    320263.94    769042.75 
1830-1839     76       411132.78    288932.06    700064.83 
1830-1839     77       373674.56    258877.06    632551.62 
1830-1839     78       335990.93    229076.19    565067.12 
1830-1839     79       298937.85    199337.22    498275.06 
1830-1839     80       266730.45    167149.10    433879.55 
1830-1839     81       234557.55    142690.30    377247.85 
1830-1839     82       204310.74    120196.61    324507.35 
1830-1839     83       174360.35     99074.98    273435.33 
1830-1839     84       146088.11     80185.47    226273.59 
1830-1839     85       120396.67     63450.82    183847.49 
1830-1839     86        98102.46     49494.47    147596.92 
1830-1839     87        78583.70     37920.91    116504.61 
1830-1839     88        61917.97     28557.66     90475.63 
1830-1839     89        47937.03     21046.76     68983.79 
1830-1839     90        36405.25     15247.39     51652.64 
1830-1839     91        27387.08     10949.31     38336.39 
1830-1839     92        20244.65      7674.54     27919.19 
1830-1839     93        14467.71      5191.29     19659.00 
1830-1839     94        10108.47      3384.03     13492.50 
1830-1839     95         6895.71      2155.95      9051.66 
1830-1839     96         4590.34      1338.55      5928.89 
1830-1839     97         2987.60       803.71      3791.31 
1830-1839     98         1862.57       483.20      2345.77 
1830-1839     99         1103.79       265.70      1369.49 
1830-1839    100          638.31       139.34       777.64 
1830-1839    101          345.01        82.02       427.03 
1830-1839    102          176.99        47.15       224.14 
1830-1839    103           98.17        27.23       125.39 
1830-1839    104           52.42        18.10        70.52 
1830-1839    105           25.25        11.04        36.29 
1830-1839    106           12.97         6.97        19.95 
1830-1839    107            8.03         4.46        12.49 
1830-1839    108            3.30         1.97         5.27 
1830-1839    109            0.00         0.49         0.49 
1830-1839    110+           0.00         0.00         0.00 
1840-1849      0               .            .            . 
1840-1849      1      2253457.85   2268640.59   4522098.43 
1840-1849      2      2171520.81   2180841.20   4352362.00 
1840-1849      3      2130653.22   2139633.38   4270286.60 
1840-1849      4      2103578.30   2113132.66   4216710.96 
1840-1849      5      2081585.70   2091707.72   4173293.42 
1840-1849      6      2070317.76   2081187.21   4151504.97 
1840-1849      7      2061017.20   2072307.40   4133324.61 
1840-1849      8      2053719.66   2065033.03   4118752.69 
1840-1849      9      2047402.29   2058196.82   4105599.11 
1840-1849     10      2040801.01   2049999.54   4090800.55 
1840-1849     11      2035070.65   2040432.58   4075503.23 
1840-1849     12      2030216.53   2028927.39   4059143.92 
1840-1849     13      2025450.72   2014914.34   4040365.06 
1840-1849     14      2021418.36   1999228.21   4020646.57 
1840-1849     15      2017723.64   1981936.65   3999660.29 
1840-1849     16      2013365.50   1962900.93   3976266.42 
1840-1849     17      2007653.48   1941541.07   3949194.54 
1840-1849     18      2002374.58   1919478.82   3921853.39 
1840-1849     19      1999764.12   1898800.50   3898564.62 
1840-1849     20      1997753.69   1878244.41   3875998.10 
1840-1849     21      1989595.99   1854158.89   3843754.88 
1840-1849     22      1978461.08   1829985.60   3808446.68 
1840-1849     23      1963330.30   1804843.04   3768173.34 
1840-1849     24      1946320.67   1780792.08   3727112.75 
1840-1849     25      1928221.89   1758413.45   3686635.34 
1840-1849     26      1907390.23   1735737.92   3643128.16 
1840-1849     27      1882919.61   1712307.85   3595227.46 
1840-1849     28      1855875.39   1688992.09   3544867.48 
1840-1849     29      1829188.95   1668373.56   3497562.51 
1840-1849     30      1803951.53   1650684.01   3454635.54 
1840-1849     31      1776677.32   1630673.84   3407351.16 
1840-1849     32      1750741.51   1611741.00   3362482.52 
1840-1849     33      1724510.18   1592299.51   3316809.70 
1840-1849     34      1699150.88   1573396.90   3272547.78 
1840-1849     35      1675415.03   1555345.64   3230760.67 
1840-1849     36      1654631.42   1538543.29   3193174.71 
1840-1849     37      1632538.52   1519948.40   3152486.92 
1840-1849     38      1610264.82   1500606.40   3110871.22 
1840-1849     39      1589508.28   1482083.89   3071592.17 
1840-1849     40      1569726.94   1463670.96   3033397.90 
1840-1849     41      1549039.37   1443160.60   2992199.97 
1840-1849     42      1527233.94   1421562.53   2948796.47 
1840-1849     43      1504872.67   1399331.76   2904204.43 
1840-1849     44      1483411.16   1377784.72   2861195.88 
1840-1849     45      1462708.34   1356745.50   2819453.84 
1840-1849     46      1442916.56   1336163.42   2779079.98 
1840-1849     47      1419859.34   1312389.71   2732249.05 
1840-1849     48      1395047.24   1286725.46   2681772.71 
1840-1849     49      1371749.84   1262232.98   2633982.82 
1840-1849     50      1349921.32   1238974.19   2588895.51 
1840-1849     51      1324779.33   1212916.51   2537695.84 
1840-1849     52      1292160.06   1181880.09   2474040.16 
1840-1849     53      1261050.44   1151077.62   2412128.06 
1840-1849     54      1233361.79   1120890.73   2354252.52 
1840-1849     55      1210134.31   1093412.09   2303546.40 
1840-1849     56      1183842.72   1065329.85   2249172.57 
1840-1849     57      1156347.94   1035721.91   2192069.85 
1840-1849     58      1126746.87   1004045.52   2130792.39 
1840-1849     59      1099221.51    973796.73   2073018.24 
1840-1849     60      1073618.29    945224.92   2018843.21 
1840-1849     61      1046198.97    916903.59   1963102.57 
1840-1849     62      1023813.19    890329.56   1914142.75 
1840-1849     63      1000995.45    863065.64   1864061.09 
1840-1849     64       974394.36    833539.76   1807934.12 
1840-1849     65       952180.46    808752.73   1760933.20 
1840-1849     66       929293.19    783274.21   1712567.40 
1840-1849     67       902719.21    753442.31   1656161.52 
1840-1849     68       870078.93    716082.52   1586161.45 
1840-1849     69       830482.81    669178.65   1499661.46 
1840-1849     70       786484.76    616341.78   1402826.54 
1840-1849     71       741706.97    564522.81   1306229.78 
1840-1849     72       699370.15    518411.33   1217781.47 
1840-1849     73       654560.12    474963.73   1129523.86 
1840-1849     74       608678.42    434765.12   1043443.54 
1840-1849     75       562757.90    396320.36    959078.25 
1840-1849     76       516768.54    357970.12    874738.66 
1840-1849     77       471667.40    319710.93    791378.34 
1840-1849     78       425357.66    280781.65    706139.30 
1840-1849     79       379708.91    243025.42    622734.33 
1840-1849     80       348554.81    212976.12    561530.93 
1840-1849     81       307582.45    182472.84    490055.29 
1840-1849     82       268180.49    153826.61    422007.10 
1840-1849     83       229668.03    126944.02    356612.05 
1840-1849     84       193025.24    102742.61    295767.85 
1840-1849     85       159510.69     81518.33    241029.02 
1840-1849     86       130047.52     63514.46    193561.98 
1840-1849     87       104138.10     48396.43    152534.53 
1840-1849     88        82184.54     36329.25    118513.79 
1840-1849     89        63871.41     26777.03     90648.44 
1840-1849     90        48665.94     19261.87     67927.81 
1840-1849     91        36444.25     13593.93     50038.18 
1840-1849     92        26787.74      9441.00     36228.74 
1840-1849     93        19137.74      6363.32     25501.06 
1840-1849     94        13297.69      4124.90     17422.59 
1840-1849     95         8984.29      2592.35     11576.64 
1840-1849     96         5958.83      1590.20      7549.03 
1840-1849     97         3839.09       931.13      4770.22 
1840-1849     98         2358.61       533.89      2892.50 
1840-1849     99         1394.17       296.77      1690.93 
1840-1849    100          804.25       165.71       969.97 
1840-1849    101          469.61        98.25       567.85 
1840-1849    102          276.30        50.83       327.13 
1840-1849    103          148.15        26.45       174.60 
1840-1849    104           79.91        14.29        94.20 
1840-1849    105           44.68         5.27        49.95 
1840-1849    106           23.63         0.97        24.60 
1840-1849    107           10.79         0.00        10.79 
1840-1849    108            2.93         0.00         2.93 
1840-1849    109            0.80         0.00         0.80 
1840-1849    110+           0.00         0.00         0.00 
1850-1859      0      2886303.73   2965165.82   5851469.55 
1850-1859      1      2613716.23   2630869.80   5244586.03 
1850-1859      2      2501784.30   2511398.31   5013182.60 
1850-1859      3      2440617.56   2448490.12   4889107.68 
1850-1859      4      2398014.34   2406171.26   4804185.59 
1850-1859      5      2365420.92   2374712.82   4740133.73 
1850-1859      6      2347389.14   2357997.16   4705386.30 
1850-1859      7      2333694.84   2344715.98   4678410.81 
1850-1859      8      2323102.34   2333945.96   4657048.30 
1850-1859      9      2315006.35   2325293.42   4640299.77 
1850-1859     10      2307596.33   2316721.91   4624318.24 
1850-1859     11      2302007.49   2308509.20   4610516.69 
1850-1859     12      2296457.71   2297681.52   4594139.23 
1850-1859     13      2288955.68   2282229.53   4571185.20 
1850-1859     14      2282260.09   2265068.53   4547328.62 
1850-1859     15      2277549.86   2247774.29   4525324.15 
1850-1859     16      2272705.53   2228942.52   4501648.05 
1850-1859     17      2267265.80   2208268.31   4475534.11 
1850-1859     18      2261808.62   2186225.86   4448034.48 
1850-1859     19      2259269.12   2165637.94   4424907.06 
1850-1859     20      2259056.26   2146670.16   4405726.42 
1850-1859     21      2254909.61   2126066.71   4380976.32 
1850-1859     22      2246185.57   2104138.51   4350324.08 
1850-1859     23      2230557.27   2078827.55   4309384.81 
1850-1859     24      2211663.28   2053411.73   4265075.01 
1850-1859     25      2192385.71   2030136.16   4222521.87 
1850-1859     26      2171552.42   2007272.37   4178824.78 
1850-1859     27      2147133.06   1983394.24   4130527.30 
1850-1859     28      2117991.72   1957436.18   4075427.90 
1850-1859     29      2089199.55   1933979.74   4023179.28 
1850-1859     30      2064071.48   1915233.89   3979305.37 
1850-1859     31      2037171.66   1894029.11   3931200.77 
1850-1859     32      2009239.57   1871805.01   3881044.58 
1850-1859     33      1979269.77   1847792.97   3827062.75 
1850-1859     34      1949262.45   1823810.40   3773072.85 
1850-1859     35      1922235.51   1802204.63   3724440.14 
1850-1859     36      1901579.93   1785169.04   3686748.97 
1850-1859     37      1880675.85   1767478.20   3648154.05 
1850-1859     38      1856415.12   1746162.39   3602577.51 
1850-1859     39      1833825.94   1725857.99   3559683.92 
1850-1859     40      1816485.11   1709698.03   3526183.14 
1850-1859     41      1800729.50   1694072.20   3494801.70 
1850-1859     42      1774511.70   1670513.14   3445024.84 
1850-1859     43      1749943.59   1645509.58   3395453.17 
1850-1859     44      1724572.62   1617762.55   3342335.17 
1850-1859     45      1700292.20   1591279.42   3291571.62 
1850-1859     46      1678153.79   1568793.12   3246946.91 
1850-1859     47      1655816.25   1546358.37   3202174.62 
1850-1859     48      1627556.53   1516388.39   3143944.92 
1850-1859     49      1600479.42   1486186.83   3086666.25 
1850-1859     50      1576850.40   1458934.68   3035785.08 
1850-1859     51      1554868.09   1434909.73   2989777.81 
1850-1859     52      1532897.56   1410103.96   2943001.53 
1850-1859     53      1508849.24   1383630.38   2892479.62 
1850-1859     54      1478309.50   1351906.08   2830215.59 
1850-1859     55      1454903.85   1325995.00   2780898.85 
1850-1859     56      1433129.28   1300708.14   2733837.42 
1850-1859     57      1407825.07   1270463.32   2678288.38 
1850-1859     58      1376822.33   1234447.78   2611270.11 
1850-1859     59      1343709.92   1197203.13   2540913.05 
1850-1859     60      1311867.26   1160816.04   2472683.30 
1850-1859     61      1279576.97   1124469.69   2404046.66 
1850-1859     62      1250640.07   1091285.30   2341925.37 
1850-1859     63      1226095.83   1062713.80   2288809.62 
1850-1859     64      1201096.49   1034236.54   2235333.04 
1850-1859     65      1171593.77    999724.30   2171318.07 
1850-1859     66      1135484.99    957815.09   2093300.08 
1850-1859     67      1100185.17    916253.78   2016438.95 
1850-1859     68      1065318.80    874697.05   1940015.85 
1850-1859     69      1026514.72    829058.34   1855573.05 
1850-1859     70       981461.25    778529.06   1759990.31 
1850-1859     71       937381.02    730957.01   1668338.03 
1850-1859     72       891748.06    683041.62   1574789.68 
1850-1859     73       841484.19    631623.52   1473107.72 
1850-1859     74       787410.57    577786.07   1365196.64 
1850-1859     75       731242.46    523828.50   1255070.97 
1850-1859     76       673936.80    470796.72   1144733.52 
1850-1859     77       617146.75    419362.12   1036508.87 
1850-1859     78       561042.19    369586.27    930628.46 
1850-1859     79       505247.55    321275.69    826523.24 
1850-1859     80       457969.11    283428.09    741397.20 
1850-1859     81       405187.85    242301.46    647489.30 
1850-1859     82       354544.98    204181.18    558726.16 
1850-1859     83       305771.61    168945.31    474716.92 
1850-1859     84       260072.46    137274.71    397347.16 
1850-1859     85       217818.85    109649.81    327468.66 
1850-1859     86       180105.90     86234.27    266340.18 
1850-1859     87       146583.74     66396.48    212980.23 
1850-1859     88       117757.22     50419.20    168176.42 
1850-1859     89        93202.89     37699.23    130902.12 
1850-1859     90        72235.98     27508.42     99744.40 
1850-1859     91        55284.17     19817.94     75102.10 
1850-1859     92        41570.53     13952.15     55522.68 
1850-1859     93        30493.24      9532.07     40025.31 
1850-1859     94        21842.28      6305.46     28147.75 
1850-1859     95        15249.87      3995.07     19244.94 
1850-1859     96        10319.79      2450.08     12769.87 
1850-1859     97         6762.64      1470.81      8233.44 
1850-1859     98         4318.58       860.10      5178.69 
1850-1859     99         2657.22       467.75      3124.97 
1850-1859    100         1589.44       244.85      1834.29 
1850-1859    101          930.77       139.45      1070.22 
1850-1859    102          522.87        75.77       598.64 
1850-1859    103          274.59        35.23       309.82 
1850-1859    104          137.57        14.47       152.04 
1850-1859    105           70.40         5.52        75.92 
1850-1859    106           31.61         2.88        34.50 
1850-1859    107           13.79         1.00        14.79 
1850-1859    108            6.58         1.00         7.58 
1850-1859    109            2.46         1.00         3.46 
1850-1859    110+           1.48         1.48         2.97 
1860-1869      0      3345959.86   3428421.88   6774381.75 
1860-1869      1      3021636.71   3032521.19   6054157.90 
1860-1869      2      2882347.74   2884022.98   5766370.72 
1860-1869      3      2810027.30   2809801.70   5619829.01 
1860-1869      4      2764186.32   2763018.35   5527204.67 
1860-1869      5      2729826.54   2727978.62   5457805.17 
1860-1869      6      2711750.22   2709446.18   5421196.41 
1860-1869      7      2697356.94   2694432.56   5391789.50 
1860-1869      8      2686224.58   2682826.90   5369051.48 
1860-1869      9      2679142.25   2675381.79   5354524.04 
1860-1869     10      2674172.06   2669808.86   5343980.92 
1860-1869     11      2670364.45   2663831.17   5334195.61 
1860-1869     12      2665574.33   2653847.28   5319421.62 
1860-1869     13      2659249.83   2639089.07   5298338.91 
1860-1869     14      2650645.88   2618805.33   5269451.21 
1860-1869     15      2642234.29   2595686.46   5237920.75 
1860-1869     16      2636483.53   2572845.78   5209329.31 
1860-1869     17      2628411.54   2545366.31   5173777.85 
1860-1869     18      2619415.94   2514629.05   5134044.99 
1860-1869     19      2615188.88   2486343.91   5101532.79 
1860-1869     20      2616789.13   2462520.05   5079309.18 
1860-1869     21      2613596.51   2435878.28   5049474.79 
1860-1869     22      2602456.44   2405564.40   5008020.84 
1860-1869     23      2588795.25   2376590.04   4965385.29 
1860-1869     24      2569050.24   2345719.78   4914770.02 
1860-1869     25      2548878.71   2317782.00   4866660.71 
1860-1869     26      2532428.01   2296204.09   4828632.10 
1860-1869     27      2510422.50   2273052.61   4783475.11 
1860-1869     28      2483574.02   2248903.00   4732477.02 
1860-1869     29      2458111.44   2229317.29   4687428.73 
1860-1869     30      2437831.70   2216862.02   4654693.72 
1860-1869     31      2421213.22   2207682.30   4628895.52 
1860-1869     32      2389343.48   2187542.61   4576886.09 
1860-1869     33      2367642.07   2173924.97   4541567.04 
1860-1869     34      2339666.28   2151910.12   4491576.40 
1860-1869     35      2307597.48   2128183.39   4435780.87 
1860-1869     36      2285919.99   2115346.13   4401266.11 
1860-1869     37      2260669.42   2096206.31   4356875.73 
1860-1869     38      2232689.90   2072248.80   4304938.70 
1860-1869     39      2208421.27   2050604.31   4259025.58 
1860-1869     40      2186517.72   2031866.26   4218383.98 
1860-1869     41      2172880.92   2021707.56   4194588.47 
1860-1869     42      2157279.72   2006395.86   4163675.58 
1860-1869     43      2138998.40   1987104.61   4126103.01 
1860-1869     44      2114977.50   1963632.49   4078609.99 
1860-1869     45      2103088.33   1949484.81   4052573.14 
1860-1869     46      2087712.51   1931242.99   4018955.50 
1860-1869     47      2065275.66   1911736.37   3977012.03 
1860-1869     48      2037313.41   1892092.53   3929405.95 
1860-1869     49      2003311.04   1864824.79   3868135.83 
1860-1869     50      1971097.47   1811508.56   3782606.03 
1860-1869     51      1934276.66   1783931.38   3718208.04 
1860-1869     52      1900169.83   1757090.58   3657260.41 
1860-1869     53      1876227.04   1736888.75   3613115.79 
1860-1869     54      1851528.04   1711994.65   3563522.69 
1860-1869     55      1820411.51   1678921.63   3499333.14 
1860-1869     56      1787224.33   1644017.17   3431241.50 
1860-1869     57      1757913.63   1611830.19   3369743.81 
1860-1869     58      1732089.07   1581090.83   3313179.91 
1860-1869     59      1706153.83   1546932.13   3253085.96 
1860-1869     60      1677219.44   1507801.12   3185020.56 
1860-1869     61      1648168.10   1469701.69   3117869.79 
1860-1869     62      1619924.64   1431940.87   3051865.51 
1860-1869     63      1588274.86   1390494.23   2978769.09 
1860-1869     64      1548415.74   1342755.83   2891171.57 
1860-1869     65      1506346.01   1292682.85   2799028.87 
1860-1869     66      1464712.17   1243559.47   2708271.64 
1860-1869     67      1423831.97   1195542.38   2619374.36 
1860-1869     68      1380626.65   1142675.31   2523301.96 
1860-1869     69      1332406.88   1083397.64   2415804.52 
1860-1869     70      1281035.75   1021951.54   2302987.29 
1860-1869     71      1226564.04    960715.97   2187280.01 
1860-1869     72      1168049.46    897825.13   2065874.59 
1860-1869     73      1106132.61    831829.16   1937961.77 
1860-1869     74      1040731.15    763869.53   1804600.68 
1860-1869     75       973035.16    695675.73   1668710.88 
1860-1869     76       904293.00    629156.00   1533449.00 
1860-1869     77       834895.69    564582.84   1399478.53 
1860-1869     78       764515.80    502024.81   1266540.61 
1860-1869     79       692544.86    441744.55   1134289.40 
1860-1869     80       639678.81    395570.26   1035249.07 
1860-1869     81       574831.49    344036.47    918867.96 
1860-1869     82       510843.89    294975.32    805819.21 
1860-1869     83       447027.66    247770.88    694798.54 
1860-1869     84       385318.05    204404.20    589722.25 
1860-1869     85       327389.69    165562.06    492951.75 
1860-1869     86       273833.46    131551.72    405385.18 
1860-1869     87       225339.55    102139.10    327478.65 
1860-1869     88       183167.20     78004.89    261172.09 
1860-1869     89       146098.67     58312.05    204410.73 
1860-1869     90       114306.55     42625.72    156932.27 
1860-1869     91        88342.82     30692.82    119035.65 
1860-1869     92        67036.66     21619.26     88655.93 
1860-1869     93        49474.96     14812.81     64287.77 
1860-1869     94        35620.63      9894.37     45515.00 
1860-1869     95        25152.57      6421.02     31573.59 
1860-1869     96        17354.71      4050.72     21405.43 
1860-1869     97        11660.43      2487.77     14148.20 
1860-1869     98         7673.28      1501.82      9175.10 
1860-1869     99         4949.18       893.03      5842.21 
1860-1869    100         3128.94       514.90      3643.84 
1860-1869    101         1895.47       275.01      2170.48 
1860-1869    102         1132.81       141.06      1273.88 
1860-1869    103          665.79        71.14       736.94 
1860-1869    104          369.93        32.95       402.88 
1860-1869    105          188.54        14.35       202.89 
1860-1869    106           89.29         6.59        95.88 
1860-1869    107           45.49         2.45        47.93 
1860-1869    108           19.96         1.00        20.96 
1860-1869    109            7.58         0.48         8.06 
1860-1869    110+           4.96         0.00         4.96 
1870-1879      0      3858451.48   3939313.63   7797765.11 
1870-1879      1      3493917.90   3494206.91   6988124.81 
1870-1879      2      3343231.16   3332058.02   6675289.18 
1870-1879      3      3268103.41   3254299.16   6522402.57 
1870-1879      4      3220558.09   3205166.05   6425724.14 
1870-1879      5      3188089.77   3171252.18   6359341.95 
1870-1879      6      3168564.16   3150902.55   6319466.72 
1870-1879      7      3151528.88   3133340.25   6284869.13 
1870-1879      8      3136503.26   3118073.65   6254576.91 
1870-1879      9      3125786.33   3107502.36   6233288.69 
1870-1879     10      3116856.93   3098240.25   6215097.18 
1870-1879     11      3111220.26   3089817.06   6201037.33 
1870-1879     12      3100895.79   3073094.51   6173990.30 
1870-1879     13      3090527.40   3052645.22   6143172.62 
1870-1879     14      3081772.61   3030054.50   6111827.12 
1870-1879     15      3078374.22   3009176.78   6087551.00 
1870-1879     16      3075749.06   2985815.70   6061564.76 
1870-1879     17      3070641.40   2957234.80   6027876.20 
1870-1879     18      3063634.38   2924024.08   5987658.46 
1870-1879     19      3065703.89   2897022.84   5962726.73 
1870-1879     20      3076729.88   2877130.07   5953859.95 
1870-1879     21      3083579.81   2855476.46   5939056.27 
1870-1879     22      3075202.11   2824432.52   5899634.63 
1870-1879     23      3064545.12   2796094.21   5860639.33 
1870-1879     24      3046069.54   2765363.37   5811432.90 
1870-1879     25      3030701.18   2742173.13   5772874.31 
1870-1879     26      3017291.29   2723514.27   5740805.55 
1870-1879     27      2998139.46   2703665.92   5701805.38 
1870-1879     28      2967762.41   2677184.75   5644947.15 
1870-1879     29      2940897.25   2658980.13   5599877.38 
1870-1879     30      2914444.65   2644371.94   5558816.58 
1870-1879     31      2895747.14   2638547.89   5534295.03 
1870-1879     32      2873112.15   2626642.16   5499754.31 
1870-1879     33      2848880.66   2611973.02   5460853.69 
1870-1879     34      2820068.91   2593970.55   5414039.46 
1870-1879     35      2800615.47   2581260.05   5381875.51 
1870-1879     36      2781985.20   2563702.17   5345687.37 
