Female exposure to risk by calendar year, age and parity
Last modified: 25/09/2014
Code Year   Age            E0x            E1x            E2x            E3x           E4px
CAN  1977    42        6987.02       16044.80       28016.26       28389.86       43153.76
CAN  1977    43        6291.59       16214.01       26922.25       27800.42       44635.93
CAN  1977    44        5815.92       16681.23       26855.00       28007.97       47145.25
CAN  1977    45        5457.03       16471.53       26402.39       27355.71       48158.73
CAN  1977    46        5710.73       16374.79       26162.71       26638.46       48838.28
CAN  1977    47        7107.25       16302.04       25974.54       25936.98       49104.17
CAN  1977    48              .              .              .              .              .
CAN  1977    49              .              .              .              .              .
CAN  1977    50              .              .              .              .              .
CAN  1977    51              .              .              .              .              .
CAN  1977    52              .              .              .              .              .
CAN  1977    53              .              .              .              .              .
CAN  1977    54              .              .              .              .              .
CAN  1977    55              .              .              .              .              .
CAN  1978    12      199501.43           0.00           0.00           0.00           0.00
CAN  1978    13      215256.74           8.82           0.10           0.00           0.00
CAN  1978    14      223069.29         165.92           2.18           0.00           0.00
CAN  1978    15      228261.57         905.66          16.94           1.83           0.00
CAN  1978    16      226788.71        3118.75          98.98          13.08           2.68
CAN  1978    17      225786.67        7692.25         452.94          52.20           9.52
CAN  1978    18      216977.52       14065.85        1510.54         151.87          18.57
CAN  1978    19      206740.50       21592.25        3784.78         370.70          35.75
CAN  1978    20      192987.71       29624.31        7288.19         791.00          76.82
CAN  1978    21      178836.02       37655.48       12016.15        1578.93         176.65
CAN  1978    22      161114.88       44039.79       17843.21        2896.37         395.55
CAN  1978    23      145479.44       49656.62       25085.33        4912.09         832.08
CAN  1978    24      127202.50       52456.42       32587.05        7360.97        1488.12
CAN  1978    25      108341.14       53042.41       39766.67        9993.47        2284.19
CAN  1978    26       90814.44       53413.07       46665.11       12905.13        3228.80
CAN  1978    27       75167.52       54117.95       53881.73       16356.39        4437.04
CAN  1978    28       60221.58       53282.02       60304.73       20021.01        5918.59
CAN  1978    29       47389.83       52279.34       66902.71       24253.38        7882.04
CAN  1978    30       35114.09       51356.76       72529.86       28742.27       10374.68
CAN  1978    31       27305.01       49523.59       75867.71       32988.52       13307.09
CAN  1978    32       23833.22       39543.47       66575.58       31805.56       14383.60
CAN  1978    33       21662.62       33635.07       61885.63       32299.30       16453.84
CAN  1978    34       15351.20       31617.10       60302.07       34385.10       19736.69
CAN  1978    35       10005.17       29807.26       57628.66       36203.16       23394.31
CAN  1978    36        8254.72       25483.80       51447.05       35672.07       26098.28
CAN  1978    37        7861.87       22099.34       46458.95       35540.40       29630.55
CAN  1978    38        7295.57       19234.89       40514.33       33887.35       32103.20
CAN  1978    39        7690.29       17787.59       37001.00       32988.31       35184.98
CAN  1978    40        7991.24       16562.03       33450.06       31126.73       36974.33
CAN  1978    41        7968.12       16014.80       30894.59       29695.16       38833.40
CAN  1978    42        7641.52       15978.94       29424.59       29076.91       41321.47
CAN  1978    43        6933.68       16009.22       27961.71       28339.88       43116.88
CAN  1978    44        6240.10       16134.68       26786.99       27664.53       44443.37
CAN  1978    45        5776.44       16601.68       26721.72       27871.40       46931.63
CAN  1978    46        5439.17       16439.29       26346.76       27299.46       48069.08
CAN  1978    47        5702.30       16363.17       26141.81       26617.94       48805.30
CAN  1978    48        7099.05       16289.74       25953.64       25916.59       49067.54
CAN  1978    49              .              .              .              .              .
CAN  1978    50              .              .              .              .              .
CAN  1978    51              .              .              .              .              .
CAN  1978    52              .              .              .              .              .
CAN  1978    53              .              .              .              .              .
CAN  1978    54              .              .              .              .              .
CAN  1978    55              .              .              .              .              .
CAN  1979    12      188424.86           0.00           0.00           0.00           0.00
CAN  1979    13      200098.61           8.37           0.10           0.00           0.00
CAN  1979    14      216326.45         159.71           1.85           0.00           0.00
CAN  1979    15      223840.21         840.43          14.34           2.09           0.00
CAN  1979    16      227705.74        2926.83          89.85          12.56           1.84
CAN  1979    17      224222.95        7093.54         400.72          48.12           7.73
CAN  1979    18      221272.99       13454.83        1373.80         147.18          18.19
CAN  1979    19      210837.07       20775.26        3476.69         368.97          35.69
CAN  1979    20      198731.17       28755.79        6938.64         817.86          90.20
CAN  1979    21      183103.31       36691.28       11647.76        1573.11         203.44
CAN  1979    22      167259.75       43862.34       17522.91        2844.83         408.95
CAN  1979    23      148221.46       48813.24       24215.66        4682.50         777.21
CAN  1979    24      131911.19       53294.77       32235.22        7173.96        1403.46
CAN  1979    25      113815.01       54977.08       39978.01       10077.46        2195.90
CAN  1979    26       96022.84       54183.47       46992.63       13012.47        3101.83
CAN  1979    27       80079.29       53366.52       53419.00       16094.87        4171.03
CAN  1979    28       66061.98       53062.27       59950.63       19713.90        5500.50
CAN  1979    29       52956.91       51375.47       65410.66       23373.51        7102.00
CAN  1979    30       41793.56       49909.19       70919.97       27499.08        9175.64
CAN  1979    31       30947.81       48919.64       75498.78       31647.03       11683.61
CAN  1979    32       24143.67       47367.71       77892.03       35391.64       14552.35
CAN  1979    33       21704.97       37980.51       67548.39       33415.99       15360.48
CAN  1979    34       20130.08       32423.48       62282.56       33321.11       17232.40
CAN  1979    35       14214.26       30714.76       60407.46       35012.79       20363.31
CAN  1979    36        9218.65       29240.38       57672.84       36622.27       23917.23
CAN  1979    37        7750.12       25137.66       51510.30       35936.10       26502.40
CAN  1979    38        7522.72       21941.96       46585.25       35769.12       29979.29
CAN  1979    39        7064.06       19169.72       40603.72       34033.48       32371.31
CAN  1979    40        7545.51       17774.52       37094.82       33124.31       35414.52
CAN  1979    41        7894.65       16553.65       33495.77       31217.13       37115.21
CAN  1979    42        7902.71       15999.50       30897.23       29717.59       38897.17
CAN  1979    43        7601.73       15976.34       29429.50       29083.29       41365.68
CAN  1979    44        6897.48       15977.44       27908.74       28284.91       43057.50
CAN  1979    45        6199.76       16058.55       26661.96       27535.58       44250.36
CAN  1979    46        5746.52       16532.77       26611.02       27755.72       46744.81
CAN  1979    47        5425.64       16408.58       26297.68       27248.63       47982.52
CAN  1979    48        5700.65       16364.55       26144.08       26620.38       48810.72
CAN  1979    49        7094.81       16282.52       25942.11       25905.22       49046.20
CAN  1979    50              .              .              .              .              .
CAN  1979    51              .              .              .              .              .
CAN  1979    52              .              .              .              .              .
CAN  1979    53              .              .              .              .              .
CAN  1979    54              .              .              .              .              .
CAN  1979    55              .              .              .              .              .
CAN  1980    12      181289.52           0.00           0.00           0.00           0.00
CAN  1980    13      189009.22           7.46           0.09           0.00           0.00
CAN  1980    14      200922.58         143.96           1.13           0.10           0.00
CAN  1980    15      217424.10         811.54          10.02           1.86           0.00
CAN  1980    16      223749.26        2772.04          65.82          12.38           1.63
CAN  1980    17      225714.31        6831.51         337.12          46.45           5.72
CAN  1980    18      220329.52       12664.04        1208.36         133.45          13.62
CAN  1980    19      215857.34       20033.86        3274.18         349.08          31.30
CAN  1980    20      203323.53       27616.73        6604.22         808.92          88.28
CAN  1980    21      189545.84       35613.33       11283.11        1631.61         227.37
CAN  1980    22      172269.15       43216.52       17101.20        2844.78         449.90
CAN  1980    23      154716.53       49532.53       23878.32        4664.10         775.58
CAN  1980    24      134785.80       53268.41       31159.31        6945.08        1292.62
CAN  1980    25      118137.64       56687.65       39577.17        9932.33        2073.68
CAN  1980    26      100804.28       56740.63       47261.92       13225.06        3021.38
CAN  1980    27       84767.05       54398.52       53935.24       16320.97        4084.19
CAN  1980    28       70647.27       52361.30       59585.49       19493.57        5232.88
CAN  1980    29       58466.98       51257.44       65287.68       23125.68        6674.55
CAN  1980    30       47096.64       49213.87       69689.46       26615.24        8379.61
CAN  1980    31       37490.72       47607.34       74144.59       30453.56       10476.84
CAN  1980    32       27770.52       46787.45       77809.10       34170.94       12923.73
CAN  1980    33       21755.46       45640.50       79399.93       37476.41       15700.39
CAN  1980    34       20038.42       36624.57       68043.11       34639.36       16181.31
CAN  1980    35       18972.98       31536.13       62635.17       34166.38       17927.57
CAN  1980    36       13375.54       30108.56       60521.45       35526.28       20921.97
CAN  1980    37        8651.10       28797.99       57682.04       36886.88       24319.75
CAN  1980    38        7399.57       24899.16       51572.06       36120.87       26804.93
CAN  1980    39        7291.31       21874.48       46731.18       35960.69       30286.04
CAN  1980    40        6926.03       19159.79       40735.83       34191.47       32631.04
CAN  1980    41        7467.18       17796.20       37215.46       33278.65       35625.43
CAN  1980    42        7845.95       16562.97       33546.36       31297.19       37229.44
CAN  1980    43        7878.78       16023.17       30943.24       29770.41       38996.43
CAN  1980    44        7587.88       15991.76       29460.33       29104.13       41433.35
CAN  1980    45        6877.68       15954.35       27875.42       28245.09       43015.40
CAN  1980    46        6174.29       16005.97       26576.59       27445.75       44111.83
CAN  1980    47        5728.71       16490.65       26544.04       27684.89       46627.94
CAN  1980    48        5415.94       16386.11       26262.13       27210.81       47917.83
CAN  1980    49        5706.65       16385.04       26177.00       26652.97       48872.47
CAN  1980    50        7100.40       16295.97       25963.59       25926.16       49087.12
CAN  1980    51              .              .              .              .              .
CAN  1980    52              .              .              .              .              .
CAN  1980    53              .              .              .              .              .
CAN  1980    54              .              .              .              .              .
CAN  1980    55              .              .              .              .              .
CAN  1981    12      180190.79           0.00           0.00           0.00           0.00
CAN  1981    13      182189.46           7.47           0.08           0.00           0.00
CAN  1981    14      189480.64         135.01           1.56           0.09           0.00
CAN  1981    15      201824.72         727.65          11.83           1.13           0.10
CAN  1981    16      217240.87        2598.35          68.98           9.35           1.88
CAN  1981    17      221946.28        6466.09         313.21          40.13           6.11
CAN  1981    18      221991.16       12313.86        1103.96         119.97          12.81
CAN  1981    19      215409.82       19144.94        2928.87         310.04          28.07
CAN  1981    20      208128.88       26917.35        6156.22         778.74          79.27
CAN  1981    21      193949.41       34509.93       10664.67        1614.32         212.24
CAN  1981    22      178480.43       42260.29       16604.19        2834.97         470.26
CAN  1981    23      159746.30       49187.73       23381.21        4565.56         813.86
CAN  1981    24      141225.55       54530.96       30829.86        6912.94        1283.75
CAN  1981    25      121191.84       57052.60       38437.09        9622.76        1938.83
CAN  1981    26      104832.62       58961.25       46983.74       12999.24        2911.94
CAN  1981    27       89196.31       57504.66       54529.07       16489.77        4062.47
CAN  1981    28       75028.11       53685.31       60419.85       19662.39        5199.50
CAN  1981    29       62854.89       50740.66       65184.58       22868.26        6402.89
CAN  1981    30       52336.31       49204.15       69840.95       26358.49        7906.05
CAN  1981    31       42537.73       47119.40       73095.68       29529.80        9632.20
CAN  1981    32       34087.92       45590.37       76579.74       32964.43       11687.89
CAN  1981    33       25252.61       45076.89       79501.57       36252.02       14045.70
CAN  1981    34       19729.97       44071.73       80039.61       38868.65       16609.16
CAN  1981    35       18846.97       35845.82       68789.95       35722.01       16977.58
CAN  1981    36       18115.71       30950.42       62919.36       34776.90       18512.99
CAN  1981    37       12753.84       29660.97       60572.00       35839.18       21325.92
CAN  1981    38        8256.33       28516.64       57738.38       37075.90       24631.59
CAN  1981    39        7168.83       24833.20       51774.69       36353.61       27121.87
CAN  1981    40        7136.46       21851.26       46860.97       36120.24       30530.34
CAN  1981    41        6835.44       19177.79       40848.20       34312.77       32826.49
CAN  1981    42        7408.32       17808.15       37256.97       33342.55       35726.74
CAN  1981    43        7817.22       16588.15       33583.53       31353.14       37317.59
CAN  1981    44        7863.47       16030.62       30954.71       29781.31       39041.35
CAN  1981    45        7579.30       15990.35       29465.19       29102.79       41449.67
CAN  1981    46        6867.98       15946.66       27861.50       28230.01       42996.11
CAN  1981    47        6159.81       15977.78       26528.76       27396.23       44033.27
CAN  1981    48        5708.53       16438.43       26459.51       27596.51       46480.07
CAN  1981    49        5422.69       16410.15       26300.52       27250.02       47988.50
CAN  1981    50        5716.55       16414.54       26224.07       26700.48       48960.89
CAN  1981    51        7096.39       16286.79       25948.83       25911.44       49059.67
CAN  1981    52              .              .              .              .              .
CAN  1981    53              .              .              .              .              .
CAN  1981    54              .              .              .              .              .
CAN  1981    55              .              .              .              .              .
CAN  1982    12      181974.37           0.00           0.00           0.00           0.00
CAN  1982    13      181006.49           8.13           0.09           0.00           0.00
CAN  1982    14      182572.13         141.02           1.38           0.00           0.00
CAN  1982    15      189864.02         698.81          10.01           1.48           0.09
CAN  1982    16      201239.18        2358.31          60.93           9.19           1.24
CAN  1982    17      215240.53        6095.92         300.88          36.12           5.32
CAN  1982    18      218303.64       11704.21        1048.85         108.29          12.45
CAN  1982    19      216865.73       18606.61        2749.80         284.77          26.31
CAN  1982    20      207651.19       25833.21        5612.58         713.14          79.24
CAN  1982    21      198111.22       33845.21        9976.37        1547.58         201.82
CAN  1982    22      182049.39       41192.37       15667.68        2778.68         438.08
CAN  1982    23      165073.91       48215.39       22612.53        4512.90         823.01
CAN  1982    24      145908.80       54222.91       30051.73        6749.57        1340.35
CAN  1982    25      127397.07       58514.62       38067.09        9553.20        1977.95
CAN  1982    26      108152.09       59575.06       45856.60       12596.99        2798.16
CAN  1982    27       93253.82       59983.84       54340.69       16287.02        3977.45
CAN  1982    28       79390.62       57091.55       61269.58       19933.27        5222.55
CAN  1982    29       67053.41       52304.79       66257.25       23109.62        6412.52
CAN  1982    30       56563.72       48785.54       69759.22       26117.38        7642.42
CAN  1982    31       47456.33       47113.02       73247.42       29238.34        9150.74
CAN  1982    32       38839.09       45092.43       75532.74       31928.18       10815.33
CAN  1982    33       31314.89       43879.67       78166.70       34917.43       12756.92
CAN  1982    34       23113.31       43647.05       80294.25       37669.22       14962.65
CAN  1982    35       18266.25       43168.90       80873.69       40068.27       17484.83
CAN  1982    36       17896.23       35266.21       69174.86       36418.72       17609.01
CAN  1982    37       17464.01       30530.23       63086.88       35163.27       18963.37
CAN  1982    38       12339.55       29423.95       60735.48       36117.13       21679.34
CAN  1982    39        7988.83       28450.29       57944.38       37316.50       24943.22
CAN  1982    40        6989.22       24798.97       51874.47       36486.01       27330.73
CAN  1982    41        7016.54       21823.23       46878.34       36168.83       30647.54
CAN  1982    42        6760.16       19144.38       40808.41       34297.01       32861.52
CAN  1982    43        7358.80       17780.56       37199.40       33306.49       35721.68
CAN  1982    44        7780.13       16546.01       33504.77       31287.72       37255.80
CAN  1982    45        7842.20       16004.15       30910.96       29741.21       38994.62
CAN  1982    46        7569.98       15988.80       29457.97       29094.47       41443.88
CAN  1982    47        6858.72       15936.90       27841.14       28209.07       42966.23
CAN  1982    48        6146.14       15947.37       26476.94       27343.01       43947.66
CAN  1982    49        5710.58       16446.13       26471.50       27609.25       46501.26
CAN  1982    50        5429.19       16430.01       26332.25       27283.04       48046.51
CAN  1982    51        5718.80       16420.99       26234.26       26711.10       48980.14
CAN  1982    52        7103.90       16304.00       25976.13       25938.96       49111.53
CAN  1982    53              .              .              .              .              .
CAN  1982    54              .              .              .              .              .
CAN  1982    55              .              .              .              .              .
CAN  1983    12      182996.26           0.00           0.00           0.00           0.00
CAN  1983    13      182698.89           6.64           0.10           0.00           0.00
CAN  1983    14      181452.74         127.15           1.41           0.00           0.00
CAN  1983    15      182589.93         684.37          10.48           1.29           0.00
CAN  1983    16      189084.39        2236.69          57.05           8.98           1.39
CAN  1983    17      199266.91        5478.50         260.59          33.62           4.31
CAN  1983    18      211711.19       10925.29         963.51         100.71          10.14
CAN  1983    19      213021.22       17589.90        2582.47         265.63          23.18
CAN  1983    20      209249.87       25105.16        5357.08         676.07          74.15
CAN  1983    21      197787.94       32532.52        9267.60        1418.21         203.27
CAN  1983    22      185945.83       40486.18       14801.74        2667.72         421.67
CAN  1983    23      168215.78       47091.87       21450.49        4415.60         779.39
CAN  1983    24      150622.08       53152.11       29147.72        6664.23        1336.16
CAN  1983    25      131613.08       58146.20       37180.42        9321.78        2029.67
CAN  1983    26      113925.50       61184.04       45499.86       12514.71        2853.61
CAN  1983    27       96418.32       60653.34       53031.98       15823.31        3845.65
CAN  1983    28       83110.84       59744.83       61126.85       19760.72        5138.48
CAN  1983    29       70916.42       55945.79       67245.73       23451.35        6466.76
CAN  1983    30       60338.89       50540.52       71070.93       26333.55        7704.73
CAN  1983    31       51350.23       46764.17       73333.48       28914.09        8903.05
CAN  1983    32       43477.16       45074.32       75743.36       31586.07       10339.32
CAN  1983    33       35871.91       43338.10       77088.87       33820.28       11857.14
CAN  1983    34       29060.62       42479.29       79045.28       36390.78       13673.41
CAN  1983    35       21452.55       42619.79       80832.09       38747.30       15773.12
CAN  1983    36       17051.56       42508.75       81227.64       40848.61       18181.10
CAN  1983    37       17138.17       34875.34       69355.37       36854.89       18105.84
CAN  1983    38       16992.49       30297.74       63187.96       35436.35       19309.73
CAN  1983    39       12033.70       29321.06       60852.53       36334.02       21944.33
CAN  1983    40        7788.52       28402.85       58058.57       37461.46       25143.74
CAN  1983    41        6861.15       24741.79       51869.90       36508.71       27423.52
CAN  1983    42        6928.92       21766.64       46813.55       36118.35       30663.42
CAN  1983    43        6700.11       19081.60       40694.82       34204.62       32808.35
CAN  1983    44        7311.96       17708.77       37062.06       33189.64       35615.54
CAN  1983    45        7744.05       16485.51       33389.12       31181.12       37136.92
CAN  1983    46        7819.95       15971.84       30845.90       29678.56       38917.94
CAN  1983    47        7557.93       15973.73       29428.53       29065.08       41404.51
CAN  1983    48        6848.22       15918.78       27809.01       28176.32       42916.78
CAN  1983    49        6138.22       15929.24       26446.83       27311.80       43897.43
CAN  1983    50        5711.19       16448.48       26475.29       27613.19       46507.85
CAN  1983    51        5430.30       16433.37       26337.63       27288.62       48056.33
CAN  1983    52        5720.05       16424.58       26240.00       26716.94       48990.84
CAN  1983    53        7100.24       16295.60       25962.74       25925.60       49086.23
CAN  1983    54              .              .              .              .              .
CAN  1983    55              .              .              .              .              .
CAN  1984    12      173950.28           0.00           0.00           0.00           0.00
CAN  1984    13      183757.13           7.08           0.07           0.00           0.00
CAN  1984    14      183311.01         124.34           0.92           0.00           0.00
CAN  1984    15      181477.51         643.98           7.15           1.32           0.00
CAN  1984    16      181798.68        2154.32          45.10           8.81           1.29
CAN  1984    17      187246.32        5124.45         224.23          31.84           4.75
CAN  1984    18      196010.32        9708.25         847.98          90.01           9.76
CAN  1984    19      206733.44       16209.92        2418.99         239.83          22.08
CAN  1984    20      206091.98       23565.78        5055.12         614.18          66.85
CAN  1984    21      200189.65       31446.43        8897.96        1357.19         189.00
CAN  1984    22      186631.41       38684.58       13883.93        2497.93         413.23
CAN  1984    23      172756.55       46154.14       20493.60        4266.81         754.13
CAN  1984    24      153927.12       51861.29       28022.98        6485.03        1280.43
CAN  1984    25      135887.90       56988.06       36335.95        9172.24        2013.13
CAN  1984    26      117587.69       60685.25       44617.49       12234.55        2877.43
CAN  1984    27      101425.62       62157.05       52926.71       15682.33        3906.94
CAN  1984    28       85774.33       60339.12       59899.82       19155.61        5031.86
CAN  1984    29       74123.78       58450.00       67299.52       23261.33        6413.79
CAN  1984    30       63729.28       54128.40       72442.89       26776.62        7771.44
CAN  1984    31       54799.44       48550.59       75013.25       29280.52        8965.30
CAN  1984    32       47173.20       44774.71       76026.45       31417.42       10084.88
CAN  1984    33       40271.33       43258.60       77443.67       33639.64       11403.34
CAN  1984    34       33453.75       41791.05       78107.99       35372.07       12773.13
CAN  1984    35       27204.64       41301.92       79593.55       37456.78       14456.93
CAN  1984    36       20086.31       41826.15       81116.91       39480.24       16418.47
CAN  1984    37       16102.05       42011.12       81428.14       41352.71       18708.07
CAN  1984    38       16557.43       34589.81       69421.64       37123.46       18443.13
CAN  1984    39       16627.11       30135.58       63220.70       35603.06       19535.28
CAN  1984    40       11820.10       29246.03       60953.83       36465.55       22126.16
CAN  1984    41        7654.94       28357.50       58115.77       37533.97       25261.99
CAN  1984    42        6774.40       24708.78       51840.93       36512.53       27470.80
CAN  1984    43        6870.01       21710.75       46715.77       36052.75       30634.63
CAN  1984    44        6658.09       19019.45       40570.50       34106.14       32727.19
CAN  1984    45        7272.64       17634.70       36906.28       33051.73       35477.40
CAN  1984    46        7711.82       16424.69       33266.08       31067.46       37005.58
CAN  1984    47        7797.37       15931.29       30768.42       29604.20       38822.15
CAN  1984    48        7541.59       15943.16       29372.94       29009.97       41326.39
CAN  1984    49        6833.88       15888.04       27755.62       28122.05       42834.01
CAN  1984    50        6130.93       15911.48       26417.45       27281.38       43848.45
CAN  1984    51        5708.95       16442.02       26464.89       27602.33       46489.57
CAN  1984    52        5429.39       16430.62       26333.22       27284.05       48048.28
CAN  1984    53        5715.88       16412.60       26220.86       26697.45       48955.11
CAN  1984    54        7097.21       16288.65       25951.67       25914.54       49065.29
CAN  1984    55        8002.37       15758.87       25251.10       24935.34       47852.44
CAN  1985    12      170884.13           0.00           0.00           0.00           0.00
CAN  1985    13      174637.86           6.39           0.08           0.00           0.00
CAN  1985    14      184678.24         121.02           1.52           0.00           0.00
CAN  1985    15      183498.88         612.18          10.12           0.85           0.00
CAN  1985    16      180826.94        2025.04          52.26           7.18           1.33
CAN  1985    17      180158.96        4902.34         224.06          30.93           4.87
CAN  1985    18      184247.23        9127.54         779.02          89.18          10.64
CAN  1985    19      191655.46       14511.85        2151.27         225.10          21.88
CAN  1985    20      200639.55       21683.94        4721.30         570.53          64.01
CAN  1985    21      197998.36       29318.36        8390.31        1266.51         177.31
CAN  1985    22      190060.80       37219.63       13376.76        2422.39         394.84
CAN  1985    23      174629.95       44034.68       19335.54        4064.18         730.67
CAN  1985    24      159329.76       50802.68       27054.20        6323.16        1247.62
CAN  1985    25      139619.26       55468.05       35236.38        8949.25        1958.68
CAN  1985    26      121761.42       59300.63       43895.72       12055.09        2865.69
CAN  1985    27      104743.88       61524.57       52234.39       15381.24        3914.00
CAN  1985    28       90160.32       61755.01       60012.47       19079.24        5109.42
CAN  1985    29       76497.08       58940.15       66157.43       22592.60        6303.15
CAN  1985    30       66642.40       56560.68       72816.62       26653.75        7733.08
CAN  1985    31       57841.87       52048.03       76719.03       29889.31        9077.41
CAN  1985    32       50443.99       46517.72       78130.94       31980.55       10196.02
CAN  1985    33       43889.56       42902.66       78099.39       33614.15       11190.80
CAN  1985    34       37773.65       41656.68       78737.08       35329.09       12380.12
CAN  1985    35       31533.12       40533.31       78775.50       36576.25       13568.63
CAN  1985    36       25780.39       40385.75       79946.88       38270.25       15105.13
CAN  1985    37       19103.23       41200.98       81323.37       39987.54       16939.24
CAN  1985    38       15420.09       41631.13       81587.89       41699.06       19109.36
CAN  1985    39       16092.71       34279.30       69293.23       37189.32       18645.70
CAN  1985    40       16411.91       30078.79       63391.25       35757.76       19748.60
CAN  1985    41       11692.70       29247.12       61095.10       36587.11       22281.84
CAN  1985    42        7570.53       28359.91       58176.95       37598.18       25354.99
CAN  1985    43        6720.91       24664.90       51770.85       36485.67       27475.08
CAN  1985    44        6842.80       21686.27       46665.79       36031.50       30622.62
CAN  1985    45        6625.94       18953.57       40428.78       33993.16       32623.40
CAN  1985    46        7244.82       17574.95       36781.64       32942.98       35363.91
CAN  1985    47        7681.79       16363.52       33142.46       30953.15       36870.16
CAN  1985    48        7778.77       15894.45       30697.68       29536.34       38733.21
CAN  1985    49        7531.11       15921.51       29333.22       28970.74       41270.46
CAN  1985    50        6820.18       15856.32       27700.25       28065.94       42748.53
CAN  1985    51        6123.38       15891.87       26384.90       27247.76       43794.41
CAN  1985    52        5712.50       16452.24       26481.35       27619.50       46518.48
CAN  1985    53        5422.77       16410.58       26301.12       27250.78       47989.70
CAN  1985    54        5714.23       16407.87       26213.29       26689.75       48940.99
CAN  1985    55        6022.52       16481.43       26112.44       26360.29       49255.34
CAN  1986    12      169248.57           0.00           0.00           0.00           0.00
CAN  1986    13      171749.48           6.07           0.07           0.00           0.00
CAN  1986    14      175647.34         108.28           1.64           0.00           0.00
CAN  1986    15      185006.23         583.03          12.17           1.44           0.00
CAN  1986    16      183044.86        1940.22          63.97           9.59           0.86
CAN  1986    17      179495.76        4655.52         256.19          33.51           4.13
CAN  1986    18      177579.80        8710.42         789.52          93.73           9.88
CAN  1986    19      180461.61       13739.42        1977.65         232.99          20.91
CAN  1986    20      186152.74       19657.62        4156.38         554.18          58.34
CAN  1986    21      193026.80       27131.47        7745.66        1192.67         172.04
CAN  1986    22      188720.27       34793.88       12550.96        2262.86         375.00
CAN  1986    23      178660.38       42574.96       18544.72        3915.01         715.56
CAN  1986    24      162229.91       48810.19       25504.77        6020.30        1225.71
CAN  1986    25      145677.51       54571.47       34172.62        8736.32        1926.77
CAN  1986    26      126098.56       57916.85       42838.32       11797.46        2803.33
CAN  1986    27      109240.02       60286.41       51648.11       15267.43        3882.50
CAN  1986    28       93596.38       61209.44       59520.57       18840.75        5091.85
CAN  1986    29       80674.80       60407.84       66592.76       22594.80        6404.05
CAN  1986    30       69025.20       57136.52       71897.44       26008.39        7626.77
CAN  1986    31       60547.76       54386.23       77297.48       29822.83        9059.52
CAN  1986    32       53320.18       49889.23       80245.76       32723.99       10376.92
CAN  1986    33       47103.61       44569.14       80641.87       34288.24       11368.67
CAN  1986    34       41373.93       41382.35       79688.41       35396.00       12225.44
CAN  1986    35       35795.36       40482.33       79661.40       36680.85       13242.95
CAN  1986    36       30126.15       39727.25       79426.41       37570.78       14283.94
CAN  1986    37       24802.71       39804.24       80349.25       38908.68       15679.58
CAN  1986    38       18429.90       40845.27       81643.11       40430.21       17379.12
CAN  1986    39       14871.64       41240.43       81447.97       41801.41       19352.25
CAN  1986    40       15881.09       34324.71       69682.84       37473.67       18933.83
CAN  1986    41       16292.48       30116.52       63591.22       35915.25       19931.43
CAN  1986    42       11618.23       29262.41       61211.91       36679.60       22394.48
CAN  1986    43        7515.41       28316.05       58145.81       37590.33       25383.22
CAN  1986    44        6702.66       24674.31       51811.50       36529.15       27518.94
CAN  1986    45        6819.68       21643.91       46579.25       35971.32       30576.36
CAN  1986    46        6616.25       18937.83       40395.98       33967.16       32602.17
CAN  1986    47        7223.64       17527.09       36681.71       32853.68       35268.91
CAN  1986    48        7671.38       16342.53       33100.42       30913.89       36823.58
CAN  1986    49        7777.85       15893.11       30695.32       29534.03       38730.18
CAN  1986    50        7516.45       15890.79       29276.63       28914.84       41190.80
CAN  1986    51        6809.54       15831.59       27657.05       28022.17       42681.86
CAN  1986    52        6131.90       15913.99       26421.62       27285.68       43855.36
CAN  1986    53        5701.16       16419.60       26428.80       27564.70       46426.18
CAN  1986    54        5420.81       16404.64       26291.59       27240.91       47972.32
CAN  1986    55        5416.50       16362.56       26358.72       27064.00       48711.13
CAN  1987    12      173093.09           0.00           0.00           0.00           0.00
CAN  1987    13      170439.08           6.65           0.08           0.00           0.00
CAN  1987    14      172829.72         115.64           1.51           0.00           0.00
CAN  1987    15      176240.04         566.96          10.75           1.58           0.00
CAN  1987    16      184823.26        1894.62          61.32           9.35           1.45
CAN  1987    17      181926.74        4530.69         264.90          34.16           4.24
CAN  1987    18      177298.87        8382.85         833.12          93.95           9.19
CAN  1987    19      174170.07       13114.21        1998.94         233.20          20.62
CAN  1987    20      175355.99       18576.59        3889.69         554.83          61.17
CAN  1987    21      179330.19       24669.06        6851.01        1137.64         164.75
CAN  1987    22      184428.60       32291.89       11508.70        2131.71         366.96
CAN  1987    23      178147.01       39883.81       17359.04        3598.01         694.36
CAN  1987    24      166719.75       47425.97       24392.26        5740.83        1206.47
CAN  1987    25      149502.06       52892.82       32250.89        8322.07        1883.86
CAN  1987    26      132885.57       57511.56       41780.56       11509.85        2770.36
CAN  1987    27      114154.82       59415.76       50729.74       15012.51        3828.92
CAN  1987    28       98457.18       60355.55       59346.13       18791.19        5072.56
CAN  1987    29       84372.26       60106.84       66557.72       22418.74        6395.46
CAN  1987    30       73114.51       58679.48       72741.63       26151.69        7764.60
CAN  1987    31       62967.20       54995.14       76667.33       29230.92        8955.54
CAN  1987    32       55902.88       52150.45       81122.09       32729.83       10360.42
CAN  1987    33       49813.06       47887.68       83057.56       35189.05       11587.32
CAN  1987    34       44489.51       43009.96       82541.02       36225.87       12439.37
CAN  1987    35       39393.14       40265.64       81037.45       36881.08       13134.12
