Female exposure to risk by calendar year, age and parity
Last modified: 25/09/2014
Code Year   Age            E0x            E1x            E2x            E3x           E4px
RUS  2004    31      168388.51      513334.67      293387.44       45403.40       12399.44
RUS  2004    32      142180.12      503290.53      318707.62       51940.71       14962.14
RUS  2004    33      113429.71      479973.04      332733.85       57993.04       17286.28
RUS  2004    34       96668.49      450823.46      345394.87       64319.24       19604.37
RUS  2004    35       86824.90      408197.35      348805.03       68625.52       21642.02
RUS  2004    36       84820.19      384321.99      362264.58       74302.31       24409.14
RUS  2004    37       84470.64      375418.41      388294.84       82160.56       27720.40
RUS  2004    38       83985.16      366128.05      417058.37       90264.19       31192.59
RUS  2004    39       87325.99      356008.58      444731.10       98694.90       34861.30
RUS  2004    40       94320.66      360543.41      492421.59      112145.14       39878.62
RUS  2004    41       98820.39      367119.49      547381.90      126641.89       45352.31
RUS  2004    42       93039.89      372559.65      594063.84      140523.62       50895.45
RUS  2004    43       76571.04      378573.77      630883.50      153580.96       56127.53
RUS  2004    44       70435.42      374091.54      649230.90      162410.12       59880.99
RUS  2004    45       77393.36      352782.07      635209.31      163752.91       61021.28
RUS  2004    46       84497.10      334743.64      627597.15      165349.86       62554.86
RUS  2004    47       97713.33      314286.96      607980.42      162298.50       62696.52
RUS  2004    48      109985.14      314325.41      608085.89      164382.50       64656.95
RUS  2004    49              .              .              .              .              .
RUS  2004    50              .              .              .              .              .
RUS  2004    51              .              .              .              .              .
RUS  2004    52              .              .              .              .              .
RUS  2004    53              .              .              .              .              .
RUS  2004    54              .              .              .              .              .
RUS  2004    55              .              .              .              .              .
RUS  2005    12      754729.65           0.00           0.00           0.00           0.00
RUS  2005    13      855896.35          19.65           0.60           0.00           0.00
RUS  2005    14      958631.57         198.27           4.02           0.11           0.00
RUS  2005    15     1051670.08        1548.67          29.34           0.94           0.00
RUS  2005    16     1124442.03        7397.03         187.67           6.24           0.00
RUS  2005    17     1192644.13       24665.73         773.15          25.56           1.71
RUS  2005    18     1212299.12       60964.16        2651.48          84.61           7.04
RUS  2005    19     1117922.76      113123.27        6547.80         262.80          13.73
RUS  2005    20     1045950.69      185882.70       13999.56         680.02          42.03
RUS  2005    21      967707.55      274016.57       26168.26        1632.78         137.84
RUS  2005    22      854445.08      360388.32       42480.28        3381.30         362.39
RUS  2005    23      694890.79      414236.94       60016.53        5641.35         734.57
RUS  2005    24      585407.71      470624.50       83303.56        8776.73        1344.00
RUS  2005    25      489226.36      515359.21      110855.64       12708.68        2263.63
RUS  2005    26      400969.82      536878.17      140173.19       17114.74        3456.14
RUS  2005    27      339905.51      553129.57      173493.46       22204.77        4923.98
RUS  2005    28      288572.28      555011.61      206637.10       27487.47        6547.54
RUS  2005    29      244843.24      552462.47      241224.73       33703.36        8465.96
RUS  2005    30      202874.61      534679.01      268964.23       39846.57       10417.58
RUS  2005    31      172870.18      510068.05      289284.74       45160.18       12236.50
RUS  2005    32      155961.65      497943.72      312531.36       50889.74       14457.88
RUS  2005    33      132748.99      488869.86      333967.63       57137.18       17052.02
RUS  2005    34      106361.73      467684.66      343872.70       62707.72       19298.85
RUS  2005    35       91322.96      440627.28      353120.07       68452.97       21512.79
RUS  2005    36       82814.66      400299.65      353739.23       72055.21       23384.51
RUS  2005    37       81726.08      378490.40      364953.70       77134.73       25980.26
RUS  2005    38       82081.63      371084.89      389270.07       84433.79       29071.96
RUS  2005    39       82102.37      362980.18      416931.59       91887.15       32330.55
RUS  2005    40       85833.32      353622.83      443715.12       99703.77       35741.28
RUS  2005    41       93159.72      358659.13      491011.44      112754.84       40516.92
RUS  2005    42       97937.69      365495.06      545650.79      126876.14       45787.95
RUS  2005    43       92352.79      371067.42      591981.76      140390.14       51123.52
RUS  2005    44       76056.73      377110.69      628497.54      153176.37       56166.30
RUS  2005    45       70024.60      372481.52      646433.03      161811.25       59759.26
RUS  2005    46       77004.68      351204.64      632360.45      163069.30       60816.89
RUS  2005    47       84087.72      333217.48      624725.47      164612.06       62300.31
RUS  2005    48       97216.35      312721.30      604944.05      161496.13       62399.52
RUS  2005    49      109376.65      312604.45      604755.11      163491.66       64307.25
RUS  2005    50              .              .              .              .              .
RUS  2005    51              .              .              .              .              .
RUS  2005    52              .              .              .              .              .
RUS  2005    53              .              .              .              .              .
RUS  2005    54              .              .              .              .              .
RUS  2005    55              .              .              .              .              .
RUS  2006    12      706108.63           0.00           0.00           0.00           0.00
RUS  2006    13      755291.92          22.24           0.60           0.00           0.00
RUS  2006    14      856220.27         182.49           3.82           0.04           0.00
RUS  2006    15      957676.98        1431.36          25.26           0.40           0.00
RUS  2006    16     1046326.45        6913.59         170.45           3.76           0.00
RUS  2006    17     1108714.95       22607.08         737.94          27.24           0.23
RUS  2006    18     1158203.39       57309.42        2602.65         108.11           6.59
RUS  2006    19     1153521.99      115564.19        6873.25         319.71          19.45
RUS  2006    20     1042353.40      181181.66       13844.69         734.91          48.44
RUS  2006    21      960055.61      259804.97       25334.60        1633.44         135.29
RUS  2006    22      877574.39      347140.67       41740.05        3308.79         334.63
RUS  2006    23      766253.09      427076.54       61637.52        5784.55         754.17
RUS  2006    24      616553.26      468127.84       81326.19        8594.11        1360.51
RUS  2006    25      515304.10      512490.01      107236.67       12371.86        2203.65
RUS  2006    26      429446.54      543650.43      137153.98       16924.88        3362.99
RUS  2006    27      353101.15      550868.06      168060.51       21832.37        4762.37
RUS  2006    28      301915.98      555305.36      202536.64       27331.16        6436.46
RUS  2006    29      259221.00      548512.63      235145.72       32905.33        8222.03
RUS  2006    30      222000.00      540522.15      267939.91       39405.28       10294.07
RUS  2006    31      185447.98      520386.06      292470.69       45523.96       12367.18
RUS  2006    32      159837.17      495498.57      308856.01       50566.02       14237.15
RUS  2006    33      145986.15      484007.93      328409.83       56039.86       16475.00
RUS  2006    34      125080.01      476485.88      346189.02       61998.81       19028.26
RUS  2006    35      100564.08      457384.85      352464.89       67003.64       21186.63
RUS  2006    36       86975.45      432567.62      358624.98       72145.61       23274.70
RUS  2006    37       79654.93      394404.99      356851.37       75000.39       24905.60
RUS  2006    38       79338.12      374119.36      366490.83       79384.33       27269.55
RUS  2006    39       80222.18      367912.05      389667.88       86162.32       30149.68
RUS  2006    40       80655.95      360517.75      416339.34       93016.88       33179.85
RUS  2006    41       84751.71      351836.31      442721.27      100328.03       36371.11
RUS  2006    42       92327.43      357130.62      489615.07      113013.78       40949.39
RUS  2006    43       97285.59      364138.49      543963.81      126850.56       46037.15
RUS  2006    44       91837.63      369796.23      590038.14      140133.86       51185.59
RUS  2006    45       75653.97      375657.35      626085.14      152687.23       56078.38
RUS  2006    46       69699.86      371006.81      643888.86      161209.47       59593.96
RUS  2006    47       76658.07      349731.29      629707.46      162399.34       60594.38
RUS  2006    48       83698.23      331726.51      621934.97      163886.33       62038.30
RUS  2006    49       96732.50      311200.91      602002.48      160717.07       62101.61
RUS  2006    50      108744.24      310815.95      601291.23      162560.12       63940.73
RUS  2006    51              .              .              .              .              .
RUS  2006    52              .              .              .              .              .
RUS  2006    53              .              .              .              .              .
RUS  2006    54              .              .              .              .              .
RUS  2006    55              .              .              .              .              .
RUS  2007    12      696073.64           0.00           0.00           0.00           0.00
RUS  2007    13      706934.89          18.88           0.64           0.00           0.00
RUS  2007    14      755863.93         186.82           4.69           0.00           0.00
RUS  2007    15      855701.75        1333.52          25.23           0.04           0.00
RUS  2007    16      953063.86        6431.84         132.63           2.71           0.00
RUS  2007    17     1031870.67       21228.62         654.95          21.99           0.00
RUS  2007    18     1076947.48       52968.16        2472.16         107.90           3.43
RUS  2007    19     1102465.98      109079.61        6869.17         368.10          23.42
RUS  2007    20     1076349.32      184872.64       14858.87         916.86          66.07
RUS  2007    21      958550.17      252897.60       25706.03        1833.44         155.07
RUS  2007    22      873829.19      329087.37       41387.78        3482.85         349.72
RUS  2007    23      790766.17      412056.38       61888.77        5980.16         740.88
RUS  2007    24      682979.74      483419.58       85683.67        9218.15        1422.06
RUS  2007    25      544631.07      510154.46      107333.47       12615.46        2274.89
RUS  2007    26      453749.68      540816.34      135674.52       17012.54        3409.42
RUS  2007    27      379193.45      557725.24      167550.99       22207.92        4828.05
RUS  2007    28      313557.74      552792.83      199012.62       27603.93        6466.19
RUS  2007    29      270674.67      548298.03      233433.46       33514.07        8343.18
RUS  2007    30      234866.21      535752.10      264160.23       39396.22       10239.49
RUS  2007    31      203150.52      524757.08      294181.46       45980.82       12444.35
RUS  2007    32      171349.84      504047.19      314590.76       51871.35       14630.34
RUS  2007    33      149252.10      480384.56      326402.01       56527.09       16504.35
RUS  2007    34      137867.90      470495.20      342119.62       61708.55       18643.47
RUS  2007    35      118767.43      464974.57      356351.62       67161.33       21168.31
RUS  2007    36       95819.27      448378.29      359200.87       71442.68       23208.87
RUS  2007    37       83549.77      425812.40      362725.40       75821.21       25050.61
RUS  2007    38       77205.25      389606.63      358978.36       77705.14       26410.96
RUS  2007    39       77519.97      370799.79      367394.91       81374.85       28518.32
RUS  2007    40       78838.96      365376.46      389638.52       87519.20       31130.20
RUS  2007    41       79654.06      358801.97      415865.87       93821.96       33926.51
RUS  2007    42       84015.77      350533.80      441799.41      100716.58       36868.41
RUS  2007    43       91783.15      356026.78      488439.67      113156.75       41247.96
RUS  2007    44       96839.90      363118.28      542579.45      126754.28       46160.93
RUS  2007    45       91459.47      368679.27      588281.91      139836.95       51162.53
RUS  2007    46       75358.69      374424.73      624034.48      152234.58       55964.73
RUS  2007    47       69437.34      369760.47      641711.35      160680.19       59426.64
RUS  2007    48       76363.08      348456.84      627413.53      161817.75       60385.55
RUS  2007    49       83343.95      330368.60      619393.89      163220.07       61789.18
RUS  2007    50       96271.52      309742.25      599179.22      159966.18       61812.07
RUS  2007    51      108202.86      309292.07      598334.20      161762.57       63626.73
RUS  2007    52              .              .              .              .              .
RUS  2007    53              .              .              .              .              .
RUS  2007    54              .              .              .              .              .
RUS  2007    55              .              .              .              .              .
RUS  2008    12      660983.97           0.00           0.00           0.00           0.00
RUS  2008    13      696952.39          20.39           0.67           0.00           0.00
RUS  2008    14      707638.79         196.45           5.03           0.14           0.00
RUS  2008    15      755587.83        1295.37          27.24           0.40           0.00
RUS  2008    16      851713.51        6043.32         146.17           1.17           0.00
RUS  2008    17      939647.85       19990.88         657.15          17.34           0.74
RUS  2008    18     1001868.95       50009.26        2440.23          94.23           3.68
RUS  2008    19     1025188.90      101083.56        6783.75         362.32          22.92
RUS  2008    20     1029140.52      174620.54       15182.19        1022.25          87.05
RUS  2008    21      990307.51      257823.68       28087.31        2244.22         205.90
RUS  2008    22      873330.77      320445.52       42790.98        3949.97         411.01
RUS  2008    23      789291.84      390996.08       62733.29        6449.78         809.02
RUS  2008    24      706916.30      467343.23       87981.58        9881.76        1469.84
RUS  2008    25      604430.17      527897.71      115764.77       14059.51        2479.04
RUS  2008    26      479682.33      538497.40      139102.00       18001.30        3613.81
RUS  2008    27      400706.61      554104.17      169465.68       23184.00        5057.18
RUS  2008    28      336797.17      558033.34      202427.45       29100.74        6794.18
RUS  2008    29      280485.70      543476.37      233191.10       35054.59        8666.70
RUS  2008    30      244565.79      532910.24      265777.49       41460.63       10761.05
RUS  2008    31      214677.81      517116.76      293598.15       47344.78       12810.97
RUS  2008    32      187814.18      505231.67      319530.21       53823.54       15160.95
RUS  2008    33      159835.16      485952.54      334683.63       59451.57       17341.65
RUS  2008    34      140577.27      464488.51      341911.66       63534.19       19124.07
RUS  2008    35      131117.67      456926.42      353772.66       68115.66       21224.22
RUS  2008    36      113568.48      453969.80      364516.12       72909.63       23612.67
RUS  2008    37       92078.73      440048.33      364341.91       76161.91       25383.20
RUS  2008    38       80851.57      419897.85      365543.54       79350.13       26958.57
RUS  2008    39       75270.32      385701.54      360238.24       80158.60       27989.79
RUS  2008    40       76122.68      367980.22      367674.87       83043.93       29740.27
RUS  2008    41       77860.37      363525.67      389442.37       88628.20       32042.87
RUS  2008    42       78948.47      357487.43      415169.57       94459.70       34537.06
RUS  2008    43       83517.04      349521.24      440892.93      100988.70       37226.75
RUS  2008    44       91386.64      355116.97      487364.50      113174.14       41431.16
RUS  2008    45       96483.37      362144.15      541211.42      126560.18       46194.15
RUS  2008    46       91159.24      367650.89      586679.34      139516.34       51095.27
RUS  2008    47       75108.62      373307.65      622170.06      151803.44       55837.36
RUS  2008    48       69194.10      368565.78      639629.77      160172.22       59250.03
RUS  2008    49       76064.46      347156.26      625068.92      161219.29       60165.10
RUS  2008    50       82984.91      328974.58      616785.66      162531.71       61531.67
RUS  2008    51       95832.83      308360.94      596503.35      159251.16       61535.63
RUS  2008    52      107640.16      307707.93      595260.18      160930.43       63300.48
RUS  2008    53              .              .              .              .              .
RUS  2008    54              .              .              .              .              .
RUS  2008    55              .              .              .              .              .
RUS  2009    12      639742.81           0.00           0.00           0.00           0.00
RUS  2009    13      661663.50          24.52           1.02           0.00           0.00
RUS  2009    14      697590.91         197.24           5.94           0.36           0.00
RUS  2009    15      707423.10        1230.10          28.20           1.38           0.00
RUS  2009    16      752139.82        5555.61         140.72           3.70           0.00
RUS  2009    17      839595.25       18429.13         675.62          12.22           0.90
RUS  2009    18      912191.60       46436.13        2421.15          86.41           5.81
RUS  2009    19      953967.86       94513.38        6659.72         364.73          23.10
RUS  2009    20      957966.12      161020.97       14850.03        1022.04          86.90
RUS  2009    21      947814.72      242989.21       28364.71        2371.44         242.71
RUS  2009    22      902201.95      326886.35       46510.77        4524.75         516.88
RUS  2009    23      787948.51      382640.73       64791.37        7036.02         921.34
RUS  2009    24      704958.88      447100.78       88801.30       10422.62        1590.03
RUS  2009    25      625157.10      514548.30      118649.60       14825.30        2578.26
RUS  2009    26      531565.94      560636.34      150562.71       19993.14        3907.63
RUS  2009    27      422375.56      553839.11      174731.80       24611.69        5314.56
RUS  2009    28      355037.69      555512.04      206192.15       30500.94        7094.13
RUS  2009    29      300867.34      548543.72      239070.54       37112.33        9106.14
RUS  2009    30      252446.69      527323.48      267645.24       43583.67       11200.49
RUS  2009    31      222373.08      513213.87      297269.04       50230.29       13520.82
RUS  2009    32      197789.92      496459.36      320649.67       56043.34       15704.03
RUS  2009    33      174893.40      485227.21      341773.44       62425.29       18078.36
RUS  2009    34      150046.28      467984.41      352146.23       67441.55       20249.29
RUS  2009    35      133123.84      449404.60      354889.70       70664.74       21966.44
RUS  2009    36      125342.78      444603.48      362998.37       74568.87       23883.97
RUS  2009    37      109221.39      444406.63      370521.57       78352.23       26027.80
RUS  2009    38       88987.36      433219.11      367828.46       80253.53       27479.11
RUS  2009    39       78612.50      415203.21      367306.37       82317.57       28704.59
RUS  2009    40       73672.48      382535.22      360726.18       82150.98       29317.81
RUS  2009    41       75018.84      365934.43      367586.83       84355.09       30712.85
RUS  2009    42       77105.99      362043.26      388932.80       89387.71       32706.43
RUS  2009    43       78430.42      356357.14      414424.56       94774.50       34947.53
RUS  2009    44       83138.36      348616.37      439981.68      101062.20       37437.26
RUS  2009    45       91043.02      354178.43      486185.73      113034.33       41495.18
RUS  2009    46       96176.77      361186.55      539841.80      126301.33       46157.46
RUS  2009    47       90863.12      366562.66      584970.97      139134.23       50982.31
RUS  2009    48       74853.76      372134.59      620236.21      151340.09       55682.83
RUS  2009    49       68938.37      367266.44      637391.49      159614.07       59053.69
RUS  2009    50       75743.69      345735.33      622514.61      160558.13       59925.43
RUS  2009    51       82612.40      327538.04      614092.01      161821.64       61263.36
RUS  2009    52       95359.39      306857.94      593597.23      158474.00       61237.92
RUS  2009    53      107063.60      306066.62      592086.99      160071.95       62965.38
RUS  2009    54              .              .              .              .              .
RUS  2009    55              .              .              .              .              .
RUS  2010    12      630935.32           0.00           0.00           0.00           0.00
RUS  2010    13      640259.06          21.67           1.00           0.00           0.00
RUS  2010    14      662148.63         177.06           6.05           0.25           0.00
RUS  2010    15      697319.63        1170.42          30.39           1.53           0.00
RUS  2010    16      704343.34        4941.70         136.85           6.86           0.00
RUS  2010    17      742056.42       15907.19         623.24          19.07           0.89
RUS  2010    18      816166.48       41196.55        2286.00          88.04           6.02
RUS  2010    19      869946.76       85410.99        6450.43         344.95          27.11
RUS  2010    20      893732.84      147487.67       14488.90        1006.10          85.03
RUS  2010    21      885406.37      221008.29       27451.83        2328.69         233.56
RUS  2010    22      866204.12      305529.34       46488.58        4617.63         560.12
RUS  2010    23      815312.86      388462.35       69974.41        7820.05        1064.49
RUS  2010    24      703706.71      437356.96       91505.08       11075.72        1739.43
RUS  2010    25      623208.74      493847.84      119569.88       15324.99        2736.54
RUS  2010    26      549448.42      548829.91      154293.21       20796.19        4056.28
RUS  2010    27      467214.97      578297.75      189965.28       26946.72        5760.84
RUS  2010    28      373103.59      555885.92      213675.35       32071.27        7439.42
RUS  2010    29      316552.76      545794.18      244871.03       38697.60        9492.37
RUS  2010    30      270462.64      531178.18      276132.44       45979.80       11757.32
RUS  2010    31      228457.21      506754.70      300876.01       52673.70       14048.72
RUS  2010    32      203684.02      491386.78      326084.58       59443.53       16502.48
RUS  2010    33      183518.97      475231.82      344276.30       65194.34       18722.25
RUS  2010    34      163890.06      465702.55      360580.51       71203.01       21120.38
RUS  2010    35      141567.09      451225.46      366372.49       75331.39       23242.41
RUS  2010    36      126608.72      435887.43      364963.46       77541.06       24785.59
RUS  2010    37      120378.16      434215.31      369558.59       80352.86       26452.02
RUS  2010    38      105589.00      436700.31      374432.51       82923.55       28249.31
RUS  2010    39       86437.78      427735.04      369856.22       83658.16       29308.41
RUS  2010    40       76769.83      411346.66      367999.57       84612.67       30145.76
RUS  2010    41       72390.46      380068.02      360785.89       83594.03       30321.20
RUS  2010    42       74155.33      364195.13      367208.63       85157.18       31388.59
RUS  2010    43       76510.54      360750.16      388246.72       89735.23       33143.13
RUS  2010    44       77995.49      355348.42      413520.52       94863.97       35173.81
RUS  2010    45       82783.49      347653.78      438886.58      100959.30       37505.58
RUS  2010    46       90725.25      353197.16      484895.69      112814.41       41464.75
RUS  2010    47       95846.39      360115.07      538259.31      125971.59       46055.25
RUS  2010    48       90540.38      365385.43      583107.21      138698.68       50838.64
RUS  2010    49       74574.09      370812.38      618046.97      150811.12       55499.35
RUS  2010    50       68651.39      365791.68      634834.54      158977.91       58823.32
RUS  2010    51       75401.95      344218.75      619786.60      159852.17       59664.93
RUS  2010    52       82207.03      325948.75      611123.46      161038.19       60969.10
RUS  2010    53       94858.39      305243.42      590490.53      157644.22       60918.89
RUS  2010    54      106458.34      304343.38      588754.66      159172.22       62612.00
RUS  2010    55      102251.47      298081.91      573190.09      155799.43       61639.12
SVK  1950    12       29103.60           0.00           0.00           0.00           0.00
SVK  1950    13       29233.43           2.20           0.00           0.00           0.00
SVK  1950    14       29177.95          18.08           0.48           0.00           0.00
SVK  1950    15       29456.78          97.10           5.37           0.40           0.00
SVK  1950    16       29601.50         334.39          29.57           3.71           0.24
SVK  1950    17       29462.32         964.48          99.34          13.61           1.64
SVK  1950    18       28464.41        2139.80         310.58          33.96           3.78
SVK  1950    19       27120.90        3911.44         773.61          93.35          14.00
SVK  1950    20       23527.54        5787.84        1500.25         223.08          44.27
SVK  1950    21       20094.07        7644.50        2507.91         444.63          96.41
SVK  1950    22       16907.36        8856.81        3581.00         790.16         190.18
SVK  1950    23       14552.10        9683.87        4857.17        1242.87         352.24
SVK  1950    24       12298.27        9803.95        5973.06        1759.55         601.69
SVK  1950    25       10818.95        9755.41        7059.98        2465.28         990.53
SVK  1950    26        9431.50        9486.92        8084.29        3227.49        1496.20
SVK  1950    27        8366.52        8920.88        8916.45        4055.21        2220.47
SVK  1950    28        7233.73        7903.12        9203.96        4660.26        2962.92
SVK  1950    29        6034.05        6763.72        8862.94        4846.94        3515.02
SVK  1950    30        4828.20        5316.63        7562.72        4495.49        3745.15
SVK  1950    31        3580.75        3771.90        5648.40        3543.75        3381.92
SVK  1950    32        2566.64        2631.50        4047.93        2578.54        2694.59
SVK  1950    33        2442.34        2420.74        3819.98        2476.75        2768.83
SVK  1950    34        2849.37        2819.41        4618.29        3149.16        3751.39
SVK  1950    35        3285.47        3494.65        5817.92        4231.88        5351.63
SVK  1950    36        3644.78        3946.25        6581.55        4916.40        6699.90
SVK  1950    37        3754.98        3949.81        6549.32        4932.64        7268.71
SVK  1950    38        3639.61        3930.05        6250.04        4707.19        7519.68
SVK  1950    39        3579.20        3873.41        6044.83        4599.91        7775.67
SVK  1950    40        3635.87        3847.50        5969.14        4668.33        8135.32
SVK  1950    41        3581.52        3800.83        5827.60        4582.89        8423.56
SVK  1950    42        3470.91        3638.58        5455.93        4339.63        8461.46
SVK  1950    43        3394.26        3543.71        5088.11        4056.54        8232.83
SVK  1950    44        3359.76        3424.84        4862.14        3786.23        8138.70
SVK  1950    45        3259.48        3311.86        4767.58        3679.57        8239.05
SVK  1950    46        3128.23        3236.23        4627.48        3684.38        8328.57
SVK  1950    47        3094.85        3043.96        4382.02        3608.30        8425.98
SVK  1950    48        3084.09        2867.91        4235.64        3547.87        8605.60
SVK  1950    49        3073.24        2766.46        4122.24        3532.58        8817.89
SVK  1950    50        3004.73        2586.92        3838.10        3409.59        8791.91
SVK  1950    51        2847.32        2419.88        3406.59        3193.19        8482.85
SVK  1950    52        2758.01        2310.83        3175.12        3003.82        8360.99
SVK  1950    53        2710.46        2186.72        3057.27        2880.74        8366.60
SVK  1950    54        2604.85        2083.13        2812.36        2730.60        8164.73
SVK  1950    55        2432.74        1945.47        2543.29        2497.51        7629.96
SVK  1951    12       30095.26           0.00           0.00           0.00           0.00
SVK  1951    13       28986.66           1.38           0.00           0.00           0.00
SVK  1951    14       29075.29          18.64           0.00           0.00           0.00
SVK  1951    15       28981.45          81.93           0.48           0.00           0.00
SVK  1951    16       29094.10         306.92          15.40           0.40           0.00
SVK  1951    17       28756.67         958.29          84.69          10.45           0.24
SVK  1951    18       27816.78        2312.98         292.11          32.21           3.46
SVK  1951    19       25823.58        4160.68         787.04          95.78          10.68
SVK  1951    20       23611.09        6239.24        1677.46         252.26          41.08
SVK  1951    21       19755.68        7793.44        2794.17         536.70         109.25
SVK  1951    22       16465.00        9005.76        4062.83         952.13         223.34
SVK  1951    23       13688.39        9481.37        5226.42        1451.74         407.70
SVK  1951    24       11763.59        9696.21        6448.49        2011.05         703.89
SVK  1951    25       10055.81        9389.74        7273.56        2595.76        1079.66
SVK  1951    26        8997.39        8999.22        8060.31        3350.08        1594.55
SVK  1951    27        7987.46        8586.01        8809.33        4049.83        2235.68
SVK  1951    28        7234.43        7986.09        9367.93        4749.98        3094.87
SVK  1951    29        6407.33        7066.91        9375.22        5216.71        3880.93
SVK  1951    30        5417.39        6095.42        8812.93        5258.98        4381.20
SVK  1951    31        4418.98        4854.19        7436.81        4776.78        4492.69
SVK  1951    32        3343.24        3495.62        5508.03        3667.44        3863.51
SVK  1951    33        2410.22        2435.05        3934.04        2582.59        2975.11
SVK  1951    34        2320.64        2276.75        3726.38        2477.72        3034.97
SVK  1951    35        2721.76        2662.21        4484.36        3136.59        4061.78
SVK  1951    36        3166.87        3338.65        5690.63        4208.64        5792.33
SVK  1951    37        3522.64        3820.06        6437.68        4887.76        7148.06
SVK  1951    38        3649.22        3833.39        6391.26        4905.04        7605.18
SVK  1951    39        3555.78        3841.86        6122.00        4688.44        7767.71
SVK  1951    40        3507.82        3803.71        5956.36        4555.19        7954.05
SVK  1951    41        3582.36        3790.36        5921.76        4624.52        8278.62
SVK  1951    42        3542.95        3757.73        5781.95        4556.32        8519.09
SVK  1951    43        3438.05        3611.93        5407.15        4313.82        8505.67
SVK  1951    44        3365.22        3525.83        5054.69        4031.78        8241.91
SVK  1951    45        3340.49        3411.24        4839.16        3768.09        8127.76
SVK  1951    46        3245.06        3299.78        4748.54        3665.07        8218.83
SVK  1951    47        3114.37        3223.41        4608.24        3670.18        8301.32
SVK  1951    48        3080.73        3031.09        4363.08        3594.32        8394.46
SVK  1951    49        3067.09        2852.95        4213.51        3531.09        8564.15
SVK  1951    50        3052.32        2748.56        4096.21        3511.75        8764.14
SVK  1951    51        2988.36        2573.72        3819.54        3393.91        8749.71
SVK  1951    52        2827.56        2403.65        3384.33        3172.57        8427.15
SVK  1951    53        2736.13        2292.75        3150.45        2980.53        8295.88
SVK  1951    54        2689.00        2169.49        3033.21        2858.09        8300.74
SVK  1951    55        2561.97        2048.89        2855.15        2742.05        8025.43
SVK  1952    12       30872.14           0.00           0.00           0.00           0.00
SVK  1952    13       29984.47           1.23           0.00           0.00           0.00
SVK  1952    14       28851.40          17.65           0.00           0.00           0.00
SVK  1952    15       28865.78          78.96           1.25           0.00           0.00
SVK  1952    16       28639.28         280.51           9.94           0.42           0.00
SVK  1952    17       28291.92         900.62          77.15           4.78           0.00
SVK  1952    18       27084.82        2262.14         285.70          27.39           3.43
SVK  1952    19       25156.68        4345.06         764.91          97.16          11.45
SVK  1952    20       22357.86        6505.82        1658.01         260.22          38.30
SVK  1952    21       19719.26        8314.91        2995.46         584.74         115.22
SVK  1952    22       16135.95        9123.43        4309.26        1072.72         258.55
SVK  1952    23       13298.81        9583.10        5643.39        1644.51         489.77
SVK  1952    24       11098.45        9370.05        6708.45        2219.08         805.48
SVK  1952    25        9639.82        9159.77        7678.68        2871.70        1229.45
SVK  1952    26        8364.79        8620.45        8195.86        3458.11        1707.34
SVK  1952    27        7634.62        8155.42        8652.37        4140.90        2348.28
SVK  1952    28        6909.99        7725.29        9120.59        4768.75        3094.90
SVK  1952    29        6392.57        7118.96        9514.47        5344.82        4022.82
SVK  1952    30        5765.58        6368.30        9347.93        5646.32        4803.84
SVK  1952    31        4930.92        5566.95        8636.20        5554.10        5231.34
SVK  1952    32        4106.44        4484.05        7270.21        4958.29        5207.59
SVK  1952    33        3171.76        3268.21        5359.69        3719.37        4316.18
SVK  1952    34        2278.41        2288.13        3795.16        2569.38        3219.39
SVK  1952    35        2217.24        2160.14        3634.04        2466.36        3276.36
SVK  1952    36        2611.03        2534.93        4374.41        3097.18        4335.80
SVK  1952    37        3057.32        3230.91        5582.81        4174.85        6160.54
SVK  1952    38        3425.60        3729.49        6314.56        4854.02        7516.23
SVK  1952    39        3564.91        3755.72        6266.09        4874.24        7871.11
SVK  1952    40        3491.04        3778.20        6029.05        4644.46        7970.75
SVK  1952    41        3448.98        3754.11        5882.41        4505.93        8082.88
SVK  1952    42        3537.54        3762.47        5872.46        4597.90        8367.27
SVK  1952    43        3514.17        3733.66        5750.98        4531.75        8572.25
SVK  1952    44        3411.80        3591.98        5378.79        4291.34        8519.03
SVK  1952    45        3344.51        3510.51        5029.22        4014.26        8233.59
SVK  1952    46        3324.15        3397.21        4818.04        3752.12        8107.29
SVK  1952    47        3231.06        3287.89        4730.30        3650.00        8194.66
SVK  1952    48        3101.54        3212.49        4591.16        3655.67        8274.79
SVK  1952    49        3067.17        3019.86        4345.32        3579.44        8363.20
SVK  1952    50        3049.72        2838.72        4190.83        3512.42        8520.36
SVK  1952    51        3033.75        2733.42        4072.22        3491.72        8714.55
SVK  1952    52        2969.63        2558.52        3796.17        3373.46        8697.07
SVK  1952    53        2806.70        2386.32        3359.64        3149.51        8365.95
SVK  1952    54        2715.79        2275.83        3127.13        2958.48        8234.52
SVK  1952    55        2677.33        2178.88        3056.11        2826.08        8143.87
SVK  1953    12       31260.95           0.00           0.00           0.00           0.00
SVK  1953    13       30797.94           1.40           0.02           0.00           0.00
SVK  1953    14       29856.43          17.46           1.22           0.00           0.00
SVK  1953    15       28683.06          70.30           2.66           0.00           0.00
SVK  1953    16       28536.09         251.86          16.68           0.49           0.00
SVK  1953    17       27919.58         805.10          74.30           4.52           0.42
SVK  1953    18       26754.73        2090.04         265.86          25.40           1.98
SVK  1953    19       24524.10        4156.08         731.11          98.89           9.14
SVK  1953    20       21770.89        6624.54        1603.33         261.12          36.71
