Female exposure to risk by calendar year, age and parity (based on parity distribution from population census)
Last modified: 25/09/2014
Code Year   Age            E0x            E1x            E2x            E3x           E4px
AUT  2001    17       46175.99         615.09          31.20           0.25           0.00
AUT  2001    18       46702.56        1328.47          92.86           2.70           0.49
AUT  2001    19       46768.93        2402.74         237.81          10.53           2.76
AUT  2001    20       44563.30        3718.97         517.01          33.78           7.10
AUT  2001    21       40329.94        4976.59        1011.18          91.47          11.47
AUT  2001    22       37760.41        6316.94        1749.16         187.70          20.65
AUT  2001    23       35432.86        7528.67        2671.27         327.54          49.65
AUT  2001    24       33596.19        8769.31        3786.17         564.50          88.42
AUT  2001    25       32218.20       10385.22        5328.10         896.53         152.93
AUT  2001    26       31092.61       12185.97        7427.77        1350.07         264.37
AUT  2001    27       28585.87       13206.73        9501.31        1903.72         382.80
AUT  2001    28       26687.68       14389.13       11798.86        2560.38         550.10
AUT  2001    29       24972.23       15710.09       14419.03        3264.56         745.15
AUT  2001    30       22812.23       16614.97       16907.79        4004.42         944.62
AUT  2001    31       21231.74       17565.35       19543.82        4858.05        1219.37
AUT  2001    32       19984.34       18249.70       22174.61        5868.46        1585.00
AUT  2001    33       18108.49       18012.47       23767.08        6714.84        1882.05
AUT  2001    34       16340.98       17448.08       25071.30        7735.92        2180.63
AUT  2001    35       14883.21       16943.31       25571.26        8745.81        2628.70
AUT  2001    36       14151.77       17187.16       26492.45        9386.84        3078.73
AUT  2001    37       13404.50       16948.85       26861.73        9666.73        3371.36
AUT  2001    38       12631.42       16746.41       26898.86       10041.50        3702.57
AUT  2001    39       11673.10       16048.87       26194.93       10044.12        3898.84
AUT  2001    40       11002.16       15323.66       25152.29       10053.98        4143.53
AUT  2001    41       10484.68       14824.12       24206.62        9964.76        4297.99
AUT  2001    42        9979.84       14384.18       23466.30        9783.37        4212.04
AUT  2001    43        9491.23       14034.96       22700.71        9566.25        4147.84
AUT  2001    44        9202.80       13964.97       22455.87        9467.94        4311.31
AUT  2001    45        8691.80       13340.18       21598.24        9268.23        4416.57
AUT  2001    46        7951.31       12502.25       20275.98        8931.50        4295.68
AUT  2001    47        7399.88       12067.43       19508.96        8772.64        4366.35
AUT  2001    48        7005.29       11865.09       19134.41        8626.21        4530.53
AUT  2001    49        6598.59       11500.25       18595.77        8490.18        4547.34
AUT  2001    50        6350.18       11395.97       18420.66        8531.15        4850.33
AUT  2001    51        6256.60       11469.80       18568.41        8714.03        5188.44
AUT  2001    52        6513.65       12118.08       19339.97        9274.50        5579.79
AUT  2001    53        6507.64       12336.66       19199.35        9312.79        5759.24
AUT  2001    54        6211.05       11870.77       18536.09        9171.60        6034.93
AUT  2001    55        4477.38        8597.94       13519.56        6780.89        4677.96
BLR  1989    12       71855.66           0.00           0.00           0.00           0.00
BLR  1989    13       71786.91           0.40           0.02           0.00           0.00
BLR  1989    14       71528.07           6.17           0.11           0.00           0.00
BLR  1989    15       71807.35          77.06           1.95           0.00           0.00
BLR  1989    16       71948.21         464.50          49.63           0.00           0.00
BLR  1989    17       71847.44        1554.47         122.91           0.84           0.00
BLR  1989    18       66098.59        4048.72         282.76          24.10           0.08
BLR  1989    19       57517.18        8941.89         791.55          55.44           1.23
BLR  1989    20       49729.17       15942.48        1875.44         121.82          19.51
BLR  1989    21       41014.72       23159.35        4054.21         271.25          46.31
BLR  1989    22       32898.25       28988.09        7364.88         589.33          79.26
BLR  1989    23       26626.23       31895.00       11458.06        1119.18         126.36
BLR  1989    24       22365.17       33118.26       16290.72        1812.71         256.32
BLR  1989    25       19617.32       34753.20       22199.82        2659.13         481.82
BLR  1989    26       16483.05       33497.97       27694.38        3522.51         718.58
BLR  1989    27       14569.68       31720.73       33640.74        4589.38        1003.72
BLR  1989    28       13065.19       29491.91       38474.07        5655.78        1310.59
BLR  1989    29       11545.07       26865.79       41723.57        6724.76        1569.80
BLR  1989    30       10194.05       24175.79       43700.88        7761.01        1931.50
BLR  1989    31        8978.42       21909.74       44772.34        8635.75        2362.66
BLR  1989    32        8063.21       20149.34       44891.98        9110.29        2688.49
BLR  1989    33        7290.62       18755.06       44057.56        9250.54        2806.60
BLR  1989    34        6420.59       17802.35       42706.50        9439.68        2876.05
BLR  1989    35        5853.23       16560.61       40271.52        9183.14        3035.46
BLR  1989    36        5579.52       15844.76       39319.33        9034.21        3131.83
BLR  1989    37        5443.75       15263.41       40002.20        9305.86        3420.52
BLR  1989    38        5196.14       14761.54       39019.14        9366.96        3785.56
BLR  1989    39        5057.37       15204.09       39247.89        9773.55        4169.52
BLR  1989    40        4924.48       14660.79       37412.34        9715.67        4090.40
BLR  1989    41        4438.14       13364.88       33745.03        9121.69        3828.56
BLR  1989    42        3676.94       11958.92       29649.43        8500.83        3660.51
BLR  1989    43        2860.29        9282.09       22836.37        7072.28        3247.40
BLR  1989    44        2604.91        7808.07       20202.39        6838.50        3436.03
BLR  1989    45        2654.97        7203.68       19404.17        7043.21        3699.04
BLR  1989    46        2892.83        7517.60       20684.65        7754.36        4083.28
BLR  1989    47        3615.18        9690.07       26428.94       10036.34        5255.43
BLR  1989    48        4304.05       10929.46       29414.77       11548.46        6217.41
BLR  1989    49        4897.19       11724.37       30776.06       12596.07        7187.23
BLR  1989    50        5500.72       12586.84       32779.32       13916.34        8313.94
BLR  1989    51        5845.79       12348.08       33308.67       14782.41        8885.24
BLR  1989    52        5974.06       11651.83       32430.63       15033.79        9579.01
BLR  1989    53        5973.47       10207.68       29439.63       14836.93        9942.06
BLR  1989    54        5734.44        8718.64       25125.18       13493.73        9237.91
BLR  1989    55        5677.98        8371.32       23694.31       12935.68        9051.76
BLR  1999    12       81225.07           0.00           0.00           0.00           0.00
BLR  1999    13       81419.32           1.25           0.01           0.00           0.00
BLR  1999    14       82050.01          20.86           0.16           0.00           0.00
BLR  1999    15       82755.66         162.40           2.45           0.00           0.00
BLR  1999    16       81157.22         641.31          18.50           0.03           0.00
BLR  1999    17       73950.09        1784.31          71.17           1.23           0.00
BLR  1999    18       69757.54        4287.16         219.13           8.30           0.07
BLR  1999    19       63470.52        8510.25         550.01          30.05           1.21
BLR  1999    20       56527.66       14149.86        1213.35          80.94           5.98
BLR  1999    21       48374.42       20237.72        2289.96         174.84          18.05
BLR  1999    22       39780.37       25743.97        3766.88         323.16          46.03
BLR  1999    23       32557.69       30457.31        5725.26         535.84          81.22
BLR  1999    24       26474.76       33715.67        8028.35         782.29         130.24
BLR  1999    25       21512.85       35444.93       10547.88        1083.52         211.52
BLR  1999    26       17594.91       36037.67       13532.61        1441.49         305.42
BLR  1999    27       14811.55       36202.03       16945.60        1880.38         418.08
BLR  1999    28       12269.03       34656.84       19703.66        2279.50         540.64
BLR  1999    29       10154.69       32172.42       22366.91        2689.15         712.66
BLR  1999    30        8660.84       29937.98       25195.27        3218.71         914.08
BLR  1999    31        7609.49       28073.25       27873.72        3756.23        1068.19
BLR  1999    32        6942.15       26642.87       30895.82        4325.59        1230.11
BLR  1999    33        6340.04       25149.03       33302.55        4821.95        1398.18
BLR  1999    34        6077.14       24433.74       36189.35        5392.25        1614.56
BLR  1999    35        6199.01       24616.05       40692.03        6305.75        1907.25
BLR  1999    36        5857.40       23367.61       43135.39        7024.01        2160.70
BLR  1999    37        5745.89       22920.57       46244.11        7864.43        2486.86
BLR  1999    38        5696.80       22323.95       48465.59        8544.68        2772.01
BLR  1999    39        5511.79       21226.96       49038.85        9044.25        2923.47
BLR  1999    40        5482.47       20504.37       49394.65        9554.61        3074.92
BLR  1999    41        5269.09       19438.74       48870.17        9864.79        3214.78
BLR  1999    42        4964.33       18359.35       47378.97        9967.00        3304.58
BLR  1999    43        4753.28       17661.19       45699.15        9738.44        3312.31
BLR  1999    44        4590.75       17046.49       44099.98        9422.61        3280.48
BLR  1999    45        4407.93       16041.86       41338.75        9026.38        3175.33
BLR  1999    46        4325.73       15410.49       39529.56        8771.68        3084.36
BLR  1999    47        4366.20       15373.06       39477.60        8850.99        3293.29
BLR  1999    48        4317.86       14999.29       38489.57        8846.05        3446.91
BLR  1999    49        4425.19       15307.52       39071.97        9266.02        3669.20
BLR  1999    50        4316.65       14831.81       37194.86        9043.10        3638.04
BLR  1999    51        3932.39       13489.25       33139.99        8297.70        3354.57
BLR  1999    52        3457.42       11828.63       28975.90        7665.29        3143.19
BLR  1999    53        2725.49        8926.72       22341.02        6342.83        2779.51
BLR  1999    54        2445.58        7445.81       19686.84        6158.05        3004.04
BLR  1999    55        2388.55        6954.66       19100.42        6343.36        3244.68
BGR  2001    12       50189.40           0.00           0.00           0.00           0.00
BGR  2001    13       50552.45          53.99           1.62           0.00           0.00
BGR  2001    14       50866.72         236.01           9.12           0.00           0.00
BGR  2001    15       51627.76         713.57          44.09           1.54           0.00
BGR  2001    16       49381.74        1447.57         141.94           7.69           0.16
BGR  2001    17       49547.25        2605.36         373.70          24.22           2.21
BGR  2001    18       47330.58        4095.63         759.30          66.15           4.95
BGR  2001    19       45602.19        5990.32        1327.91         157.22          13.93
BGR  2001    20       43299.46        8327.56        2075.98         278.39          38.38
BGR  2001    21       40742.60       11104.26        2982.22         468.82          77.37
BGR  2001    22       37481.35       13528.83        3964.19         688.25         145.49
BGR  2001    23       34480.71       15985.00        5309.58         905.38         233.48
BGR  2001    24       30980.24       18512.54        6901.03        1133.42         340.17
BGR  2001    25       26997.35       20854.28        8591.97        1332.04         447.80
BGR  2001    26       23015.47       22704.99       10671.37        1495.80         555.81
BGR  2001    27       19537.16       23923.59       13211.29        1731.12         703.88
BGR  2001    28       14748.93       21914.11       14355.55        1853.05         766.88
BGR  2001    29       12082.32       21301.01       16378.16        2032.81         839.55
BGR  2001    30       10556.53       21504.36       19341.39        2341.99         944.34
BGR  2001    31        9177.26       20828.12       22016.14        2720.37        1077.97
BGR  2001    32        8275.00       20278.85       25243.59        3174.11        1264.09
BGR  2001    33        6469.09       16782.56       24241.26        3088.87        1241.03
BGR  2001    34        5460.22       14746.04       24232.17        3195.27        1274.16
BGR  2001    35        4921.55       13701.22       25593.92        3476.30        1359.49
BGR  2001    36        4590.42       13298.65       27672.46        3853.08        1485.19
BGR  2001    37        4343.16       12982.15       29080.59        4146.94        1541.39
BGR  2001    38        4126.17       12667.25       30251.25        4376.57        1611.31
BGR  2001    39        3943.36       12441.56       31635.80        4617.37        1712.11
BGR  2001    40        3768.38       12012.13       32446.78        4790.95        1764.73
BGR  2001    41        3471.22       11448.36       32303.93        4885.63        1791.84
BGR  2001    42        3340.01       11501.21       33166.43        5175.18        1896.66
BGR  2001    43        3213.05       11426.85       33315.16        5319.10        1985.05
BGR  2001    44        3155.31       11517.93       34102.51        5431.22        1984.59
BGR  2001    45        3149.61       11647.88       35474.79        5596.22        2037.92
BGR  2001    46        3056.43       11485.00       35430.92        5593.29        2078.28
BGR  2001    47        2936.44       11328.39       35018.95        5517.56        2005.93
BGR  2001    48        2928.28       11535.27       35821.84        5728.91        2069.17
BGR  2001    49        2783.47       11053.54       34641.53        5569.33        2020.94
BGR  2001    50        2925.26       11851.78       37580.28        5923.39        2164.16
BGR  2001    51        2912.47       12307.02       39687.03        6265.03        2274.83
BGR  2001    52        2757.79       11981.59       38376.75        6066.84        2155.47
BGR  2001    53        2690.65       11750.52       36858.48        5634.70        1994.77
BGR  2001    54        2683.22       11906.38       36590.47        5503.70        1962.45
BGR  2001    55        2676.36       12042.99       36417.47        5544.16        1983.25
CAN  1991    12      184650.28           0.00           0.00           0.00           0.00
CAN  1991    13      182588.16          24.45           0.09           0.10           0.00
CAN  1991    14      183030.38         259.90           1.09           0.63           0.08
CAN  1991    15      185595.91        1115.31          46.72           2.12           1.01
CAN  1991    16      183112.85        2727.68         231.10          32.86           1.96
CAN  1991    17      178113.87        5202.92         590.61         120.13           8.92
CAN  1991    18      177231.78        8861.93        1233.34         234.92          39.74
CAN  1991    19      176458.30       13293.45        2324.26         381.58          88.75
CAN  1991    20      178994.24       18580.72        4297.10         686.59         172.73
CAN  1991    21      171160.29       23272.80        6979.20        1259.44         352.37
CAN  1991    22      162564.54       27824.13       10073.56        2143.97         612.58
CAN  1991    23      154958.95       32388.02       13959.25        3278.61         888.53
CAN  1991    24      149555.82       37962.76       19225.52        4731.52        1283.87
CAN  1991    25      145530.63       45178.17       26376.71        6736.16        1849.12
CAN  1991    26      141655.40       53265.72       36154.68        9850.95        2585.26
CAN  1991    27      130690.91       57990.48       46244.22       13678.69        3650.64
CAN  1991    28      118421.06       60328.51       56604.29       17809.99        5104.04
CAN  1991    29      104400.93       59692.01       65864.33       21958.67        6507.77
CAN  1991    30       92491.76       58341.32       75525.93       26833.26        7925.51
CAN  1991    31       80731.52       54921.42       81908.17       31140.23        9463.29
CAN  1991    32       71954.31       51722.69       86793.28       35157.94       11364.26
CAN  1991    33       64837.24       48422.11       90317.69       38183.52       12784.99
CAN  1991    34       59149.78       45248.28       92336.22       40458.90       13819.80
CAN  1991    35       53672.08       42003.95       92243.74       41651.37       14719.40
CAN  1991    36       50238.72       40170.69       93619.72       43214.82       15647.47
CAN  1991    37       46822.71       38127.19       92665.72       43699.38       16085.59
CAN  1991    38       42916.85       35590.76       89924.24       42969.84       16595.93
CAN  1991    39       39654.67       33663.12       87859.13       42545.23       17140.08
CAN  1991    40       37253.29       32604.22       87417.26       42637.32       17614.58
CAN  1991    41       34835.36       31315.01       86358.87       42331.44       18227.80
CAN  1991    42       33260.28       30493.85       85214.73       42717.27       19070.57
CAN  1991    43       32059.13       29767.68       83826.06       43017.73       20021.92
CAN  1991    44       31189.77       29089.97       82244.23       43333.40       21756.79
CAN  1991    45       26866.37       24997.59       70904.21       39142.97       21660.50
CAN  1991    46       24269.73       22232.61       64143.60       37964.25       23039.68
CAN  1991    47       22566.88       20400.68       59732.29       37908.22       24857.07
CAN  1991    48       21147.78       19008.51       55873.17       37721.23       26765.24
CAN  1991    49       20100.61       17101.52       47019.93       34623.91       32178.81
CAN  1991    50       20865.27       15692.06       36325.47       30159.62       42425.19
CAN  1991    51       20456.14       14327.16       29624.94       26414.90       45350.07
CAN  1991    52       20026.43       14026.20       29002.62       25860.02       44397.42
CAN  1991    53       19280.57       13503.82       27922.46       24896.90       42743.90
CAN  1991    54       18824.47       13184.37       27261.93       24307.94       41732.76
CAN  1991    55       18825.78       13185.29       27263.83       24309.63       41735.66
CHL  1992    12      120193.43           0.00           0.00           0.00           0.00
CHL  1992    13      117247.94         101.37           1.16           0.00           0.00
CHL  1992    14      115274.82         518.65          37.84          16.06          39.39
CHL  1992    15      111722.83        2137.79         178.31          69.09         166.56
CHL  1992    16      109183.03        5546.63         450.93         113.32         253.36
CHL  1992    17      109827.87       11164.68        1096.26         153.35         245.18
CHL  1992    18      103838.93       17922.26        2468.54         300.12         253.33
CHL  1992    19       93049.33       24623.22        4730.99         639.33         323.43
CHL  1992    20       83154.60       30808.57        7803.64        1205.81         387.03
CHL  1992    21       72002.53       34746.59       11197.83        2067.88         522.43
CHL  1992    22       62073.07       37651.29       15126.10        3282.19         868.97
CHL  1992    23       55077.63       40392.04       19795.21        4906.74        1440.10
CHL  1992    24       49168.43       41602.33       24147.58        6763.68        2159.37
CHL  1992    25       43843.16       41283.99       27897.65        8781.40        2994.25
CHL  1992    26       38496.49       39611.14       31291.99       10979.03        4024.91
CHL  1992    27       34530.82       38139.42       35220.89       13593.80        5435.29
CHL  1992    28       29934.05       34882.72       37085.86       15759.72        6900.10
CHL  1992    29       26703.35       32387.36       39082.89       18516.11        8845.41
CHL  1992    30       23493.47       28930.58       39447.59       20784.28       10836.01
CHL  1992    31       20335.47       25048.47       38608.42       22421.22       12616.97
CHL  1992    32       17879.99       21952.93       37459.58       23998.94       14679.02
CHL  1992    33       16332.75       19859.24       36282.44       25429.59       16726.19
CHL  1992    34       14137.45       17152.91       32830.54       24866.23       17180.89
CHL  1992    35       12994.65       15578.64       30970.21       25281.69       18577.51
CHL  1992    36       11866.82       13912.25       28970.94       25395.22       20400.18
CHL  1992    37       10674.91       12374.82       26748.55       24824.78       21805.68
CHL  1992    38        9912.40       11383.10       24930.39       24206.84       22912.57
CHL  1992    39        9257.40       10449.44       22912.80       23101.64       23395.14
CHL  1992    40        8720.40        9449.42       20741.37       21438.86       23098.15
CHL  1992    41        8277.14        8698.69       19352.97       20359.19       23227.49
CHL  1992    42        8208.22        8751.62       19278.28       20607.43       25337.89
CHL  1992    43        7763.38        8282.43       18037.19       19537.83       25927.45
CHL  1992    44        7140.97        7287.42       15822.16       17171.76       23986.10
CHL  1992    45        7083.61        6980.69       14636.15       15854.81       23238.33
CHL  1992    46        7172.74        6901.98       14219.79       15726.34       24567.75
CHL  1992    47        7326.93        6524.38       13440.00       15247.06       25841.61
CHL  1992    48        7451.94        6168.22       12392.80       14142.10       26140.46
CHL  1992    49        7273.97        5859.72       11348.12       12998.73       25915.94
CHL  1992    50        7220.47        5712.27       10610.68       12118.52       25822.53
CHL  1992    51        6901.66        5395.87        9667.47       11022.34       25576.46
CHL  1992    52        6744.55        5276.53        9016.61       10314.16       26698.98
CHL  1992    53        6526.36        5036.35        8142.05        9372.77       26668.18
CHL  1992    54        6152.06        4578.21        7171.22        8229.27       24889.21
CHL  1992    55        6070.52        4450.50        6884.81        7806.00       24219.21
CHL  2002    12      143146.85           0.00           0.00           0.00           0.00
CHL  2002    13      140851.84         141.44           1.45           0.00           0.00
CHL  2002    14      135149.82         981.19         272.37         165.21         238.50
CHL  2002    15      129209.89        3721.16         924.57         547.60         785.31
CHL  2002    16      119657.24        7308.10         882.38         426.76         595.79
CHL  2002    17      108953.60       11864.81         775.26         120.62         135.36
CHL  2002    18       99527.08       18354.08        1623.58         176.50         149.52
CHL  2002    19       92854.86       25823.50        3168.82         340.41         191.68
CHL  2002    20       87224.47       33399.52        5507.52         641.71         252.24
CHL  2002    21       75509.50       36868.93        7909.45        1071.27         324.12
CHL  2002    22       66749.04       39697.91       10856.18        1702.24         437.75
CHL  2002    23       58653.73       40964.77       13991.66        2526.22         659.60
CHL  2002    24       51537.79       40549.48       16779.78        3489.98         976.85
CHL  2002    25       46458.17       40163.71       19657.81        4617.95        1353.46
CHL  2002    26       43240.38       41064.40       23856.17        6216.99        1963.56
CHL  2002    27       40089.66       42585.93       29272.92        8418.26        2843.08
CHL  2002    28       35112.32       41248.26       32888.86       10480.00        3723.47
CHL  2002    29       31038.26       38794.90       35430.03       12616.62        4743.99
CHL  2002    30       28117.61       36905.97       38442.48       15210.31        6156.77
CHL  2002    31       23757.03       32844.73       39218.18       16884.13        7394.89
CHL  2002    32       20735.16       29593.33       40466.63       19009.05        8901.76
CHL  2002    33       19052.20       27522.13       42303.15       21661.63       10684.98
CHL  2002    34       17540.60       25122.00       42455.80       23334.09       12113.03
CHL  2002    35       16930.29       23485.90       42875.59       25274.10       13723.93
CHL  2002    36       16267.66       22121.30       43427.97       27570.01       15671.64
CHL  2002    37       15635.54       21026.47       44060.80       30189.47       18301.81
CHL  2002    38       14646.28       19394.33       42181.66       30877.78       19882.25
CHL  2002    39       14239.23       18446.61       40906.37       31685.21       21462.61
CHL  2002    40       13667.36       17134.87       38428.19       31488.96       22441.71
CHL  2002    41       12962.30       16007.42       36220.15       31229.47       23273.45
CHL  2002    42       12581.64       15412.05       35287.81       31960.36       25017.43
CHL  2002    43       12072.18       14475.79       33336.85       31459.16       25727.23
CHL  2002    44       10730.66       12501.54       28524.06       27575.70       23112.57
CHL  2002    45       10447.37       12031.52       26899.79       26363.06       22851.78
CHL  2002    46       10068.52       11623.77       25861.38       25876.89       23678.12
CHL  2002    47        9575.88       10909.69       24379.18       25094.64       24142.86
CHL  2002    48        9167.61       10316.29       22931.41       23982.84       24243.29
CHL  2002    49        8703.56        9690.23       21344.40       22404.26       23799.58
CHL  2002    50        8530.00        9111.16       19903.68       20936.53       22825.80
CHL  2002    51        8424.77        8611.03       18870.24       20047.41       22693.23
CHL  2002    52        8387.63        8571.41       18796.88       20138.56       24665.30
CHL  2002    53        7762.72        8137.54       17602.65       19060.21       25295.96
CHL  2002    54        7036.10        7317.16       15550.80       16975.93       23885.57
CHL  2002    55        6701.02        6803.88       14324.09       15607.70       22523.27
CZE  1950    12       53109.91           0.00           0.00           0.00           0.00
CZE  1950    13       53036.97           2.51           0.35           0.00           0.00
CZE  1950    14       53304.91          24.71           1.35           0.00           0.00
CZE  1950    15       55586.67         164.17           7.49           0.14           0.00
CZE  1950    16       57674.05         623.18          49.13           3.61           0.07
CZE  1950    17       59176.12        1792.58         181.92          20.84           1.76
CZE  1950    18       59323.12        4216.62         560.90          63.76          10.30
CZE  1950    19       57805.90        8139.56        1505.55         170.18          30.64
CZE  1950    20       51904.00       12488.01        2999.94         392.14          75.01
CZE  1950    21       45459.92       16845.87        4984.11         766.68         149.34
CZE  1950    22       39023.94       20132.73        7262.09        1288.53         261.23
CZE  1950    23       34512.10       23111.45       10159.45        2057.20         467.93
CZE  1950    24       30058.21       25021.90       13234.47        3064.52         814.48
CZE  1950    25       26077.44       25486.01       16388.67        4272.06        1305.58
CZE  1950    26       23206.29       25509.50       19932.32        5833.26        1975.73
CZE  1950    27       20217.75       24043.74       22373.44        7326.91        2753.39
CZE  1950    28       18058.96       22649.26       24795.76        8908.77        3744.86
CZE  1950    29       14908.07       19334.66       24518.22        9543.02        4446.79
CZE  1950    30       12851.90       16754.61       23824.76        9965.44        5075.86
CZE  1950    31        7554.22        9582.03       14693.41        6551.40        3594.27
CZE  1950    32        6161.60        7515.52       12039.57        5631.67        3210.89
CZE  1950    33        6472.67        7677.31       12837.14        6056.01        3620.13
CZE  1950    34        7788.81        9244.49       15950.27        7569.19        4824.49
CZE  1950    35       10224.87       12417.28       21539.14       10533.45        7019.73
CZE  1950    36       11840.15       14642.13       25266.41       12546.48        8782.38
CZE  1950    37       12088.59       15055.01       25214.67       12638.39        9227.59
CZE  1950    38       12202.17       15286.28       24838.29       12538.29        9524.11
CZE  1950    39       12403.40       15897.19       24718.98       12478.14        9961.72
CZE  1950    40       12813.71       16855.15       24190.85       12212.16       10205.22
CZE  1950    41       13001.15       17296.56       23265.58       11821.94       10152.19
CZE  1950    42       12935.31       17333.77       22386.02       11284.62        9936.83
CZE  1950    43       13121.97       17694.41       21900.58       10847.40        9823.28
CZE  1950    44       13148.50       17531.06       20844.84       10217.71        9517.70
CZE  1950    45       13241.06       17254.50       19988.60        9733.59        9261.67
CZE  1950    46       13548.70       17313.61       19787.33        9696.89        9357.65
CZE  1950    47       13740.86       17105.74       19513.16        9666.55        9479.77
CZE  1950    48       13954.17       16569.30       19187.72        9675.17        9596.52
CZE  1950    49       13969.23       15779.87       18527.00        9564.18        9654.23
CZE  1950    50       13752.93       14962.05       17683.28        9377.81        9653.87
CZE  1950    51       13405.08       13996.19       16844.73        9187.84        9629.49
CZE  1950    52       13213.52       13105.53       15945.14        8961.19        9705.67
CZE  1950    53       13088.07       12457.82       15212.55        8774.47        9828.76
CZE  1950    54       12819.00       11741.85       14634.29        8568.11        9911.97
CZE  1950    55       12301.48       10987.37       13888.67        8173.13        9669.83
CZE  1961    12       84064.48           0.00           0.00           0.00           0.00
CZE  1961    13       90071.46           1.65           0.10           0.00           0.00
CZE  1961    14       90939.96          19.55           0.56           0.00           0.00
CZE  1961    15       81944.01         126.31           3.93           0.00           0.00
CZE  1961    16       76320.32         539.11          27.14           1.01           0.00
CZE  1961    17       74322.57        1896.13         122.64          10.80           0.85
CZE  1961    18       66722.77        4865.61         434.72          34.17           7.44
CZE  1961    19       55840.42        9461.24        1260.31         106.79          21.49
CZE  1961    20       45976.42       15030.30        2882.82         304.24          47.09
CZE  1961    21       36021.11       19218.98        5040.54         620.23          98.97
CZE  1961    22       27537.18       21003.14        7251.03        1058.12         187.02
CZE  1961    23       21167.19       21528.31        9572.94        1651.77         328.09
CZE  1961    24       16794.21       22041.98       12446.29        2388.21         547.60
CZE  1961    25       13545.32       21522.02       15296.06        3345.96         841.39
CZE  1961    26       11589.35       20833.39       18351.87        4622.18        1305.97
CZE  1961    27       10071.92       19868.63       21050.39        5852.68        1935.49
CZE  1961    28        9118.15       19044.40       23427.16        7050.41        2611.80
CZE  1961    29        8775.41       18219.76       25468.93        8290.32        3333.07
CZE  1961    30        8635.57       17462.83       27123.82        9724.62        4222.00
CZE  1961    31        8039.59       16312.85       27085.40       10483.18        4993.50
CZE  1961    32        7795.22       15549.37       27066.08       11005.81        5698.45
CZE  1961    33        7851.28       14813.39       26742.81       11344.28        6184.82
