Census-based period fertility tables, birth orders 1 to 5+
Last modified: 25/09/2014
Code Year     x       w0x       m1x       q1x     l0x    b1x     L0x   Sb1x       w1x       m2x       q2x    l1x    b2x     L1x   Sb2x       w2x       m3x       q3x    l2x    b3x     L2x   Sb3x       w3x       m4x       q4x    l3x    b4x     L3x   Sb4x       w4x      m5px      q5px    l4x   b5px     L4x  Sb5px
NOR  1999    53   0.09440   0.00000   0.00000    1557      0    1557   8443   0.13164   0.00000   0.00000   1699      0    1699   6744   0.45076   0.00000   0.00000   3915      0    3915   2829   0.23848   0.00000   0.00000   2154      0    2154    675   0.08472   0.00000   0.00000    675      0     675    232
NOR  1999    54   0.09440   0.00000   0.00000    1557      0    1557   8443   0.13164   0.00000   0.00000   1699      0    1699   6744   0.45076   0.00000   0.00000   3915      0    3915   2829   0.23848   0.00000   0.00000   2154      0    2154    675   0.08472   0.00000   0.00000    675      0     675    232
NOR  1999    55+  0.09440   0.00000   0.00000    1557      0    1557   8443   0.13164   0.00000   0.00000   1699      0    1699   6744   0.45076   0.00000   0.00000   3915      0    3915   2829   0.23848   0.00000   0.00000   2154      0    2154    675   0.08472   0.00000   0.00000    675      0     675    232
NOR  2000    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2000    13   1.00000   0.00004   0.00004   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2000    14   0.99989   0.00004   0.00004   10000      0    9999      0   0.00010         .         .      0      0       1      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2000    15   0.99946   0.00062   0.00062    9999      6    9996      1   0.00052   0.07418   0.07152      1      0       4      0   0.00002         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2000    16   0.99738   0.00216   0.00216    9993     22    9982      7   0.00253   0.04638   0.04533      7      1      17      0   0.00009         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2000    17   0.99197   0.00867   0.00863    9971     86    9928     29   0.00784   0.02991   0.02947     27      2      70      1   0.00019         .         .      1      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2000    18   0.97931   0.01532   0.01521    9885    150    9810    115   0.01994   0.03264   0.03211    111      6     185      3   0.00075   0.00000   0.00000      3      0       5      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2000    19   0.95556   0.02945   0.02902    9735    283    9594    265   0.04172   0.05696   0.05539    256     22     390      9   0.00264   0.02855   0.02815      9      0      16      0   0.00008         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2000    20   0.92098   0.04082   0.04001    9453    378    9263    547   0.07149   0.08087   0.07773    516     55     685     31   0.00723   0.07834   0.07538     31      4      50      0   0.00030   0.00000   0.00000      0      0       2      0   0.00000         .         .      0      0       0      0
NOR  2000    21   0.87992   0.04820   0.04707    9074    427    8861    926   0.10303   0.11396   0.10782    839    115    1007     87   0.01572   0.04945   0.04826     82      6     126      4   0.00130   0.00000   0.00000      4      0       6      0   0.00003         .         .      0      0       0      0
NOR  2000    22   0.83347   0.05265   0.05130    8647    444    8425   1353   0.13314   0.13121   0.12313   1151    171    1302    202   0.03033   0.08050   0.07738    191     20     255     11   0.00286   0.05256   0.05121     11      1      18      0   0.00020   0.18584   0.17004      0      0       0      0
NOR  2000    23   0.78065   0.06181   0.05996    8204    492    7958   1796   0.16179   0.15860   0.14695   1424    248    1565    372   0.05164   0.07714   0.07427    341     33     433     31   0.00537   0.06803   0.06579     30      3      42      1   0.00055   0.00000   0.00000      1      0       2      0
NOR  2000    24   0.72390   0.07508   0.07237    7712    558    7433   2288   0.18938   0.17002   0.15670   1667    309    1816    621   0.07519   0.07911   0.07610    556     53     666     64   0.01024   0.08888   0.08510     61      7      79      4   0.00130   0.02698   0.02662      4      0       6      0
NOR  2000    25   0.66537   0.08969   0.08584    7154    614    6847   2846   0.21377   0.16830   0.15524   1917    349    2075    929   0.10188   0.09037   0.08646    812     84     926    117   0.01675   0.07683   0.07399    106     11     138     11   0.00223   0.11841   0.11179     11      2      15      0
NOR  2000    26   0.59442   0.10436   0.09918    6540    649    6215   3460   0.24021   0.18329   0.16790   2182    426    2323   1279   0.13629   0.08034   0.07724   1078     98    1219    201   0.02539   0.07063   0.06822    179     15     215     21   0.00369   0.06824   0.06599     21      2      28      2
NOR  2000    27   0.51690   0.12484   0.11750    5891    692    5545   4109   0.26155   0.19164   0.17489   2405    487    2540   1704   0.17712   0.09316   0.08901   1406    145    1553    299   0.03837   0.08171   0.07851    262     26     314     37   0.00605   0.11567   0.10935     37      5      47      4
NOR  2000    28   0.44355   0.13415   0.12572    5199    654    4872   4801   0.27014   0.21447   0.19370   2610    576    2684   2191   0.22171   0.08606   0.08251   1748    166    1928    443   0.05568   0.06885   0.06656    381     30     441     62   0.00892   0.06940   0.06708     62      5      75      9
NOR  2000    29   0.37146   0.14367   0.13404    4545    609    4241   5455   0.27292   0.21583   0.19480   2688    589    2731   2767   0.26787   0.08629   0.08272   2157    201    2330    609   0.07475   0.06538   0.06331    517     39     590     93   0.01299   0.09290   0.08878     93     10     109     14
NOR  2000    30   0.31227   0.14037   0.13116    3936    516    3678   6064   0.26305   0.21782   0.19643   2708    588    2700   3356   0.30824   0.08309   0.07977   2546    225    2710    811   0.09783   0.05420   0.05277    679     41     763    131   0.01861   0.09393   0.08972    131     14     149     25
NOR  2000    31   0.26553   0.13167   0.12353    3420    422    3208   6580   0.24467   0.21793   0.19652   2636    564    2588   3944   0.34167   0.08192   0.07869   2909    250    3053   1036   0.12259   0.05076   0.04950    863     49     956    173   0.02554   0.07009   0.06771    173     14     194     39
NOR  2000    32   0.22902   0.12310   0.11596    2997    348    2823   7003   0.22584   0.20153   0.18308   2494    492    2440   4508   0.36662   0.08100   0.07784   3223    269    3325   1286   0.14599   0.04438   0.04342   1065     52    1167    221   0.03253   0.07502   0.07230    221     18     244     52
NOR  2000    33   0.20045   0.11679   0.11034    2650    292    2504   7350   0.20723   0.18307   0.16772   2350    421    2299   5000   0.38285   0.07088   0.06846   3445    250    3524   1555   0.16828   0.04280   0.04190   1282     59    1373    273   0.04118   0.05997   0.05822    273     18     300     71
NOR  2000    34   0.17643   0.08924   0.08542    2357    201    2257   7643   0.18919   0.16518   0.15258   2222    356    2153   5421   0.39515   0.06403   0.06204   3616    235    3673   1805   0.19027   0.04081   0.04000   1473     64    1556    332   0.04896   0.05647   0.05492    332     20     361     88
NOR  2000    35   0.16141   0.08226   0.07901    2156    170    2071   7844   0.17478   0.13405   0.12563   2067    271    2023   5777   0.39598   0.05442   0.05298   3736    205    3767   2040   0.20985   0.03503   0.03442   1645     60    1716    395   0.05799   0.04413   0.04318    395     19     423    109
NOR  2000    36   0.15056   0.06876   0.06648    1986    132    1920   8014   0.16352   0.11276   0.10674   1967    217    1928   6048   0.39279   0.04490   0.04392   3803    172    3824   2245   0.22609   0.02830   0.02791   1790     52    1848    455   0.06704   0.03836   0.03764    455     18     480    128
NOR  2000    37   0.13841   0.04827   0.04714    1854     87    1810   8146   0.15525   0.10088   0.09604   1881    185    1835   6265   0.39398   0.03517   0.03456   3848    136    3872   2417   0.23997   0.02654   0.02619   1909     52    1951    508   0.07240   0.04162   0.04077    508     22     533    146
NOR  2000    38   0.12971   0.04674   0.04567    1766     81    1726   8234   0.14956   0.06578   0.06369   1784    116    1767   6450   0.39617   0.02507   0.02476   3897     98    3906   2553   0.24667   0.01530   0.01519   1994     31    2027    559   0.07790   0.03624   0.03560    559     21     574    168
NOR  2000    39   0.12556   0.02987   0.02943    1686     50    1661   8314   0.14448   0.05280   0.05144   1748     91    1728   6566   0.39629   0.01925   0.01906   3915     76    3923   2651   0.25097   0.01468   0.01458   2061     31    2083    590   0.08270   0.02557   0.02525    590     15     605    189
NOR  2000    40   0.11978   0.01925   0.01907    1636     31    1620   8364   0.14470   0.02944   0.02901   1706     50    1697   6658   0.39558   0.01230   0.01223   3931     48    3932   2726   0.25494   0.00917   0.00912   2106     19    2120    621   0.08499   0.01959   0.01940    621     12     631    204
NOR  2000    41   0.11711   0.01198   0.01191    1605     19    1595   8395   0.14369   0.01908   0.01890   1688     32    1681   6708   0.39943   0.00710   0.00708   3933     28    3935   2775   0.25340   0.00654   0.00652   2135     14    2141    640   0.08637   0.02067   0.02045    640     13     647    217
NOR  2000    42   0.11699   0.00791   0.00788    1586     12    1579   8414   0.14193   0.01146   0.01140   1675     19    1671   6740   0.40668   0.00314   0.00313   3937     12    3940   2803   0.24829   0.00437   0.00436   2148      9    2150    654   0.08610   0.01296   0.01288    654      9     659    230
NOR  2000    43   0.11354   0.00450   0.00449    1573      7    1570   8427   0.14343   0.00356   0.00356   1668      6    1668   6759   0.41582   0.00138   0.00138   3944      5    3944   2815   0.24385   0.00288   0.00288   2151      6    2151    664   0.08337   0.00651   0.00649    664      4     667    239
NOR  2000    44   0.11107   0.00259   0.00259    1566      4    1564   8434   0.14334   0.00357   0.00356   1669      6    1668   6765   0.42146   0.00068   0.00068   3944      3    3946   2821   0.24222   0.00066   0.00066   2151      1    2151    670   0.08191   0.00430   0.00429    670      3     671    243
NOR  2000    45   0.10945   0.00059   0.00059    1562      1    1562   8438   0.14375   0.00023   0.00023   1667      0    1667   6771   0.42701   0.00038   0.00038   3947      2    3947   2823   0.23724   0.00055   0.00055   2152      1    2152    671   0.08254   0.00197   0.00197    671      1     672    246
NOR  2000    46   0.10582   0.00000   0.00000    1561      0    1561   8439   0.14520   0.00023   0.00023   1668      0    1668   6771   0.43679   0.00015   0.00015   3946      1    3946   2825   0.23116   0.00043   0.00043   2152      1    2152    673   0.08103   0.00163   0.00163    673      1     673    247
NOR  2000    47   0.10102   0.00000   0.00000    1561      0    1561   8439   0.14393   0.00000   0.00000   1667      0    1667   6772   0.44411   0.00007   0.00007   3946      0    3946   2825   0.23192   0.00028   0.00028   2152      1    2152    673   0.07902   0.00000   0.00000    673      0     674    248
NOR  2000    48   0.09757   0.00000   0.00000    1561      0    1561   8439   0.14051   0.00000   0.00000   1667      0    1667   6772   0.44639   0.00000   0.00000   3946      0    3946   2826   0.23457   0.00015   0.00015   2152      0    2151    674   0.08097   0.00000   0.00000    674      0     674    248
NOR  2000    49   0.09599   0.00000   0.00000    1561      0    1561   8439   0.13722   0.00000   0.00000   1667      0    1667   6772   0.44846   0.00000   0.00000   3946      0    3946   2826   0.23550   0.00000   0.00000   2151      0    2151    674   0.08283   0.00000   0.00000    674      0     674    248
NOR  2000    50   0.09531   0.00000   0.00000    1561      0    1561   8439   0.13564   0.00000   0.00000   1667      0    1667   6772   0.45043   0.00000   0.00000   3946      0    3946   2826   0.23537   0.00000   0.00000   2151      0    2151    674   0.08324   0.00000   0.00000    674      0     674    248
NOR  2000    51   0.09531   0.00000   0.00000    1561      0    1561   8439   0.13564   0.00000   0.00000   1667      0    1667   6772   0.45043   0.00000   0.00000   3946      0    3946   2826   0.23537   0.00000   0.00000   2151      0    2151    674   0.08324   0.00000   0.00000    674      0     674    248
NOR  2000    52   0.09531   0.00000   0.00000    1561      0    1561   8439   0.13564   0.00000   0.00000   1667      0    1667   6772   0.45043   0.00000   0.00000   3946      0    3946   2826   0.23537   0.00000   0.00000   2151      0    2151    674   0.08324   0.00000   0.00000    674      0     674    248
NOR  2000    53   0.09531   0.00000   0.00000    1561      0    1561   8439   0.13564   0.00000   0.00000   1667      0    1667   6772   0.45043   0.00000   0.00000   3946      0    3946   2826   0.23537   0.00000   0.00000   2151      0    2151    674   0.08324   0.00000   0.00000    674      0     674    248
NOR  2000    54   0.09531   0.00000   0.00000    1561      0    1561   8439   0.13564   0.00000   0.00000   1667      0    1667   6772   0.45043   0.00000   0.00000   3946      0    3946   2826   0.23537   0.00000   0.00000   2151      0    2151    674   0.08324   0.00000   0.00000    674      0     674    248
NOR  2000    55+  0.09531   0.00000   0.00000    1561      0    1561   8439   0.13564   0.00000   0.00000   1667      0    1667   6772   0.45043   0.00000   0.00000   3946      0    3946   2826   0.23537   0.00000   0.00000   2151      0    2151    674   0.08324   0.00000   0.00000    674      0     674    248
NOR  2001    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2001    13   1.00000   0.00004   0.00004   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2001    14   0.99993   0.00019   0.00019   10000      2    9999      0   0.00007         .         .      0      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2001    15   0.99948   0.00046   0.00046    9998      5    9995      2   0.00050   0.00000   0.00000      2      0       5      0   0.00002         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2001    16   0.99768   0.00213   0.00213    9993     21    9983      7   0.00226   0.01712   0.01697      7      0      17      0   0.00005         .         .      0      0       0      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2001    17   0.99202   0.00742   0.00740    9972     74    9935     28   0.00774   0.01510   0.01499     28      1      64      0   0.00022   0.17764   0.16315      0      0       0      0   0.00002         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2001    18   0.97973   0.01570   0.01557    9898    154    9821    102   0.01964   0.01780   0.01764    101      3     177      1   0.00061   0.06353   0.06157      1      0       2      0   0.00002         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2001    19   0.95712   0.02806   0.02768    9744    270    9609    256   0.04051   0.05049   0.04925    252     19     380      4   0.00228   0.04992   0.04871      4      1      10      0   0.00010         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2001    20   0.92378   0.03829   0.03757    9474    356    9296    526   0.06930   0.06887   0.06658    502     46     663     24   0.00658   0.03999   0.03921     23      2      39      1   0.00033   0.00000   0.00000      1      0       1      0   0.00001         .         .      0      0       0      0
NOR  2001    21   0.88298   0.04287   0.04197    9118    383    8927    882   0.10087   0.11253   0.10653    812    108     960     69   0.01521   0.05682   0.05525     67      6     108      2   0.00090   0.12545   0.11805      2      1       4      0   0.00004         .         .      0      0       0      0
NOR  2001    22   0.83742   0.04995   0.04874    8736    426    8523   1264   0.13165   0.12267   0.11558   1087    152    1237    177   0.02791   0.06721   0.06503    169     15     226      8   0.00288   0.02556   0.02524      8      0      13      1   0.00014         .         .      1      0       1      0
NOR  2001    23   0.78804   0.05879   0.05711    8310    475    8073   1690   0.15806   0.14229   0.13284   1361    215    1508    329   0.04780   0.08035   0.07725    305     31     384     24   0.00562   0.08629   0.08273     23      3      34      1   0.00048   0.15390   0.14291      1      0       2      0
NOR  2001    24   0.73110   0.06962   0.06728    7835    527    7572   2165   0.18374   0.16738   0.15445   1621    294    1759    544   0.07437   0.08377   0.08040    489     50     595     55   0.00970   0.05601   0.05449     51      4      69      4   0.00110   0.09911   0.09443      4      1       5      0
NOR  2001    25   0.66849   0.08528   0.08179    7308    598    7009   2692   0.21150   0.16475   0.15221   1854    331    2011    838   0.10104   0.08062   0.07750    734     68     846    104   0.01671   0.05393   0.05251     97      7     123      8   0.00226   0.10736   0.10189      8      1      10      1
NOR  2001    26   0.60603   0.10262   0.09761    6710    655    6383   3290   0.23442   0.17638   0.16208   2120    401    2276   1170   0.13084   0.08187   0.07865    997     92    1130    173   0.02492   0.06444   0.06243    158     12     193     14   0.00379   0.14705   0.13698     14      3      19      2
NOR  2001    27   0.53335   0.11781   0.11126    6055    674    5719   3945   0.25606   0.18832   0.17211   2374    472    2506   1571   0.16882   0.08168   0.07847   1306    119    1459    265   0.03584   0.07507   0.07235    238     21     281     27   0.00593   0.09492   0.09062     27      3      35      5
NOR  2001    28   0.45699   0.12385   0.11663    5382    628    5068   4618   0.26889   0.20527   0.18616   2575    544    2650   2043   0.21285   0.08471   0.08127   1659    155    1831    384   0.05217   0.07091   0.06848    336     28     392     48   0.00909   0.07998   0.07691     48      5      59      8
NOR  2001    29   0.38815   0.13382   0.12543    4754    596    4456   5246   0.26851   0.21244   0.19204   2659    574    2702   2587   0.25870   0.07738   0.07450   2047    172    2227    539   0.07164   0.05492   0.05345    464     29     528     76   0.01300   0.10386   0.09873     76      9      88     13
NOR  2001    30   0.32380   0.13820   0.12927    4158    537    3889   5842   0.26369   0.20966   0.18977   2681    565    2696   3161   0.30209   0.07735   0.07447   2449    202    2612    712   0.09267   0.05166   0.05035    607     35     683    105   0.01775   0.07111   0.06867    105      9     120     22
NOR  2001    31   0.27324   0.12981   0.12190    3620    441    3400   6380   0.24801   0.21245   0.19205   2654    557    2620   3726   0.33672   0.07504   0.07232   2812    223    2965    914   0.11805   0.04381   0.04287    774     38     859    140   0.02398   0.07873   0.07575    140     12     156     30
NOR  2001    32   0.23411   0.11962   0.11287    3179    359    3000   6821   0.22706   0.20656   0.18722   2539    512    2480   4282   0.36330   0.07745   0.07456   3146    253    3267   1136   0.14375   0.04121   0.04038    959     44    1057    177   0.03179   0.06418   0.06218    177     13     197     43
NOR  2001    33   0.20389   0.11071   0.10490    2820    296    2672   7180   0.20917   0.18186   0.16670   2385    424    2334   4795   0.38082   0.06800   0.06577   3406    237    3492   1389   0.16674   0.04049   0.03969   1168     51    1257    221   0.03939   0.06251   0.06062    221     15     244     55
NOR  2001    34   0.18061   0.09702   0.09253    2524    234    2408   7476   0.19222   0.16168   0.14959   2256    356    2204   5219   0.39183   0.06156   0.05972   3593    225    3654   1627   0.18689   0.03832   0.03760   1355     55    1437    272   0.04844   0.06360   0.06164    272     19     297     71
NOR  2001    35   0.16110   0.08520   0.08172    2291    187    2197   7709   0.17618   0.14361   0.13399   2134    299    2084   5576   0.40033   0.05416   0.05274   3724    204    3769   1852   0.20618   0.03108   0.03060   1525     50    1600    327   0.05621   0.04443   0.04346    327     16     350     90
NOR  2001    36   0.14940   0.07423   0.07157    2104    151    2028   7896   0.16510   0.11902   0.11233   2021    236    1983   5875   0.39775   0.04297   0.04206   3819    166    3852   2056   0.22281   0.02576   0.02543   1679     45    1738    377   0.06494   0.03844   0.03772    377     15     398    105
NOR  2001    37   0.14136   0.05472   0.05327    1953    104    1901   8047   0.15600   0.09250   0.08841   1936    176    1902   6111   0.39398   0.03328   0.03274   3890    130    3912   2221   0.23527   0.02508   0.02477   1800     46    1841    421   0.07339   0.03915   0.03840    421     17     444    120
NOR  2001    38   0.13181   0.03817   0.03745    1849     69    1814   8151   0.14888   0.06674   0.06458   1864    123    1838   6287   0.39480   0.02524   0.02493   3936    100    3947   2351   0.24674   0.01863   0.01846   1884     36    1916    468   0.07777   0.03313   0.03259    468     16     485    138
NOR  2001    39   0.12476   0.02925   0.02882    1780     51    1754   8220   0.14530   0.05065   0.04940   1811     91    1791   6410   0.39626   0.01833   0.01816   3959     73    3967   2451   0.25167   0.01425   0.01415   1948     28    1970    503   0.08201   0.02591   0.02558    503     13     517    154
NOR  2001    40   0.12171   0.02052   0.02032    1728     35    1711   8272   0.14211   0.03020   0.02975   1771     53    1762   6500   0.39671   0.01090   0.01084   3977     43    3981   2524   0.25384   0.00820   0.00817   1992     16    2006    531   0.08563   0.02057   0.02036    531     11     539    167
NOR  2001    41   0.11760   0.01579   0.01566    1693     27    1680   8307   0.14313   0.01968   0.01949   1753     34    1749   6554   0.39566   0.00647   0.00645   3986     26    3991   2567   0.25650   0.00624   0.00622   2019     13    2026    548   0.08711   0.01212   0.01205    548      7     554    178
NOR  2001    42   0.11610   0.00714   0.00712    1667     12    1661   8333   0.14266   0.00872   0.00868   1745     15    1743   6588   0.39935   0.00367   0.00367   3995     15    3995   2593   0.25416   0.00364   0.00363   2033      7    2036    560   0.08773   0.00981   0.00976    560      6     564    185
NOR  2001    43   0.11640   0.00411   0.00410    1655      7    1652   8345   0.14140   0.00564   0.00562   1742     10    1740   6603   0.40670   0.00180   0.00180   3996      7    3997   2608   0.24849   0.00231   0.00231   2040      5    2041    568   0.08701   0.00696   0.00694    568      4     570    191
NOR  2001    44   0.11330   0.00254   0.00253    1648      4    1646   8352   0.14320   0.00245   0.00245   1739      4    1739   6613   0.41575   0.00069   0.00069   3998      3    3999   2615   0.24375   0.00105   0.00105   2042      2    2043    573   0.08401   0.00418   0.00417    573      2     574    195
NOR  2001    45   0.11100   0.00115   0.00115    1644      2    1643   8356   0.14343   0.00156   0.00156   1739      3    1738   6617   0.42125   0.00030   0.00030   4000      1    4000   2618   0.24209   0.00066   0.00066   2043      1    2043    575   0.08224   0.00234   0.00233    575      1     575    197
NOR  2001    46   0.10964   0.00059   0.00059    1642      1    1642   8358   0.14383   0.00000   0.00000   1738      0    1738   6620   0.42670   0.00031   0.00030   4001      1    4001   2619   0.23716   0.00041   0.00041   2043      1    2043    576   0.08267   0.00236   0.00236    576      1     576    198
NOR  2001    47   0.10614   0.00000   0.00000    1641      0    1641   8359   0.14523   0.00023   0.00023   1739      0    1739   6620   0.43640   0.00023   0.00023   4000      1    4000   2620   0.23112   0.00000   0.00000   2043      0    2044    577   0.08111   0.00000   0.00000    577      0     577    200
NOR  2001    48   0.10131   0.00000   0.00000    1641      0    1641   8359   0.14395   0.00000   0.00000   1738      0    1738   6620   0.44375   0.00007   0.00007   3999      0    3999   2621   0.23186   0.00000   0.00000   2044      0    2044    577   0.07913   0.00042   0.00042    577      0     577    200
NOR  2001    49   0.09827   0.00000   0.00000    1641      0    1641   8359   0.14132   0.00000   0.00000   1738      0    1738   6620   0.44612   0.00000   0.00000   3999      0    3999   2621   0.23394   0.00000   0.00000   2044      0    2044    577   0.08036   0.00043   0.00043    577      0     577    200
NOR  2001    50   0.09785   0.00000   0.00000    1641      0    1641   8359   0.14049   0.00000   0.00000   1738      0    1738   6620   0.44615   0.00000   0.00000   3999      0    3999   2621   0.23447   0.00000   0.00000   2044      0    2044    577   0.08104   0.00000   0.00000    577      0     577    200
NOR  2001    51   0.09785   0.00000   0.00000    1641      0    1641   8359   0.14049   0.00000   0.00000   1738      0    1738   6620   0.44615   0.00000   0.00000   3999      0    3999   2621   0.23447   0.00000   0.00000   2044      0    2044    577   0.08104   0.00000   0.00000    577      0     577    200
NOR  2001    52   0.09785   0.00000   0.00000    1641      0    1641   8359   0.14049   0.00000   0.00000   1738      0    1738   6620   0.44615   0.00000   0.00000   3999      0    3999   2621   0.23447   0.00000   0.00000   2044      0    2044    577   0.08104   0.00000   0.00000    577      0     577    200
NOR  2001    53   0.09785   0.00000   0.00000    1641      0    1641   8359   0.14049   0.00000   0.00000   1738      0    1738   6620   0.44615   0.00000   0.00000   3999      0    3999   2621   0.23447   0.00000   0.00000   2044      0    2044    577   0.08104   0.00000   0.00000    577      0     577    200
NOR  2001    54   0.09785   0.00000   0.00000    1641      0    1641   8359   0.14049   0.00000   0.00000   1738      0    1738   6620   0.44615   0.00000   0.00000   3999      0    3999   2621   0.23447   0.00000   0.00000   2044      0    2044    577   0.08104   0.00000   0.00000    577      0     577    200
NOR  2001    55+  0.09785   0.00000   0.00000    1641      0    1641   8359   0.14049   0.00000   0.00000   1738      0    1738   6620   0.44615   0.00000   0.00000   3999      0    3999   2621   0.23447   0.00000   0.00000   2044      0    2044    577   0.08104   0.00000   0.00000    577      0     577    200
NOR  2002    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2002    13   1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2002    14   0.99993   0.00014   0.00014   10000      1    9999      0   0.00006         .         .      0      0       1      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2002    15   0.99942   0.00056   0.00056    9999      6    9996      1   0.00057   0.00000   0.00000      1      0       4      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2002    16   0.99764   0.00233   0.00232    9993     23    9981      7   0.00234   0.00000   0.00000      7      0      19      0   0.00001         .         .      0      0       0      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2002    17   0.99268   0.00701   0.00698    9970     70    9935     30   0.00718   0.01070   0.01064     30      1      65      0   0.00011         .         .      0      0       0      0   0.00002         .         .      0      0       0      0   0.00001         .         .      0      0       0      0
NOR  2002    18   0.98078   0.01448   0.01438    9900    142    9829    100   0.01856   0.02711   0.02674     99      5     169      1   0.00061   0.00000   0.00000      1      0       2      0   0.00004         .         .      0      0       0      0   0.00001         .         .      0      0       0      0
NOR  2002    19   0.95922   0.02524   0.02492    9758    243    9636    242   0.03887   0.04836   0.04722    237     17     353      5   0.00183   0.02093   0.02071      5      0      11      0   0.00007         .         .      0      0       0      0   0.00001         .         .      0      0       0      0
NOR  2002    20   0.92654   0.03582   0.03519    9515    335    9347    485   0.06723   0.07558   0.07282    463     46     614     22   0.00590   0.04467   0.04370     22      2      38      0   0.00032   0.11863   0.11199      0      0       1      0   0.00001         .         .      0      0       0      0
NOR  2002    21   0.88656   0.04329   0.04237    9180    389    8985    820   0.09864   0.08774   0.08405    751     80     914     69   0.01387   0.04573   0.04471     67      4      97      2   0.00092   0.00000   0.00000      2      0       3      0   0.00002         .         .      0      0       0      0
NOR  2002    22   0.84294   0.04866   0.04750    8791    418    8582   1209   0.12739   0.13645   0.12774   1060    164    1201    149   0.02729   0.06955   0.06721    143     14     205      6   0.00225   0.04955   0.04835      6      1      11      0   0.00012         .         .      0      0       0      0
NOR  2002    23   0.79444   0.05481   0.05335    8373    447    8150   1627   0.15559   0.13702   0.12823   1314    199    1453    313   0.04422   0.06747   0.06527    292     25     367     21   0.00537   0.04066   0.03985     20      1      29      1   0.00038   0.00000   0.00000      1      0       1      0
NOR  2002    24   0.74058   0.06662   0.06447    7927    511    7671   2073   0.18062   0.15137   0.14072   1562    258    1707    512   0.06826   0.06909   0.06679    467     39     561     45   0.00945   0.09750   0.09297     44      6      57      2   0.00108   0.00000   0.00000      2      0       4      0
NOR  2002    25   0.67857   0.08044   0.07733    7416    573    7129   2584   0.20448   0.15937   0.14761   1814    313    1967    770   0.09920   0.07573   0.07297    686     60     795     84   0.01567   0.07305   0.07048     77      7      99      7   0.00208   0.12035   0.11352      7      1      10      0
NOR  2002    26   0.61153   0.09767   0.09312    6842    637    6524   3158   0.23037   0.17480   0.16075   2074    389    2226   1084   0.12958   0.08702   0.08339    939     93    1067    144   0.02491   0.06466   0.06264    130     11     165     15   0.00361   0.09491   0.09061     15      2      19      1
NOR  2002    27   0.54580   0.11277   0.10676    6205    662    5874   3795   0.25046   0.19124   0.17455   2322    469    2451   1473   0.16300   0.07585   0.07308   1236    106    1393    237   0.03489   0.06417   0.06218    212     16     251     25   0.00586   0.08310   0.07979     25      3      32      3
NOR  2002    28   0.47418   0.12627   0.11877    5543    658    5213   4457   0.26500   0.20312   0.18440   2516    531    2613   1942   0.20409   0.07742   0.07454   1599    137    1771    343   0.04787   0.06225   0.06037    302     22     352     41   0.00886   0.08755   0.08387     41      4      50      6
