Cumulative period fertility rates (vertical parallelograms)
Last modified: 25/09/2014
Code Year  ARDY  Cohort     CPFR
BGR  1994   38    1956     1.355
BGR  1994   39    1955     1.362
BGR  1994   40    1954     1.367
BGR  1994   41    1953     1.371
BGR  1994   42    1952     1.373
BGR  1994   43    1951     1.375
BGR  1994   44    1950     1.376
BGR  1994   45    1949     1.377
BGR  1994   46    1948     1.377
BGR  1994   47    1947     1.377
BGR  1994   48    1946     1.378
BGR  1994   49    1945     1.378
BGR  1994   50    1944     1.378
BGR  1994   51    1943     1.378
BGR  1994   52    1942     1.378
BGR  1994   53    1941     1.378
BGR  1994   54    1940     1.378
BGR  1994   55    1939     1.378
BGR  1995   12    1983     0.000
BGR  1995   13    1982     0.000
BGR  1995   14    1981     0.000
BGR  1995   15    1980     0.004
BGR  1995   16    1979     0.016
BGR  1995   17    1978     0.041
BGR  1995   18    1977     0.081
BGR  1995   19    1976     0.138
BGR  1995   20    1975     0.220
BGR  1995   21    1974     0.320
BGR  1995   22    1973     0.427
BGR  1995   23    1972     0.534
BGR  1995   24    1971     0.637
BGR  1995   25    1970     0.735
BGR  1995   26    1969     0.826
BGR  1995   27    1968     0.902
BGR  1995   28    1967     0.969
BGR  1995   29    1966     1.024
BGR  1995   30    1965     1.069
BGR  1995   31    1964     1.107
BGR  1995   32    1963     1.136
BGR  1995   33    1962     1.161
BGR  1995   34    1961     1.180
BGR  1995   35    1960     1.196
BGR  1995   36    1959     1.208
BGR  1995   37    1958     1.219
BGR  1995   38    1957     1.227
BGR  1995   39    1956     1.234
BGR  1995   40    1955     1.239
BGR  1995   41    1954     1.242
BGR  1995   42    1953     1.245
BGR  1995   43    1952     1.246
BGR  1995   44    1951     1.247
BGR  1995   45    1950     1.248
BGR  1995   46    1949     1.248
BGR  1995   47    1948     1.248
BGR  1995   48    1947     1.248
BGR  1995   49    1946     1.248
BGR  1995   50    1945     1.248
BGR  1995   51    1944     1.248
BGR  1995   52    1943     1.248
BGR  1995   53    1942     1.248
BGR  1995   54    1941     1.248
BGR  1995   55    1940     1.248
BGR  1996   12    1984     0.000
BGR  1996   13    1983     0.000
BGR  1996   14    1982     0.001
BGR  1996   15    1981     0.004
BGR  1996   16    1980     0.016
BGR  1996   17    1979     0.040
BGR  1996   18    1978     0.081
BGR  1996   19    1977     0.135
BGR  1996   20    1976     0.212
BGR  1996   21    1975     0.307
BGR  1996   22    1974     0.410
BGR  1996   23    1973     0.514
BGR  1996   24    1972     0.617
BGR  1996   25    1971     0.717
BGR  1996   26    1970     0.808
BGR  1996   27    1969     0.887
BGR  1996   28    1968     0.957
BGR  1996   29    1967     1.016
BGR  1996   30    1966     1.067
BGR  1996   31    1965     1.107
BGR  1996   32    1964     1.140
BGR  1996   33    1963     1.165
BGR  1996   34    1962     1.186
BGR  1996   35    1961     1.202
BGR  1996   36    1960     1.215
BGR  1996   37    1959     1.226
BGR  1996   38    1958     1.235
BGR  1996   39    1957     1.241
BGR  1996   40    1956     1.246
BGR  1996   41    1955     1.250
BGR  1996   42    1954     1.253
BGR  1996   43    1953     1.255
BGR  1996   44    1952     1.256
BGR  1996   45    1951     1.256
BGR  1996   46    1950     1.257
BGR  1996   47    1949     1.257
BGR  1996   48    1948     1.257
BGR  1996   49    1947     1.257
BGR  1996   50    1946     1.257
BGR  1996   51    1945     1.257
BGR  1996   52    1944     1.257
BGR  1996   53    1943     1.257
BGR  1996   54    1942     1.257
BGR  1996   55    1941     1.257
BGR  1997   12    1985     0.000
BGR  1997   13    1984     0.000
BGR  1997   14    1983     0.000
BGR  1997   15    1982     0.004
BGR  1997   16    1981     0.014
BGR  1997   17    1980     0.035
BGR  1997   18    1979     0.069
BGR  1997   19    1978     0.116
BGR  1997   20    1977     0.185
BGR  1997   21    1976     0.271
BGR  1997   22    1975     0.363
BGR  1997   23    1974     0.452
BGR  1997   24    1973     0.539
BGR  1997   25    1972     0.626
BGR  1997   26    1971     0.707
BGR  1997   27    1970     0.780
BGR  1997   28    1969     0.844
BGR  1997   29    1968     0.897
BGR  1997   30    1967     0.941
BGR  1997   31    1966     0.979
BGR  1997   32    1965     1.010
BGR  1997   33    1964     1.035
BGR  1997   34    1963     1.054
BGR  1997   35    1962     1.069
BGR  1997   36    1961     1.082
BGR  1997   37    1960     1.093
BGR  1997   38    1959     1.101
BGR  1997   39    1958     1.107
BGR  1997   40    1957     1.111
BGR  1997   41    1956     1.115
BGR  1997   42    1955     1.118
BGR  1997   43    1954     1.119
BGR  1997   44    1953     1.121
BGR  1997   45    1952     1.121
BGR  1997   46    1951     1.121
BGR  1997   47    1950     1.122
BGR  1997   48    1949     1.122
BGR  1997   49    1948     1.122
BGR  1997   50    1947     1.122
BGR  1997   51    1946     1.122
BGR  1997   52    1945     1.122
BGR  1997   53    1944     1.122
BGR  1997   54    1943     1.122
BGR  1997   55    1942     1.122
BGR  1998   12    1986     0.000
BGR  1998   13    1985     0.000
BGR  1998   14    1984     0.001
BGR  1998   15    1983     0.003
BGR  1998   16    1982     0.014
BGR  1998   17    1981     0.036
BGR  1998   18    1980     0.071
BGR  1998   19    1979     0.121
BGR  1998   20    1978     0.190
BGR  1998   21    1977     0.273
BGR  1998   22    1976     0.360
BGR  1998   23    1975     0.451
BGR  1998   24    1974     0.539
BGR  1998   25    1973     0.628
BGR  1998   26    1972     0.713
BGR  1998   27    1971     0.791
BGR  1998   28    1970     0.858
BGR  1998   29    1969     0.916
BGR  1998   30    1968     0.963
BGR  1998   31    1967     1.003
BGR  1998   32    1966     1.036
BGR  1998   33    1965     1.063
BGR  1998   34    1964     1.084
BGR  1998   35    1963     1.100
BGR  1998   36    1962     1.112
BGR  1998   37    1961     1.123
BGR  1998   38    1960     1.131
BGR  1998   39    1959     1.137
BGR  1998   40    1958     1.142
BGR  1998   41    1957     1.145
BGR  1998   42    1956     1.148
BGR  1998   43    1955     1.150
BGR  1998   44    1954     1.150
BGR  1998   45    1953     1.151
BGR  1998   46    1952     1.151
BGR  1998   47    1951     1.151
BGR  1998   48    1950     1.151
BGR  1998   49    1949     1.151
BGR  1998   50    1948     1.151
BGR  1998   51    1947     1.151
BGR  1998   52    1946     1.151
BGR  1998   53    1945     1.151
BGR  1998   54    1944     1.151
BGR  1998   55    1943     1.151
BGR  1999   12    1987     0.000
BGR  1999   13    1986     0.000
BGR  1999   14    1985     0.001
BGR  1999   15    1984     0.003
BGR  1999   16    1983     0.014
BGR  1999   17    1982     0.038
BGR  1999   18    1981     0.078
BGR  1999   19    1980     0.132
BGR  1999   20    1979     0.204
BGR  1999   21    1978     0.295
BGR  1999   22    1977     0.392
BGR  1999   23    1976     0.488
BGR  1999   24    1975     0.584
BGR  1999   25    1974     0.680
BGR  1999   26    1973     0.774
BGR  1999   27    1972     0.861
BGR  1999   28    1971     0.939
BGR  1999   29    1970     1.005
BGR  1999   30    1969     1.062
BGR  1999   31    1968     1.111
BGR  1999   32    1967     1.149
BGR  1999   33    1966     1.181
BGR  1999   34    1965     1.206
BGR  1999   35    1964     1.224
BGR  1999   36    1963     1.239
BGR  1999   37    1962     1.251
BGR  1999   38    1961     1.260
BGR  1999   39    1960     1.267
BGR  1999   40    1959     1.273
BGR  1999   41    1958     1.277
BGR  1999   42    1957     1.280
BGR  1999   43    1956     1.282
BGR  1999   44    1955     1.283
BGR  1999   45    1954     1.284
BGR  1999   46    1953     1.284
BGR  1999   47    1952     1.284
BGR  1999   48    1951     1.284
BGR  1999   49    1950     1.284
BGR  1999   50    1949     1.284
BGR  1999   51    1948     1.284
BGR  1999   52    1947     1.284
BGR  1999   53    1946     1.284
BGR  1999   54    1945     1.284
BGR  1999   55    1944     1.284
BGR  2000   12    1988     0.000
BGR  2000   13    1987     0.000
BGR  2000   14    1986     0.001
BGR  2000   15    1985     0.003
BGR  2000   16    1984     0.015
BGR  2000   17    1983     0.038
BGR  2000   18    1982     0.076
BGR  2000   19    1981     0.128
BGR  2000   20    1980     0.198
BGR  2000   21    1979     0.284
BGR  2000   22    1978     0.379
BGR  2000   23    1977     0.474
BGR  2000   24    1976     0.570
BGR  2000   25    1975     0.667
BGR  2000   26    1974     0.761
BGR  2000   27    1973     0.850
BGR  2000   28    1972     0.932
BGR  2000   29    1971     1.005
BGR  2000   30    1970     1.068
BGR  2000   31    1969     1.122
BGR  2000   32    1968     1.165
BGR  2000   33    1967     1.200
BGR  2000   34    1966     1.230
BGR  2000   35    1965     1.253
BGR  2000   36    1964     1.269
BGR  2000   37    1963     1.282
BGR  2000   38    1962     1.294
BGR  2000   39    1961     1.302
BGR  2000   40    1960     1.309
BGR  2000   41    1959     1.313
BGR  2000   42    1958     1.316
BGR  2000   43    1957     1.319
BGR  2000   44    1956     1.320
BGR  2000   45    1955     1.321
BGR  2000   46    1954     1.321
BGR  2000   47    1953     1.321
BGR  2000   48    1952     1.321
BGR  2000   49    1951     1.322
BGR  2000   50    1950     1.322
BGR  2000   51    1949     1.322
BGR  2000   52    1948     1.322
BGR  2000   53    1947     1.322
BGR  2000   54    1946     1.322
BGR  2000   55    1945     1.322
BGR  2001   12    1989     0.000
BGR  2001   13    1988     0.000
BGR  2001   14    1987     0.001
BGR  2001   15    1986     0.004
BGR  2001   16    1985     0.014
BGR  2001   17    1984     0.037
BGR  2001   18    1983     0.071
BGR  2001   19    1982     0.118
BGR  2001   20    1981     0.183
BGR  2001   21    1980     0.262
BGR  2001   22    1979     0.349
BGR  2001   23    1978     0.437
BGR  2001   24    1977     0.522
BGR  2001   25    1976     0.610
BGR  2001   26    1975     0.694
BGR  2001   27    1974     0.777
BGR  2001   28    1973     0.856
BGR  2001   29    1972     0.925
BGR  2001   30    1971     0.987
BGR  2001   31    1970     1.037
BGR  2001   32    1969     1.081
BGR  2001   33    1968     1.115
BGR  2001   34    1967     1.144
BGR  2001   35    1966     1.166
BGR  2001   36    1965     1.184
BGR  2001   37    1964     1.197
BGR  2001   38    1963     1.209
BGR  2001   39    1962     1.217
BGR  2001   40    1961     1.223
BGR  2001   41    1960     1.228
BGR  2001   42    1959     1.231
BGR  2001   43    1958     1.233
BGR  2001   44    1957     1.234
BGR  2001   45    1956     1.235
BGR  2001   46    1955     1.235
BGR  2001   47    1954     1.235
BGR  2001   48    1953     1.235
BGR  2001   49    1952     1.235
BGR  2001   50    1951     1.235
BGR  2001   51    1950     1.235
BGR  2001   52    1949     1.235
BGR  2001   53    1948     1.235
BGR  2001   54    1947     1.235
BGR  2001   55    1946     1.235
BGR  2002   12    1990     0.000
BGR  2002   13    1989     0.000
BGR  2002   14    1988     0.001
BGR  2002   15    1987     0.003
BGR  2002   16    1986     0.013
BGR  2002   17    1985     0.034
BGR  2002   18    1984     0.068
BGR  2002   19    1983     0.111
BGR  2002   20    1982     0.172
BGR  2002   21    1981     0.244
BGR  2002   22    1980     0.325
BGR  2002   23    1979     0.408
BGR  2002   24    1978     0.491
BGR  2002   25    1977     0.576
BGR  2002   26    1976     0.663
BGR  2002   27    1975     0.746
BGR  2002   28    1974     0.822
BGR  2002   29    1973     0.893
BGR  2002   30    1972     0.956
BGR  2002   31    1971     1.010
BGR  2002   32    1970     1.054
BGR  2002   33    1969     1.091
BGR  2002   34    1968     1.120
BGR  2002   35    1967     1.143
BGR  2002   36    1966     1.163
BGR  2002   37    1965     1.177
BGR  2002   38    1964     1.187
BGR  2002   39    1963     1.196
BGR  2002   40    1962     1.201
BGR  2002   41    1961     1.206
BGR  2002   42    1960     1.209
BGR  2002   43    1959     1.211
BGR  2002   44    1958     1.212
BGR  2002   45    1957     1.212
BGR  2002   46    1956     1.212
BGR  2002   47    1955     1.212
BGR  2002   48    1954     1.213
BGR  2002   49    1953     1.213
BGR  2002   50    1952     1.213
BGR  2002   51    1951     1.213
BGR  2002   52    1950     1.213
BGR  2002   53    1949     1.213
BGR  2002   54    1948     1.213
BGR  2002   55    1947     1.213
BGR  2003   12    1991     0.000
BGR  2003   13    1990     0.000
BGR  2003   14    1989     0.001
BGR  2003   15    1988     0.003
BGR  2003   16    1987     0.013
BGR  2003   17    1986     0.034
BGR  2003   18    1985     0.068
BGR  2003   19    1984     0.113
BGR  2003   20    1983     0.166
BGR  2003   21    1982     0.239
BGR  2003   22    1981     0.317
BGR  2003   23    1980     0.396
BGR  2003   24    1979     0.476
BGR  2003   25    1978     0.561
BGR  2003   26    1977     0.646
BGR  2003   27    1976     0.730
BGR  2003   28    1975     0.809
BGR  2003   29    1974     0.882
BGR  2003   30    1973     0.950
BGR  2003   31    1972     1.008
BGR  2003   32    1971     1.056
BGR  2003   33    1970     1.098
BGR  2003   34    1969     1.130
BGR  2003   35    1968     1.156
BGR  2003   36    1967     1.177
BGR  2003   37    1966     1.193
BGR  2003   38    1965     1.206
BGR  2003   39    1964     1.214
BGR  2003   40    1963     1.221
BGR  2003   41    1962     1.225
BGR  2003   42    1961     1.229
BGR  2003   43    1960     1.231
BGR  2003   44    1959     1.232
BGR  2003   45    1958     1.232
BGR  2003   46    1957     1.233
BGR  2003   47    1956     1.233
BGR  2003   48    1955     1.233
BGR  2003   49    1954     1.233
BGR  2003   50    1953     1.233
BGR  2003   51    1952     1.233
BGR  2003   52    1951     1.233
BGR  2003   53    1950     1.233
BGR  2003   54    1949     1.233
BGR  2003   55    1948     1.233
BGR  2004   12    1992     0.000
BGR  2004   13    1991     0.000
BGR  2004   14    1990     0.000
BGR  2004   15    1989     0.004
BGR  2004   16    1988     0.014
BGR  2004   17    1987     0.038
BGR  2004   18    1986     0.071
BGR  2004   19    1985     0.117
BGR  2004   20    1984     0.174
BGR  2004   21    1983     0.245
BGR  2004   22    1982     0.324
BGR  2004   23    1981     0.405
BGR  2004   24    1980     0.488
BGR  2004   25    1979     0.572
BGR  2004   26    1978     0.656
BGR  2004   27    1977     0.742
BGR  2004   28    1976     0.824
BGR  2004   29    1975     0.901
BGR  2004   30    1974     0.973
BGR  2004   31    1973     1.032
BGR  2004   32    1972     1.088
BGR  2004   33    1971     1.134
BGR  2004   34    1970     1.171
BGR  2004   35    1969     1.199
BGR  2004   36    1968     1.223
BGR  2004   37    1967     1.241
BGR  2004   38    1966     1.255
BGR  2004   39    1965     1.265
BGR  2004   40    1964     1.272
BGR  2004   41    1963     1.278
BGR  2004   42    1962     1.281
BGR  2004   43    1961     1.283
BGR  2004   44    1960     1.285
BGR  2004   45    1959     1.286
BGR  2004   46    1958     1.286
BGR  2004   47    1957     1.286
BGR  2004   48    1956     1.286
BGR  2004   49    1955     1.286
BGR  2004   50    1954     1.286
BGR  2004   51    1953     1.286
BGR  2004   52    1952     1.286
BGR  2004   53    1951     1.286
BGR  2004   54    1950     1.286
BGR  2004   55    1949     1.286
BGR  2005   12    1993     0.000
BGR  2005   13    1992     0.000
BGR  2005   14    1991     0.000
BGR  2005   15    1990     0.005
BGR  2005   16    1989     0.018
BGR  2005   17    1988     0.040
BGR  2005   18    1987     0.075
BGR  2005   19    1986     0.117
BGR  2005   20    1985     0.167
BGR  2005   21    1984     0.234
BGR  2005   22    1983     0.309
BGR  2005   23    1982     0.388
BGR  2005   24    1981     0.467
BGR  2005   25    1980     0.549
BGR  2005   26    1979     0.636
BGR  2005   27    1978     0.721
BGR  2005   28    1977     0.806
BGR  2005   29    1976     0.887
BGR  2005   30    1975     0.962
BGR  2005   31    1974     1.030
BGR  2005   32    1973     1.092
BGR  2005   33    1972     1.142
BGR  2005   34    1971     1.185
BGR  2005   35    1970     1.219
BGR  2005   36    1969     1.245
BGR  2005   37    1968     1.266
BGR  2005   38    1967     1.281
BGR  2005   39    1966     1.292
BGR  2005   40    1965     1.300
BGR  2005   41    1964     1.305
BGR  2005   42    1963     1.308
BGR  2005   43    1962     1.311
BGR  2005   44    1961     1.312
BGR  2005   45    1960     1.313
BGR  2005   46    1959     1.314
