Cumulative cohort fertility rates (horizontal parallelograms
Last modified: 25/09/2014
Code Cohort  Age     CCFR
CHE  1976    39         .
CHE  1976    40         .
CHE  1976    41         .
CHE  1976    42         .
CHE  1976    43         .
CHE  1976    44         .
CHE  1976    45         .
CHE  1976    46         .
CHE  1976    47         .
CHE  1976    48         .
CHE  1976    49         .
CHE  1976    50         .
CHE  1976    51         .
CHE  1976    52         .
CHE  1976    53         .
CHE  1976    54         .
CHE  1976    55         .
CHE  1977    12     0.000
CHE  1977    13     0.000
CHE  1977    14     0.000
CHE  1977    15     0.000
CHE  1977    16     0.000
CHE  1977    17     0.001
CHE  1977    18     0.005
CHE  1977    19     0.012
CHE  1977    20     0.028
CHE  1977    21     0.053
CHE  1977    22     0.089
CHE  1977    23     0.136
CHE  1977    24     0.190
CHE  1977    25     0.249
CHE  1977    26     0.319
CHE  1977    27     0.397
CHE  1977    28     0.481
CHE  1977    29     0.578
CHE  1977    30     0.679
CHE  1977    31     0.790
CHE  1977    32     0.902
CHE  1977    33     1.014
CHE  1977    34     1.125
CHE  1977    35         .
CHE  1977    36         .
CHE  1977    37         .
CHE  1977    38         .
CHE  1977    39         .
CHE  1977    40         .
CHE  1977    41         .
CHE  1977    42         .
CHE  1977    43         .
CHE  1977    44         .
CHE  1977    45         .
CHE  1977    46         .
CHE  1977    47         .
CHE  1977    48         .
CHE  1977    49         .
CHE  1977    50         .
CHE  1977    51         .
CHE  1977    52         .
CHE  1977    53         .
CHE  1977    54         .
CHE  1977    55         .
CHE  1978    12     0.000
CHE  1978    13     0.000
CHE  1978    14     0.000
CHE  1978    15     0.000
CHE  1978    16     0.000
CHE  1978    17     0.001
CHE  1978    18     0.004
CHE  1978    19     0.013
CHE  1978    20     0.030
CHE  1978    21     0.056
CHE  1978    22     0.093
CHE  1978    23     0.136
CHE  1978    24     0.186
CHE  1978    25     0.244
CHE  1978    26     0.312
CHE  1978    27     0.388
CHE  1978    28     0.473
CHE  1978    29     0.567
CHE  1978    30     0.674
CHE  1978    31     0.783
CHE  1978    32     0.897
CHE  1978    33     1.014
CHE  1978    34         .
CHE  1978    35         .
CHE  1978    36         .
CHE  1978    37         .
CHE  1978    38         .
CHE  1978    39         .
CHE  1978    40         .
CHE  1978    41         .
CHE  1978    42         .
CHE  1978    43         .
CHE  1978    44         .
CHE  1978    45         .
CHE  1978    46         .
CHE  1978    47         .
CHE  1978    48         .
CHE  1978    49         .
CHE  1978    50         .
CHE  1978    51         .
CHE  1978    52         .
CHE  1978    53         .
CHE  1978    54         .
CHE  1978    55         .
CHE  1979    12     0.000
CHE  1979    13     0.000
CHE  1979    14     0.000
CHE  1979    15     0.000
CHE  1979    16     0.000
CHE  1979    17     0.001
CHE  1979    18     0.003
CHE  1979    19     0.012
CHE  1979    20     0.029
CHE  1979    21     0.055
CHE  1979    22     0.089
CHE  1979    23     0.130
CHE  1979    24     0.178
CHE  1979    25     0.236
CHE  1979    26     0.302
CHE  1979    27     0.378
CHE  1979    28     0.461
CHE  1979    29     0.557
CHE  1979    30     0.657
CHE  1979    31     0.769
CHE  1979    32     0.885
CHE  1979    33         .
CHE  1979    34         .
CHE  1979    35         .
CHE  1979    36         .
CHE  1979    37         .
CHE  1979    38         .
CHE  1979    39         .
CHE  1979    40         .
CHE  1979    41         .
CHE  1979    42         .
CHE  1979    43         .
CHE  1979    44         .
CHE  1979    45         .
CHE  1979    46         .
CHE  1979    47         .
CHE  1979    48         .
CHE  1979    49         .
CHE  1979    50         .
CHE  1979    51         .
CHE  1979    52         .
CHE  1979    53         .
CHE  1979    54         .
CHE  1979    55         .
CHE  1980    12     0.000
CHE  1980    13     0.000
CHE  1980    14     0.000
CHE  1980    15     0.000
CHE  1980    16     0.000
CHE  1980    17     0.001
CHE  1980    18     0.005
CHE  1980    19     0.013
CHE  1980    20     0.029
CHE  1980    21     0.053
CHE  1980    22     0.086
CHE  1980    23     0.126
CHE  1980    24     0.174
CHE  1980    25     0.228
CHE  1980    26     0.292
CHE  1980    27     0.368
CHE  1980    28     0.452
CHE  1980    29     0.547
CHE  1980    30     0.650
CHE  1980    31     0.760
CHE  1980    32         .
CHE  1980    33         .
CHE  1980    34         .
CHE  1980    35         .
CHE  1980    36         .
CHE  1980    37         .
CHE  1980    38         .
CHE  1980    39         .
CHE  1980    40         .
CHE  1980    41         .
CHE  1980    42         .
CHE  1980    43         .
CHE  1980    44         .
CHE  1980    45         .
CHE  1980    46         .
CHE  1980    47         .
CHE  1980    48         .
CHE  1980    49         .
CHE  1980    50         .
CHE  1980    51         .
CHE  1980    52         .
CHE  1980    53         .
CHE  1980    54         .
CHE  1980    55         .
CHE  1981    12     0.000
CHE  1981    13     0.000
CHE  1981    14     0.000
CHE  1981    15     0.000
CHE  1981    16     0.000
CHE  1981    17     0.001
CHE  1981    18     0.005
CHE  1981    19     0.013
CHE  1981    20     0.028
CHE  1981    21     0.051
CHE  1981    22     0.083
CHE  1981    23     0.122
CHE  1981    24     0.168
CHE  1981    25     0.223
CHE  1981    26     0.288
CHE  1981    27     0.361
CHE  1981    28     0.444
CHE  1981    29     0.538
CHE  1981    30     0.643
CHE  1981    31         .
CHE  1981    32         .
CHE  1981    33         .
CHE  1981    34         .
CHE  1981    35         .
CHE  1981    36         .
CHE  1981    37         .
CHE  1981    38         .
CHE  1981    39         .
CHE  1981    40         .
CHE  1981    41         .
CHE  1981    42         .
CHE  1981    43         .
CHE  1981    44         .
CHE  1981    45         .
CHE  1981    46         .
CHE  1981    47         .
CHE  1981    48         .
CHE  1981    49         .
CHE  1981    50         .
CHE  1981    51         .
CHE  1981    52         .
CHE  1981    53         .
CHE  1981    54         .
CHE  1981    55         .
CHE  1982    12     0.000
CHE  1982    13     0.000
CHE  1982    14     0.000
CHE  1982    15     0.000
CHE  1982    16     0.000
CHE  1982    17     0.002
CHE  1982    18     0.005
CHE  1982    19     0.013
CHE  1982    20     0.028
CHE  1982    21     0.051
CHE  1982    22     0.081
CHE  1982    23     0.119
CHE  1982    24     0.166
CHE  1982    25     0.221
CHE  1982    26     0.284
CHE  1982    27     0.357
CHE  1982    28     0.438
CHE  1982    29     0.532
CHE  1982    30         .
CHE  1982    31         .
CHE  1982    32         .
CHE  1982    33         .
CHE  1982    34         .
CHE  1982    35         .
CHE  1982    36         .
CHE  1982    37         .
CHE  1982    38         .
CHE  1982    39         .
CHE  1982    40         .
CHE  1982    41         .
CHE  1982    42         .
CHE  1982    43         .
CHE  1982    44         .
CHE  1982    45         .
CHE  1982    46         .
CHE  1982    47         .
CHE  1982    48         .
CHE  1982    49         .
CHE  1982    50         .
CHE  1982    51         .
CHE  1982    52         .
CHE  1982    53         .
CHE  1982    54         .
CHE  1982    55         .
CHE  1983    12     0.000
CHE  1983    13     0.000
CHE  1983    14     0.000
CHE  1983    15     0.000
CHE  1983    16     0.000
CHE  1983    17     0.002
CHE  1983    18     0.005
CHE  1983    19     0.013
CHE  1983    20     0.028
CHE  1983    21     0.050
CHE  1983    22     0.080
CHE  1983    23     0.118
CHE  1983    24     0.164
CHE  1983    25     0.217
CHE  1983    26     0.279
CHE  1983    27     0.350
CHE  1983    28     0.434
CHE  1983    29         .
CHE  1983    30         .
CHE  1983    31         .
CHE  1983    32         .
CHE  1983    33         .
CHE  1983    34         .
CHE  1983    35         .
CHE  1983    36         .
CHE  1983    37         .
CHE  1983    38         .
CHE  1983    39         .
CHE  1983    40         .
CHE  1983    41         .
CHE  1983    42         .
CHE  1983    43         .
CHE  1983    44         .
CHE  1983    45         .
CHE  1983    46         .
CHE  1983    47         .
CHE  1983    48         .
CHE  1983    49         .
CHE  1983    50         .
CHE  1983    51         .
CHE  1983    52         .
CHE  1983    53         .
CHE  1983    54         .
CHE  1983    55         .
CHE  1984    12     0.000
CHE  1984    13     0.000
CHE  1984    14     0.000
CHE  1984    15     0.000
CHE  1984    16     0.000
CHE  1984    17     0.001
CHE  1984    18     0.005
CHE  1984    19     0.012
CHE  1984    20     0.026
CHE  1984    21     0.048
CHE  1984    22     0.077
CHE  1984    23     0.112
CHE  1984    24     0.155
CHE  1984    25     0.206
CHE  1984    26     0.268
CHE  1984    27     0.339
CHE  1984    28         .
CHE  1984    29         .
CHE  1984    30         .
CHE  1984    31         .
CHE  1984    32         .
CHE  1984    33         .
CHE  1984    34         .
CHE  1984    35         .
CHE  1984    36         .
CHE  1984    37         .
CHE  1984    38         .
CHE  1984    39         .
CHE  1984    40         .
CHE  1984    41         .
CHE  1984    42         .
CHE  1984    43         .
CHE  1984    44         .
CHE  1984    45         .
CHE  1984    46         .
CHE  1984    47         .
CHE  1984    48         .
CHE  1984    49         .
CHE  1984    50         .
CHE  1984    51         .
CHE  1984    52         .
CHE  1984    53         .
CHE  1984    54         .
CHE  1984    55         .
CHE  1985    12     0.000
CHE  1985    13     0.000
CHE  1985    14     0.000
CHE  1985    15     0.000
CHE  1985    16     0.000
CHE  1985    17     0.002
CHE  1985    18     0.005
CHE  1985    19     0.013
CHE  1985    20     0.027
CHE  1985    21     0.047
CHE  1985    22     0.074
CHE  1985    23     0.110
CHE  1985    24     0.151
CHE  1985    25     0.202
CHE  1985    26     0.263
CHE  1985    27         .
CHE  1985    28         .
CHE  1985    29         .
CHE  1985    30         .
CHE  1985    31         .
CHE  1985    32         .
CHE  1985    33         .
CHE  1985    34         .
CHE  1985    35         .
CHE  1985    36         .
CHE  1985    37         .
CHE  1985    38         .
CHE  1985    39         .
CHE  1985    40         .
CHE  1985    41         .
CHE  1985    42         .
CHE  1985    43         .
CHE  1985    44         .
CHE  1985    45         .
CHE  1985    46         .
CHE  1985    47         .
CHE  1985    48         .
CHE  1985    49         .
CHE  1985    50         .
CHE  1985    51         .
CHE  1985    52         .
CHE  1985    53         .
CHE  1985    54         .
CHE  1985    55         .
CHE  1986    12     0.000
CHE  1986    13     0.000
CHE  1986    14     0.000
CHE  1986    15     0.000
CHE  1986    16     0.000
CHE  1986    17     0.002
CHE  1986    18     0.005
CHE  1986    19     0.011
CHE  1986    20     0.024
CHE  1986    21     0.044
CHE  1986    22     0.071
CHE  1986    23     0.105
CHE  1986    24     0.148
CHE  1986    25     0.200
CHE  1986    26         .
CHE  1986    27         .
CHE  1986    28         .
CHE  1986    29         .
CHE  1986    30         .
CHE  1986    31         .
CHE  1986    32         .
CHE  1986    33         .
CHE  1986    34         .
CHE  1986    35         .
CHE  1986    36         .
CHE  1986    37         .
CHE  1986    38         .
CHE  1986    39         .
CHE  1986    40         .
CHE  1986    41         .
CHE  1986    42         .
CHE  1986    43         .
CHE  1986    44         .
CHE  1986    45         .
CHE  1986    46         .
CHE  1986    47         .
CHE  1986    48         .
CHE  1986    49         .
CHE  1986    50         .
CHE  1986    51         .
CHE  1986    52         .
CHE  1986    53         .
CHE  1986    54         .
CHE  1986    55         .
CHE  1987    12     0.000
CHE  1987    13     0.000
CHE  1987    14     0.000
CHE  1987    15     0.000
CHE  1987    16     0.000
CHE  1987    17     0.001
CHE  1987    18     0.004
CHE  1987    19     0.011
CHE  1987    20     0.023
CHE  1987    21     0.042
CHE  1987    22     0.069
CHE  1987    23     0.101
CHE  1987    24     0.141
CHE  1987    25         .
CHE  1987    26         .
CHE  1987    27         .
CHE  1987    28         .
CHE  1987    29         .
CHE  1987    30         .
CHE  1987    31         .
CHE  1987    32         .
CHE  1987    33         .
CHE  1987    34         .
CHE  1987    35         .
CHE  1987    36         .
CHE  1987    37         .
CHE  1987    38         .
CHE  1987    39         .
CHE  1987    40         .
CHE  1987    41         .
CHE  1987    42         .
CHE  1987    43         .
CHE  1987    44         .
CHE  1987    45         .
CHE  1987    46         .
CHE  1987    47         .
CHE  1987    48         .
CHE  1987    49         .
CHE  1987    50         .
CHE  1987    51         .
CHE  1987    52         .
CHE  1987    53         .
CHE  1987    54         .
CHE  1987    55         .
CHE  1988    12     0.000
CHE  1988    13     0.000
CHE  1988    14     0.000
CHE  1988    15     0.000
CHE  1988    16     0.000
CHE  1988    17     0.001
CHE  1988    18     0.004
CHE  1988    19     0.010
CHE  1988    20     0.022
CHE  1988    21     0.040
CHE  1988    22     0.065
CHE  1988    23     0.097
CHE  1988    24         .
CHE  1988    25         .
CHE  1988    26         .
CHE  1988    27         .
CHE  1988    28         .
CHE  1988    29         .
CHE  1988    30         .
CHE  1988    31         .
CHE  1988    32         .
CHE  1988    33         .
CHE  1988    34         .
CHE  1988    35         .
CHE  1988    36         .
CHE  1988    37         .
CHE  1988    38         .
CHE  1988    39         .
CHE  1988    40         .
CHE  1988    41         .
CHE  1988    42         .
CHE  1988    43         .
CHE  1988    44         .
CHE  1988    45         .
CHE  1988    46         .
CHE  1988    47         .
CHE  1988    48         .
CHE  1988    49         .
CHE  1988    50         .
CHE  1988    51         .
CHE  1988    52         .
CHE  1988    53         .
CHE  1988    54         .
CHE  1988    55         .
CHE  1989    12     0.000
CHE  1989    13     0.000
CHE  1989    14     0.000
CHE  1989    15     0.000
CHE  1989    16     0.001
CHE  1989    17     0.002
CHE  1989    18     0.004
CHE  1989    19     0.010
CHE  1989    20     0.021
CHE  1989    21     0.039
CHE  1989    22     0.063
CHE  1989    23         .
CHE  1989    24         .
CHE  1989    25         .
CHE  1989    26         .
CHE  1989    27         .
CHE  1989    28         .
CHE  1989    29         .
CHE  1989    30         .
CHE  1989    31         .
CHE  1989    32         .
CHE  1989    33         .
CHE  1989    34         .
CHE  1989    35         .
CHE  1989    36         .
CHE  1989    37         .
CHE  1989    38         .
CHE  1989    39         .
CHE  1989    40         .
CHE  1989    41         .
CHE  1989    42         .
CHE  1989    43         .
CHE  1989    44         .
CHE  1989    45         .
CHE  1989    46         .
CHE  1989    47         .
CHE  1989    48         .
CHE  1989    49         .
CHE  1989    50         .
CHE  1989    51         .
CHE  1989    52         .
CHE  1989    53         .
CHE  1989    54         .
CHE  1989    55         .
CHE  1990    12     0.000
CHE  1990    13     0.000
CHE  1990    14     0.000
CHE  1990    15     0.000
CHE  1990    16     0.000
CHE  1990    17     0.002
CHE  1990    18     0.004
CHE  1990    19     0.010
CHE  1990    20     0.021
CHE  1990    21     0.037
CHE  1990    22         .
CHE  1990    23         .
CHE  1990    24         .
CHE  1990    25         .
CHE  1990    26         .
CHE  1990    27         .
CHE  1990    28         .
CHE  1990    29         .
CHE  1990    30         .
CHE  1990    31         .
CHE  1990    32         .
CHE  1990    33         .
CHE  1990    34         .
CHE  1990    35         .
CHE  1990    36         .
CHE  1990    37         .
CHE  1990    38         .
CHE  1990    39         .
CHE  1990    40         .
CHE  1990    41         .
CHE  1990    42         .
CHE  1990    43         .
CHE  1990    44         .
CHE  1990    45         .
CHE  1990    46         .
CHE  1990    47         .
CHE  1990    48         .
CHE  1990    49         .
CHE  1990    50         .
CHE  1990    51         .
