Female population exposure by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 25/09/2014
Code Year    ARDY   Cohort       Exposure
DEUTNP  1963     37     1926       516916.50
DEUTNP  1963     38     1925       541392.17
DEUTNP  1963     39     1924       527366.83
DEUTNP  1963     40     1923       532335.83
DEUTNP  1963     41     1922       564146.33
DEUTNP  1963     42     1921       603030.33
DEUTNP  1963     43     1920       615931.83
DEUTNP  1963     44     1919       469290.33
DEUTNP  1963     45     1918       312765.00
DEUTNP  1963     46     1917       299314.00
DEUTNP  1963     47     1916       335231.33
DEUTNP  1963     48     1915       449933.67
DEUTNP  1963     49     1914       578870.83
DEUTNP  1963     50     1913       590984.33
DEUTNP  1963     51     1912       606311.00
DEUTNP  1963     52     1911       579286.33
DEUTNP  1963     53     1910       603526.17
DEUTNP  1963     54     1909       616142.00
DEUTNP  1963     55     1908       610459.50
DEUTNP  1964     12     1952       260136.68
DEUTNP  1964     13     1951       504696.07
DEUTNP  1964     14     1950       508382.25
DEUTNP  1964     15     1949       495094.12
DEUTNP  1964     16     1948       462138.84
DEUTNP  1964     17     1947       440962.14
DEUTNP  1964     18     1946       396840.13
DEUTNP  1964     19     1945       361058.67
DEUTNP  1964     20     1944       496182.17
DEUTNP  1964     21     1943       509602.67
DEUTNP  1964     22     1942       495522.67
DEUTNP  1964     23     1941       607483.00
DEUTNP  1964     24     1940       649655.00
DEUTNP  1964     25     1939       643306.33
DEUTNP  1964     26     1938       604571.33
DEUTNP  1964     27     1937       570005.50
DEUTNP  1964     28     1936       570537.83
DEUTNP  1964     29     1935       562503.83
DEUTNP  1964     30     1934       533012.83
DEUTNP  1964     31     1933       436430.17
DEUTNP  1964     32     1932       444070.17
DEUTNP  1964     33     1931       462645.83
DEUTNP  1964     34     1930       500921.00
DEUTNP  1964     35     1929       496048.00
DEUTNP  1964     36     1928       506517.83
DEUTNP  1964     37     1927       492801.33
DEUTNP  1964     38     1926       516246.33
DEUTNP  1964     39     1925       539438.50
DEUTNP  1964     40     1924       526415.00
DEUTNP  1964     41     1923       531001.50
DEUTNP  1964     42     1922       562786.50
DEUTNP  1964     43     1921       601849.33
DEUTNP  1964     44     1920       613441.00
DEUTNP  1964     45     1919       466947.83
DEUTNP  1964     46     1918       310525.00
DEUTNP  1964     47     1917       297645.83
DEUTNP  1964     48     1916       333434.50
DEUTNP  1964     49     1915       447681.00
DEUTNP  1964     50     1914       576599.17
DEUTNP  1964     51     1913       588486.67
DEUTNP  1964     52     1912       603282.67
DEUTNP  1964     53     1911       576216.33
DEUTNP  1964     54     1910       599543.83
DEUTNP  1964     55     1909       611764.00
DEUTNP  1965     12     1953       259804.31
DEUTNP  1965     13     1952       508278.68
DEUTNP  1965     14     1951       504121.11
DEUTNP  1965     15     1950       508831.31
DEUTNP  1965     16     1949       495651.40
DEUTNP  1965     17     1948       462685.80
DEUTNP  1965     18     1947       443446.61
DEUTNP  1965     19     1946       400174.21
DEUTNP  1965     20     1945       363788.83
DEUTNP  1965     21     1944       498916.00
DEUTNP  1965     22     1943       511722.83
DEUTNP  1965     23     1942       496934.50
DEUTNP  1965     24     1941       609323.00
DEUTNP  1965     25     1940       650792.17
DEUTNP  1965     26     1939       644061.00
DEUTNP  1965     27     1938       604761.67
DEUTNP  1965     28     1937       570841.00
DEUTNP  1965     29     1936       570125.83
DEUTNP  1965     30     1935       561963.17
DEUTNP  1965     31     1934       532234.17
DEUTNP  1965     32     1933       435916.00
DEUTNP  1965     33     1932       443677.50
DEUTNP  1965     34     1931       462832.67
DEUTNP  1965     35     1930       500256.00
DEUTNP  1965     36     1929       495979.33
DEUTNP  1965     37     1928       506384.33
DEUTNP  1965     38     1927       492200.83
DEUTNP  1965     39     1926       515757.00
DEUTNP  1965     40     1925       537568.17
DEUTNP  1965     41     1924       525570.00
DEUTNP  1965     42     1923       529724.17
DEUTNP  1965     43     1922       561544.50
DEUTNP  1965     44     1921       600648.00
DEUTNP  1965     45     1920       610877.67
DEUTNP  1965     46     1919       464458.50
DEUTNP  1965     47     1918       308241.17
DEUTNP  1965     48     1917       295969.33
DEUTNP  1965     49     1916       331600.50
DEUTNP  1965     50     1915       445221.83
DEUTNP  1965     51     1914       574142.83
DEUTNP  1965     52     1913       585756.67
DEUTNP  1965     53     1912       600042.00
DEUTNP  1965     54     1911       572873.50
DEUTNP  1965     55     1910       595285.33
DEUTNP  1966     12     1954       264671.87
DEUTNP  1966     13     1953       506660.02
DEUTNP  1966     14     1952       509320.24
DEUTNP  1966     15     1951       505502.13
DEUTNP  1966     16     1950       510557.50
DEUTNP  1966     17     1949       497839.34
DEUTNP  1966     18     1948       466218.81
DEUTNP  1966     19     1947       448582.08
DEUTNP  1966     20     1946       405604.07
DEUTNP  1966     21     1945       368288.67
DEUTNP  1966     22     1944       502754.00
DEUTNP  1966     23     1943       514977.00
DEUTNP  1966     24     1942       499931.67
DEUTNP  1966     25     1941       611684.17
DEUTNP  1966     26     1940       653037.50
DEUTNP  1966     27     1939       645921.33
DEUTNP  1966     28     1938       606561.83
DEUTNP  1966     29     1937       572473.67
DEUTNP  1966     30     1936       571659.83
DEUTNP  1966     31     1935       563408.17
DEUTNP  1966     32     1934       533514.50
DEUTNP  1966     33     1933       437289.83
DEUTNP  1966     34     1932       444998.83
DEUTNP  1966     35     1931       463946.83
DEUTNP  1966     36     1930       501347.83
DEUTNP  1966     37     1929       496910.83
DEUTNP  1966     38     1928       507005.00
DEUTNP  1966     39     1927       492760.67
DEUTNP  1966     40     1926       516220.50
DEUTNP  1966     41     1925       537764.50
DEUTNP  1966     42     1924       525587.17
DEUTNP  1966     43     1923       529554.50
DEUTNP  1966     44     1922       561199.50
DEUTNP  1966     45     1921       599858.33
DEUTNP  1966     46     1920       609855.00
DEUTNP  1966     47     1919       463481.83
DEUTNP  1966     48     1918       307546.67
DEUTNP  1966     49     1917       295220.83
DEUTNP  1966     50     1916       330590.33
DEUTNP  1966     51     1915       443658.17
DEUTNP  1966     52     1914       571984.33
DEUTNP  1966     53     1913       583304.50
DEUTNP  1966     54     1912       597103.33
DEUTNP  1966     55     1911       569897.33
DEUTNP  1967     12     1955       264537.66
DEUTNP  1967     13     1954       517452.10
DEUTNP  1967     14     1953       507377.73
DEUTNP  1967     15     1952       510152.37
DEUTNP  1967     16     1951       506462.41
DEUTNP  1967     17     1950       511718.03
DEUTNP  1967     18     1949       499482.45
DEUTNP  1967     19     1948       468956.01
DEUTNP  1967     20     1947       451066.71
DEUTNP  1967     21     1946       407725.14
DEUTNP  1967     22     1945       369279.67
DEUTNP  1967     23     1944       503187.50
DEUTNP  1967     24     1943       514888.67
DEUTNP  1967     25     1942       499564.67
DEUTNP  1967     26     1941       611055.83
DEUTNP  1967     27     1940       651804.83
DEUTNP  1967     28     1939       644866.33
DEUTNP  1967     29     1938       605578.33
DEUTNP  1967     30     1937       571359.17
DEUTNP  1967     31     1936       570721.83
DEUTNP  1967     32     1935       562477.50
DEUTNP  1967     33     1934       532636.33
DEUTNP  1967     34     1933       436718.33
DEUTNP  1967     35     1932       444465.67
DEUTNP  1967     36     1931       463410.33
DEUTNP  1967     37     1930       500795.83
DEUTNP  1967     38     1929       496376.83
DEUTNP  1967     39     1928       506355.33
DEUTNP  1967     40     1927       492131.00
DEUTNP  1967     41     1926       515492.00
DEUTNP  1967     42     1925       536918.00
DEUTNP  1967     43     1924       524616.00
DEUTNP  1967     44     1923       528536.17
DEUTNP  1967     45     1922       559994.33
DEUTNP  1967     46     1921       598362.50
DEUTNP  1967     47     1920       608188.17
DEUTNP  1967     48     1919       462036.17
DEUTNP  1967     49     1918       306442.33
DEUTNP  1967     50     1917       294134.17
DEUTNP  1967     51     1916       329256.17
DEUTNP  1967     52     1915       441721.17
DEUTNP  1967     53     1914       569452.17
DEUTNP  1967     54     1913       580508.00
DEUTNP  1967     55     1912       593794.33
DEUTNP  1968     12     1956       272306.10
DEUTNP  1968     13     1955       518473.47
DEUTNP  1968     14     1954       518260.98
DEUTNP  1968     15     1953       508478.08
DEUTNP  1968     16     1952       511489.90
DEUTNP  1968     17     1951       508036.82
DEUTNP  1968     18     1950       515232.15
DEUTNP  1968     19     1949       503533.57
DEUTNP  1968     20     1948       472658.52
DEUTNP  1968     21     1947       453604.55
DEUTNP  1968     22     1946       409095.49
DEUTNP  1968     23     1945       370152.33
DEUTNP  1968     24     1944       503277.00
DEUTNP  1968     25     1943       514675.00
DEUTNP  1968     26     1942       498984.50
DEUTNP  1968     27     1941       610341.50
DEUTNP  1968     28     1940       650685.17
DEUTNP  1968     29     1939       643962.67
DEUTNP  1968     30     1938       604751.00
DEUTNP  1968     31     1937       570458.50
DEUTNP  1968     32     1936       569983.33
DEUTNP  1968     33     1935       561651.33
DEUTNP  1968     34     1934       532161.17
DEUTNP  1968     35     1933       436327.50
DEUTNP  1968     36     1932       444017.00
DEUTNP  1968     37     1931       462926.50
DEUTNP  1968     38     1930       500323.33
DEUTNP  1968     39     1929       495760.67
DEUTNP  1968     40     1928       505711.17
DEUTNP  1968     41     1927       491394.00
DEUTNP  1968     42     1926       514654.33
DEUTNP  1968     43     1925       535854.33
DEUTNP  1968     44     1924       523524.50
DEUTNP  1968     45     1923       527361.67
DEUTNP  1968     46     1922       558578.17
DEUTNP  1968     47     1921       596673.50
DEUTNP  1968     48     1920       606302.00
DEUTNP  1968     49     1919       460436.50
DEUTNP  1968     50     1918       305217.17
DEUTNP  1968     51     1917       292892.83
DEUTNP  1968     52     1916       327699.33
DEUTNP  1968     53     1915       439520.50
DEUTNP  1968     54     1914       566627.50
DEUTNP  1968     55     1913       577294.83
DEUTNP  1969     12     1957       278078.00
DEUTNP  1969     13     1956       535074.68
DEUTNP  1969     14     1955       520106.60
DEUTNP  1969     15     1954       520267.89
DEUTNP  1969     16     1953       510961.38
DEUTNP  1969     17     1952       514838.95
DEUTNP  1969     18     1951       514031.98
DEUTNP  1969     19     1950       524459.44
DEUTNP  1969     20     1949       512745.50
DEUTNP  1969     21     1948       480876.35
DEUTNP  1969     22     1947       460876.30
DEUTNP  1969     23     1946       414979.13
DEUTNP  1969     24     1945       375198.83
DEUTNP  1969     25     1944       507441.00
DEUTNP  1969     26     1943       518319.67
DEUTNP  1969     27     1942       502314.50
DEUTNP  1969     28     1941       613047.67
DEUTNP  1969     29     1940       653687.83
DEUTNP  1969     30     1939       646533.67
DEUTNP  1969     31     1938       607313.83
DEUTNP  1969     32     1937       572789.83
DEUTNP  1969     33     1936       572221.50
DEUTNP  1969     34     1935       563673.00
DEUTNP  1969     35     1934       534207.50
DEUTNP  1969     36     1933       438209.00
DEUTNP  1969     37     1932       445623.67
DEUTNP  1969     38     1931       464180.17
DEUTNP  1969     39     1930       501569.17
DEUTNP  1969     40     1929       496492.00
DEUTNP  1969     41     1928       506231.83
DEUTNP  1969     42     1927       491530.33
DEUTNP  1969     43     1926       514746.00
DEUTNP  1969     44     1925       535500.17
DEUTNP  1969     45     1924       523042.17
DEUTNP  1969     46     1923       526619.17
DEUTNP  1969     47     1922       557592.50
DEUTNP  1969     48     1921       595195.50
DEUTNP  1969     49     1920       604578.00
DEUTNP  1969     50     1919       458909.50
DEUTNP  1969     51     1918       304087.67
DEUTNP  1969     52     1917       291659.33
DEUTNP  1969     53     1916       326168.50
DEUTNP  1969     54     1915       437302.33
DEUTNP  1969     55     1914       563632.67
DEUTNP  1970     12     1958       280965.86
DEUTNP  1970     13     1957       546667.06
DEUTNP  1970     14     1956       535152.95
DEUTNP  1970     15     1955       521196.92
DEUTNP  1970     16     1954       524360.71
DEUTNP  1970     17     1953       513742.85
DEUTNP  1970     18     1952       519358.76
DEUTNP  1970     19     1951       519474.51
DEUTNP  1970     20     1950       529226.03
DEUTNP  1970     21     1949       515713.31
DEUTNP  1970     22     1948       483005.09
DEUTNP  1970     23     1947       462673.80
DEUTNP  1970     24     1946       416017.25
DEUTNP  1970     25     1945       376091.50
DEUTNP  1970     26     1944       506848.67
DEUTNP  1970     27     1943       517274.00
DEUTNP  1970     28     1942       502878.50
DEUTNP  1970     29     1941       613742.33
DEUTNP  1970     30     1940       656656.00
DEUTNP  1970     31     1939       649027.50
DEUTNP  1970     32     1938       610164.83
DEUTNP  1970     33     1937       575812.67
DEUTNP  1970     34     1936       574427.17
DEUTNP  1970     35     1935       565641.17
DEUTNP  1970     36     1934       535370.50
DEUTNP  1970     37     1933       439403.33
DEUTNP  1970     38     1932       446756.83
DEUTNP  1970     39     1931       464254.00
DEUTNP  1970     40     1930       501675.33
DEUTNP  1970     41     1929       495688.33
DEUTNP  1970     42     1928       504971.83
DEUTNP  1970     43     1927       490694.17
DEUTNP  1970     44     1926       512954.67
DEUTNP  1970     45     1925       533759.33
DEUTNP  1970     46     1924       521339.67
DEUTNP  1970     47     1923       524042.50
DEUTNP  1970     48     1922       554790.83
DEUTNP  1970     49     1921       591747.17
DEUTNP  1970     50     1920       601100.50
DEUTNP  1970     51     1919       455829.00
DEUTNP  1970     52     1918       301929.00
DEUTNP  1970     53     1917       290295.83
DEUTNP  1970     54     1916       323677.67
DEUTNP  1970     55     1915       434282.33
DEUTNP  1971     12     1959       299471.72
DEUTNP  1971     13     1958       555559.03
DEUTNP  1971     14     1957       547555.93
DEUTNP  1971     15     1956       536344.26
DEUTNP  1971     16     1955       523295.54
DEUTNP  1971     17     1954       529426.49
DEUTNP  1971     18     1953       518782.75
DEUTNP  1971     19     1952       526535.53
DEUTNP  1971     20     1951       524772.72
DEUTNP  1971     21     1950       532431.61
DEUTNP  1971     22     1949       516926.47
DEUTNP  1971     23     1948       483793.19
DEUTNP  1971     24     1947       463202.32
DEUTNP  1971     25     1946       415052.52
DEUTNP  1971     26     1945       376126.33
DEUTNP  1971     27     1944       505445.00
DEUTNP  1971     28     1943       515414.50
DEUTNP  1971     29     1942       502681.17
DEUTNP  1971     30     1941       613890.33
DEUTNP  1971     31     1940       658709.17
DEUTNP  1971     32     1939       650923.50
DEUTNP  1971     33     1938       612307.17
DEUTNP  1971     34     1937       578087.67
DEUTNP  1971     35     1936       575962.00
DEUTNP  1971     36     1935       566873.17
DEUTNP  1971     37     1934       535810.67
DEUTNP  1971     38     1933       439910.17
DEUTNP  1971     39     1932       447325.83
DEUTNP  1971     40     1931       463870.00
DEUTNP  1971     41     1930       501250.33
DEUTNP  1971     42     1929       494492.00
DEUTNP  1971     43     1928       503392.00
DEUTNP  1971     44     1927       489583.67
DEUTNP  1971     45     1926       510881.17
DEUTNP  1971     46     1925       531756.17
DEUTNP  1971     47     1924       519416.83
DEUTNP  1971     48     1923       521284.50
DEUTNP  1971     49     1922       551671.33
DEUTNP  1971     50     1921       588104.83
DEUTNP  1971     51     1920       597436.17
DEUTNP  1971     52     1919       452650.33
DEUTNP  1971     53     1918       299698.50
DEUTNP  1971     54     1917       288895.67
DEUTNP  1971     55     1916       321183.83
DEUTNP  1972     12     1960       308259.64
DEUTNP  1972     13     1959       587581.78
DEUTNP  1972     14     1958       558008.88
DEUTNP  1972     15     1957       550583.93
DEUTNP  1972     16     1956       540050.49
DEUTNP  1972     17     1955       527447.61
DEUTNP  1972     18     1954       535644.56
DEUTNP  1972     19     1953       527179.85
DEUTNP  1972     20     1952       536109.08
DEUTNP  1972     21     1951       532616.92
DEUTNP  1972     22     1950       540395.51
DEUTNP  1972     23     1949       523979.27
DEUTNP  1972     24     1948       490602.93
DEUTNP  1972     25     1947       468829.81
DEUTNP  1972     26     1946       419857.95
DEUTNP  1972     27     1945       380433.67
DEUTNP  1972     28     1944       508969.83
DEUTNP  1972     29     1943       518389.17
DEUTNP  1972     30     1942       505493.33
DEUTNP  1972     31     1941       616184.83
DEUTNP  1972     32     1940       661015.17
DEUTNP  1972     33     1939       653010.83
DEUTNP  1972     34     1938       614168.83
DEUTNP  1972     35     1937       579760.83
DEUTNP  1972     36     1936       577369.83
DEUTNP  1972     37     1935       567974.67
DEUTNP  1972     38     1934       536754.17
DEUTNP  1972     39     1933       440762.00
DEUTNP  1972     40     1932       448091.83
DEUTNP  1972     41     1931       464319.33
DEUTNP  1972     42     1930       501579.33
DEUTNP  1972     43     1929       494471.17
DEUTNP  1972     44     1928       503324.00
DEUTNP  1972     45     1927       489217.67
DEUTNP  1972     46     1926       510392.67
DEUTNP  1972     47     1925       530816.50
DEUTNP  1972     48     1924       518462.83
DEUTNP  1972     49     1923       519959.17
DEUTNP  1972     50     1922       549991.67
DEUTNP  1972     51     1921       585963.33
DEUTNP  1972     52     1920       595085.83
DEUTNP  1972     53     1919       450726.83
DEUTNP  1972     54     1918       298232.67
DEUTNP  1972     55     1917       287447.67
DEUTNP  1973     12     1961       318654.39
DEUTNP  1973     13     1960       606103.58
DEUTNP  1973     14     1959       589940.51
DEUTNP  1973     15     1958       561104.76
DEUTNP  1973     16     1957       553958.61
DEUTNP  1973     17     1956       544305.20
DEUTNP  1973     18     1955       533863.57
DEUTNP  1973     19     1954       544945.21
DEUTNP  1973     20     1953       537006.86
DEUTNP  1973     21     1952       545428.33
DEUTNP  1973     22     1951       539726.63
DEUTNP  1973     23     1950       548090.44
DEUTNP  1973     24     1949       530439.60
DEUTNP  1973     25     1948       496452.92
DEUTNP  1973     26     1947       473622.30
DEUTNP  1973     27     1946       423654.44
DEUTNP  1973     28     1945       383956.17
DEUTNP  1973     29     1944       511686.50
DEUTNP  1973     30     1943       520709.00
DEUTNP  1973     31     1942       507740.33
DEUTNP  1973     32     1941       617852.83
DEUTNP  1973     33     1940       662685.67
DEUTNP  1973     34     1939       654526.67
DEUTNP  1973     35     1938       615546.33
DEUTNP  1973     36     1937       580863.50
DEUTNP  1973     37     1936       578070.00
DEUTNP  1973     38     1935       568550.33
DEUTNP  1973     39     1934       537182.83
DEUTNP  1973     40     1933       441209.33
DEUTNP  1973     41     1932       448426.50
DEUTNP  1973     42     1931       464308.67
DEUTNP  1973     43     1930       501428.33
DEUTNP  1973     44     1929       494071.83
DEUTNP  1973     45     1928       502873.67
DEUTNP  1973     46     1927       488505.17
DEUTNP  1973     47     1926       509536.83
DEUTNP  1973     48     1925       529667.17
DEUTNP  1973     49     1924       517203.33
DEUTNP  1973     50     1923       518403.00
DEUTNP  1973     51     1922       548088.00
DEUTNP  1973     52     1921       583588.50
DEUTNP  1973     53     1920       592422.33
DEUTNP  1973     54     1919       448560.33
DEUTNP  1973     55     1918       296585.67
DEUTNP  1974     12     1962       319853.33
DEUTNP  1974     13     1961       627477.63
DEUTNP  1974     14     1960       608346.85
DEUTNP  1974     15     1959       592284.22
DEUTNP  1974     16     1958       563788.53
DEUTNP  1974     17     1957       556613.95
DEUTNP  1974     18     1956       548321.88
DEUTNP  1974     19     1955       540030.22
DEUTNP  1974     20     1954       552066.16
DEUTNP  1974     21     1953       543259.19
DEUTNP  1974     22     1952       550875.30
DEUTNP  1974     23     1951       543792.39
DEUTNP  1974     24     1950       552488.82
DEUTNP  1974     25     1949       533780.08
DEUTNP  1974     26     1948       499282.60
DEUTNP  1974     27     1947       475717.23
DEUTNP  1974     28     1946       425300.23
DEUTNP  1974     29     1945       385274.50
DEUTNP  1974     30     1944       512477.50
DEUTNP  1974     31     1943       521370.67
DEUTNP  1974     32     1942       508373.83
DEUTNP  1974     33     1941       618172.33
DEUTNP  1974     34     1940       662964.50
DEUTNP  1974     35     1939       654714.17
DEUTNP  1974     36     1938       615694.33
DEUTNP  1974     37     1937       580762.83
DEUTNP  1974     38     1936       577827.33
DEUTNP  1974     39     1935       568269.00
DEUTNP  1974     40     1934       536780.83
DEUTNP  1974     41     1933       440906.33
DEUTNP  1974     42     1932       448082.17
DEUTNP  1974     43     1931       463799.50
DEUTNP  1974     44     1930       500617.67
DEUTNP  1974     45     1929       493169.33
DEUTNP  1974     46     1928       501819.67
DEUTNP  1974     47     1927       487330.67
DEUTNP  1974     48     1926       508174.67
DEUTNP  1974     49     1925       528034.17
DEUTNP  1974     50     1924       515527.83
DEUTNP  1974     51     1923       516466.33
DEUTNP  1974     52     1922       545750.83
DEUTNP  1974     53     1921       580982.33
DEUTNP  1974     54     1920       589395.50
DEUTNP  1974     55     1919       446123.50
DEUTNP  1975     12     1963       332536.93
DEUTNP  1975     13     1962       629541.93
DEUTNP  1975     14     1961       628192.12
DEUTNP  1975     15     1960       609371.30
DEUTNP  1975     16     1959       593134.29
DEUTNP  1975     17     1958       564544.47
DEUTNP  1975     18     1957       557666.94
DEUTNP  1975     19     1956       550349.57
DEUTNP  1975     20     1955       542258.75
DEUTNP  1975     21     1954       553346.87
DEUTNP  1975     22     1953       543613.03
DEUTNP  1975     23     1952       550749.30
DEUTNP  1975     24     1951       543044.31
DEUTNP  1975     25     1950       551554.72
DEUTNP  1975     26     1949       532516.91
DEUTNP  1975     27     1948       497699.74
DEUTNP  1975     28     1947       473920.08
DEUTNP  1975     29     1946       423551.42
DEUTNP  1975     30     1945       383496.50
DEUTNP  1975     31     1944       510669.17
DEUTNP  1975     32     1943       519572.83
DEUTNP  1975     33     1942       506580.33
DEUTNP  1975     34     1941       616561.17
DEUTNP  1975     35     1940       661159.33
DEUTNP  1975     36     1939       652977.17
DEUTNP  1975     37     1938       613986.67
DEUTNP  1975     38     1937       579156.83
DEUTNP  1975     39     1936       576203.83
DEUTNP  1975     40     1935       566685.33
DEUTNP  1975     41     1934       535222.17
DEUTNP  1975     42     1933       439447.83
DEUTNP  1975     43     1932       446604.83
DEUTNP  1975     44     1931       462335.50
DEUTNP  1975     45     1930       498984.67
DEUTNP  1975     46     1929       491541.50
DEUTNP  1975     47     1928       500054.50
DEUTNP  1975     48     1927       485584.50
DEUTNP  1975     49     1926       506184.33
DEUTNP  1975     50     1925       525863.67
DEUTNP  1975     51     1924       513328.83
DEUTNP  1975     52     1923       514008.33
DEUTNP  1975     53     1922       543001.67
DEUTNP  1975     54     1921       577952.17
DEUTNP  1975     55     1920       585866.50
DEUTNP  1976     12     1964       334861.63
DEUTNP  1976     13     1963       650302.66
DEUTNP  1976     14     1962       629864.73
DEUTNP  1976     15     1961       628613.37
DEUTNP  1976     16     1960       609795.77
DEUTNP  1976     17     1959       593444.50
DEUTNP  1976     18     1958       565151.66
DEUTNP  1976     19     1957       558628.58
DEUTNP  1976     20     1956       551717.40
DEUTNP  1976     21     1955       542827.53
DEUTNP  1976     22     1954       552912.79
DEUTNP  1976     23     1953       542556.61
DEUTNP  1976     24     1952       549098.00
DEUTNP  1976     25     1951       540963.13
DEUTNP  1976     26     1950       549142.09
DEUTNP  1976     27     1949       529803.35
DEUTNP  1976     28     1948       494851.33
DEUTNP  1976     29     1947       471075.46
DEUTNP  1976     30     1946       420676.92
DEUTNP  1976     31     1945       381002.00
DEUTNP  1976     32     1944       508347.00
DEUTNP  1976     33     1943       517244.67
DEUTNP  1976     34     1942       504350.00
DEUTNP  1976     35     1941       614552.33
DEUTNP  1976     36     1940       658891.67
DEUTNP  1976     37     1939       650915.50
DEUTNP  1976     38     1938       611997.50
DEUTNP  1976     39     1937       577283.67
DEUTNP  1976     40     1936       574336.17
DEUTNP  1976     41     1935       564932.00
DEUTNP  1976     42     1934       533398.83
DEUTNP  1976     43     1933       437794.33
DEUTNP  1976     44     1932       444859.33
DEUTNP  1976     45     1931       460651.00
DEUTNP  1976     46     1930       497163.33
DEUTNP  1976     47     1929       489794.83
DEUTNP  1976     48     1928       498100.17
DEUTNP  1976     49     1927       483611.67
DEUTNP  1976     50     1926       504077.83
DEUTNP  1976     51     1925       523493.83
DEUTNP  1976     52     1924       510877.33
DEUTNP  1976     53     1923       511410.33
DEUTNP  1976     54     1922       540041.50
DEUTNP  1976     55     1921       574706.17
DEUTNP  1977     12     1965       326609.52
DEUTNP  1977     13     1964       652970.90
DEUTNP  1977     14     1963       651054.53
DEUTNP  1977     15     1962       630759.17
DEUTNP  1977     16     1961       629512.26
DEUTNP  1977     17     1960       611058.94
DEUTNP  1977     18     1959       595167.60
DEUTNP  1977     19     1958       567247.81
DEUTNP  1977     20     1957       560998.40
DEUTNP  1977     21     1956       553593.65
DEUTNP  1977     22     1955       543931.09
DEUTNP  1977     23     1954       553313.32
DEUTNP  1977     24     1953       542442.47
DEUTNP  1977     25     1952       548317.59
DEUTNP  1977     26     1951       539654.92
DEUTNP  1977     27     1950       547792.26
DEUTNP  1977     28     1949       528253.25
DEUTNP  1977     29     1948       493133.44
DEUTNP  1977     30     1947       469197.99
DEUTNP  1977     31     1946       418731.61
DEUTNP  1977     32     1945       379364.17
DEUTNP  1977     33     1944       506752.50
DEUTNP  1977     34     1943       515938.67
DEUTNP  1977     35     1942       502980.00
DEUTNP  1977     36     1941       613305.00
DEUTNP  1977     37     1940       657474.17
DEUTNP  1977     38     1939       649725.00
DEUTNP  1977     39     1938       610755.00
DEUTNP  1977     40     1937       576125.33
DEUTNP  1977     41     1936       573075.83
DEUTNP  1977     42     1935       563761.83
DEUTNP  1977     43     1934       532007.83
DEUTNP  1977     44     1933       436606.00
DEUTNP  1977     45     1932       443603.17
DEUTNP  1977     46     1931       459386.50
DEUTNP  1977     47     1930       495625.67
DEUTNP  1977     48     1929       488280.50
DEUTNP  1977     49     1928       496344.00
DEUTNP  1977     50     1927       481824.33
DEUTNP  1977     51     1926       502027.00
DEUTNP  1977     52     1925       521186.17
DEUTNP  1977     53     1924       508510.33
DEUTNP  1977     54     1923       508897.67
DEUTNP  1977     55     1922       537206.50
DEUTNP  1978     12     1966       324539.59
DEUTNP  1978     13     1965       637884.91
DEUTNP  1978     14     1964       654234.70
DEUTNP  1978     15     1963       652463.79
DEUTNP  1978     16     1962       632202.63
DEUTNP  1978     17     1961       630892.39
DEUTNP  1978     18     1960       613650.32
DEUTNP  1978     19     1959       598068.11
DEUTNP  1978     20     1958       570206.52
DEUTNP  1978     21     1957       563466.05
DEUTNP  1978     22     1956       555412.84
DEUTNP  1978     23     1955       545408.89
DEUTNP  1978     24     1954       554185.46
DEUTNP  1978     25     1953       542826.24
DEUTNP  1978     26     1952       548080.04
DEUTNP  1978     27     1951       538996.70
DEUTNP  1978     28     1950       547021.30
DEUTNP  1978     29     1949       527508.59
DEUTNP  1978     30     1948       492188.24
DEUTNP  1978     31     1947       468182.47
DEUTNP  1978     32     1946       417648.00
DEUTNP  1978     33     1945       378517.00
DEUTNP  1978     34     1944       505832.17
DEUTNP  1978     35     1943       515353.67
DEUTNP  1978     36     1942       502352.83
DEUTNP  1978     37     1941       612733.17
DEUTNP  1978     38     1940       656784.50
DEUTNP  1978     39     1939       649052.00
DEUTNP  1978     40     1938       610113.33
DEUTNP  1978     41     1937       575451.67
DEUTNP  1978     42     1936       572298.17
DEUTNP  1978     43     1935       562905.17
DEUTNP  1978     44     1934       530981.67
DEUTNP  1978     45     1933       435778.83
DEUTNP  1978     46     1932       442679.50
DEUTNP  1978     47     1931       458333.50
DEUTNP  1978     48     1930       494268.17
DEUTNP  1978     49     1929       486846.33
DEUTNP  1978     50     1928       494722.50
DEUTNP  1978     51     1927       480171.33
DEUTNP  1978     52     1926       500062.67
DEUTNP  1978     53     1925       518960.17
DEUTNP  1978     54     1924       506182.33
DEUTNP  1978     55     1923       506397.50
DEUTNP  1979     12     1967       314275.50
DEUTNP  1979     13     1966       633903.71
DEUTNP  1979     14     1965       639947.12
DEUTNP  1979     15     1964       656447.27
DEUTNP  1979     16     1963       654706.20
DEUTNP  1979     17     1962       634641.66
DEUTNP  1979     18     1961       633704.21
DEUTNP  1979     19     1960       617534.04
DEUTNP  1979     20     1959       601643.93
DEUTNP  1979     21     1958       573137.51
DEUTNP  1979     22     1957       565481.30
DEUTNP  1979     23     1956       557556.79
DEUTNP  1979     24     1955       547090.31
DEUTNP  1979     25     1954       555251.30
DEUTNP  1979     26     1953       543495.84
DEUTNP  1979     27     1952       548300.64
DEUTNP  1979     28     1951       538956.37
