Female population exposure by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 25/09/2014
Code Year    ARDY   Cohort       Exposure
JPN  2001     21     1980       757702.91
JPN  2001     22     1979       774632.82
JPN  2001     23     1978       799956.97
JPN  2001     24     1977       820773.94
JPN  2001     25     1976       857200.79
JPN  2001     26     1975       898479.88
JPN  2001     27     1974       945239.28
JPN  2001     28     1973       973013.40
JPN  2001     29     1972       962709.63
JPN  2001     30     1971       940481.36
JPN  2001     31     1970       915376.79
JPN  2001     32     1969       898808.87
JPN  2001     33     1968       881708.04
JPN  2001     34     1967       878774.95
JPN  2001     35     1966       734648.11
JPN  2001     36     1965       811626.52
JPN  2001     37     1964       812340.49
JPN  2001     38     1963       786008.94
JPN  2001     39     1962       765179.10
JPN  2001     40     1961       752944.31
JPN  2001     41     1960       757620.01
JPN  2001     42     1959       773461.26
JPN  2001     43     1958       764388.37
JPN  2001     44     1957       745699.34
JPN  2001     45     1956       771665.79
JPN  2001     46     1955       803623.20
JPN  2001     47     1954       813192.21
JPN  2001     48     1953       857973.21
JPN  2001     49     1952       911070.26
JPN  2001     50     1951       967895.62
JPN  2001     51     1950      1042609.48
JPN  2001     52     1949      1141546.84
JPN  2001     53     1948      1164222.86
JPN  2001     54     1947      1120496.09
JPN  2001     55     1946       798595.28
JPN  2002     12     1990       298994.81
JPN  2002     13     1989       608880.72
JPN  2002     14     1988       629636.50
JPN  2002     15     1987       650263.01
JPN  2002     16     1986       662635.63
JPN  2002     17     1985       688148.87
JPN  2002     18     1984       715265.83
JPN  2002     19     1983       728634.22
JPN  2002     20     1982       727638.82
JPN  2002     21     1981       732260.37
JPN  2002     22     1980       756519.68
JPN  2002     23     1979       774761.40
JPN  2002     24     1978       799767.68
JPN  2002     25     1977       820261.84
JPN  2002     26     1976       857021.29
JPN  2002     27     1975       899025.22
JPN  2002     28     1974       946155.48
JPN  2002     29     1973       974640.90
JPN  2002     30     1972       964360.59
JPN  2002     31     1971       942237.08
JPN  2002     32     1970       917745.67
JPN  2002     33     1969       900885.04
JPN  2002     34     1968       883868.19
JPN  2002     35     1967       880916.83
JPN  2002     36     1966       736111.23
JPN  2002     37     1965       813375.36
JPN  2002     38     1964       814101.55
JPN  2002     39     1963       787517.60
JPN  2002     40     1962       766502.84
JPN  2002     41     1961       754011.87
JPN  2002     42     1960       758397.96
JPN  2002     43     1959       774158.57
JPN  2002     44     1958       764736.99
JPN  2002     45     1957       745736.99
JPN  2002     46     1956       771647.16
JPN  2002     47     1955       803241.78
JPN  2002     48     1954       812476.19
JPN  2002     49     1953       857107.02
JPN  2002     50     1952       909851.94
JPN  2002     51     1951       966450.61
JPN  2002     52     1950      1040867.95
JPN  2002     53     1949      1139091.23
JPN  2002     54     1948      1161734.40
JPN  2002     55     1947      1118016.53
JPN  2003     12     1991       290922.61
JPN  2003     13     1990       597384.83
JPN  2003     14     1989       609257.53
JPN  2003     15     1988       630016.44
JPN  2003     16     1987       649261.76
JPN  2003     17     1986       661634.53
JPN  2003     18     1985       687271.23
JPN  2003     19     1984       714524.51
JPN  2003     20     1983       725387.32
JPN  2003     21     1982       724017.43
JPN  2003     22     1981       729758.24
JPN  2003     23     1980       755394.46
JPN  2003     24     1979       774011.52
JPN  2003     25     1978       798769.14
JPN  2003     26     1977       819387.48
JPN  2003     27     1976       856659.22
JPN  2003     28     1975       898651.66
JPN  2003     29     1974       946162.33
JPN  2003     30     1973       975143.26
JPN  2003     31     1972       964736.26
JPN  2003     32     1971       943489.18
JPN  2003     33     1970       918985.74
JPN  2003     34     1969       902123.93
JPN  2003     35     1968       885115.14
JPN  2003     36     1967       882143.82
JPN  2003     37     1966       736739.80
JPN  2003     38     1965       814495.90
JPN  2003     39     1964       814961.64
JPN  2003     40     1963       788628.66
JPN  2003     41     1962       767373.38
JPN  2003     42     1961       754493.15
JPN  2003     43     1960       758756.16
JPN  2003     44     1959       774512.33
JPN  2003     45     1958       764736.99
JPN  2003     46     1957       745341.48
JPN  2003     47     1956       771134.58
JPN  2003     48     1955       802373.44
JPN  2003     49     1954       811476.19
JPN  2003     50     1953       855756.86
JPN  2003     51     1952       908368.84
JPN  2003     52     1951       964218.06
JPN  2003     53     1950      1038117.26
JPN  2003     54     1949      1136134.22
JPN  2003     55     1948      1158149.47
JPN  2004     12     1992       289844.71
JPN  2004     13     1991       586239.53
JPN  2004     14     1990       597092.10
JPN  2004     15     1989       608737.88
JPN  2004     16     1988       629565.16
JPN  2004     17     1987       648112.49
JPN  2004     18     1986       661245.24
JPN  2004     19     1985       686033.41
JPN  2004     20     1984       710360.24
JPN  2004     21     1983       719738.00
JPN  2004     22     1982       719245.61
JPN  2004     23     1981       725686.07
JPN  2004     24     1980       751206.22
JPN  2004     25     1979       770065.11
JPN  2004     26     1978       795933.37
JPN  2004     27     1977       817851.56
JPN  2004     28     1976       855778.46
JPN  2004     29     1975       897646.50
JPN  2004     30     1974       945681.23
JPN  2004     31     1973       974260.26
JPN  2004     32     1972       964105.09
JPN  2004     33     1971       942901.88
JPN  2004     34     1970       918446.66
JPN  2004     35     1969       901394.72
JPN  2004     36     1968       884606.79
JPN  2004     37     1967       882132.26
JPN  2004     38     1966       735795.00
JPN  2004     39     1965       814562.96
JPN  2004     40     1964       814459.02
JPN  2004     41     1963       788679.75
JPN  2004     42     1962       766985.42
JPN  2004     43     1961       753821.44
JPN  2004     44     1960       758276.09
JPN  2004     45     1959       773963.40
JPN  2004     46     1958       764171.31
JPN  2004     47     1957       744452.87
JPN  2004     48     1956       770371.06
JPN  2004     49     1955       801164.33
JPN  2004     50     1954       810221.12
JPN  2004     51     1953       854182.07
JPN  2004     52     1952       906627.73
JPN  2004     53     1951       962142.14
JPN  2004     54     1950      1035458.00
JPN  2004     55     1949      1133766.82
JPN  2005     12     1993       288323.25
JPN  2005     13     1992       582929.49
JPN  2005     14     1991       585356.98
JPN  2005     15     1990       595520.30
JPN  2005     16     1989       609242.51
JPN  2005     17     1988       628857.88
JPN  2005     18     1987       648200.47
JPN  2005     19     1986       661024.33
JPN  2005     20     1985       682526.28
JPN  2005     21     1984       701769.51
JPN  2005     22     1983       709387.84
JPN  2005     23     1982       708413.49
JPN  2005     24     1981       714018.48
JPN  2005     25     1980       739044.59
JPN  2005     26     1979       760065.32
JPN  2005     27     1978       789441.04
JPN  2005     28     1977       814133.50
JPN  2005     29     1976       852146.83
JPN  2005     30     1975       894457.83
JPN  2005     31     1974       942431.07
JPN  2005     32     1973       970604.16
JPN  2005     33     1972       960614.28
JPN  2005     34     1971       939439.78
JPN  2005     35     1970       914567.80
JPN  2005     36     1969       897857.26
JPN  2005     37     1968       881784.28
JPN  2005     38     1967       878624.14
JPN  2005     39     1966       734019.74
JPN  2005     40     1965       812935.97
JPN  2005     41     1964       813311.41
JPN  2005     42     1963       786316.30
JPN  2005     43     1962       764498.46
JPN  2005     44     1961       751918.49
JPN  2005     45     1960       756292.68
JPN  2005     46     1959       771895.02
JPN  2005     47     1958       762240.98
JPN  2005     48     1957       742883.57
JPN  2005     49     1956       768775.57
JPN  2005     50     1955       799297.17
JPN  2005     51     1954       808729.03
JPN  2005     52     1953       852178.94
JPN  2005     53     1952       904544.74
JPN  2005     54     1951       960701.88
JPN  2005     55     1950      1033921.03
JPN  2006     12     1994       289729.00
JPN  2006     13     1993       577770.37
JPN  2006     14     1992       583082.43
JPN  2006     15     1991       585489.81
JPN  2006     16     1990       594563.80
JPN  2006     17     1989       610893.22
JPN  2006     18     1988       629548.00
JPN  2006     19     1987       648601.40
JPN  2006     20     1986       660786.56
JPN  2006     21     1985       680508.67
JPN  2006     22     1984       697157.28
JPN  2006     23     1983       704017.73
JPN  2006     24     1982       701236.06
JPN  2006     25     1981       706831.51
JPN  2006     26     1980       731386.82
JPN  2006     27     1979       754755.06
JPN  2006     28     1978       786286.31
JPN  2006     29     1977       812423.99
JPN  2006     30     1976       850419.28
JPN  2006     31     1975       892616.89
JPN  2006     32     1974       940679.12
JPN  2006     33     1973       968875.98
JPN  2006     34     1972       958376.17
JPN  2006     35     1971       937529.94
JPN  2006     36     1970       912017.85
JPN  2006     37     1969       895998.48
JPN  2006     38     1968       880302.46
JPN  2006     39     1967       876268.74
JPN  2006     40     1966       733594.47
JPN  2006     41     1965       812262.56
JPN  2006     42     1964       812947.51
JPN  2006     43     1963       784964.44
JPN  2006     44     1962       763044.44
JPN  2006     45     1961       750867.75
JPN  2006     46     1960       755208.87
JPN  2006     47     1959       770897.62
JPN  2006     48     1958       761095.33
JPN  2006     49     1957       742211.74
JPN  2006     50     1956       767593.74
JPN  2006     51     1955       798421.79
JPN  2006     52     1954       807879.32
JPN  2006     53     1953       850882.61
JPN  2006     54     1952       903570.67
JPN  2006     55     1951       960034.59
JPN  2007     12     1995       291957.74
JPN  2007     13     1994       584787.12
JPN  2007     14     1993       578177.97
JPN  2007     15     1992       583459.52
JPN  2007     16     1991       585929.04
JPN  2007     17     1990       594871.61
JPN  2007     18     1989       611929.04
JPN  2007     19     1988       629524.57
JPN  2007     20     1987       647320.30
JPN  2007     21     1986       659785.16
JPN  2007     22     1985       681224.78
JPN  2007     23     1984       699282.08
JPN  2007     24     1983       705397.16
JPN  2007     25     1982       702121.15
JPN  2007     26     1981       707241.06
JPN  2007     27     1980       732236.17
JPN  2007     28     1979       755244.87
JPN  2007     29     1978       786559.58
JPN  2007     30     1977       812460.22
JPN  2007     31     1976       850100.33
JPN  2007     32     1975       892500.07
JPN  2007     33     1974       940706.78
JPN  2007     34     1973       968467.14
JPN  2007     35     1972       957759.55
JPN  2007     36     1971       937097.39
JPN  2007     37     1970       911428.84
JPN  2007     38     1969       895537.44
JPN  2007     39     1968       880187.39
JPN  2007     40     1967       875702.11
JPN  2007     41     1966       733236.80
JPN  2007     42     1965       811953.32
JPN  2007     43     1964       812627.75
JPN  2007     44     1963       784501.73
JPN  2007     45     1962       762700.02
JPN  2007     46     1961       750391.87
JPN  2007     47     1960       754930.58
JPN  2007     48     1959       770201.80
JPN  2007     49     1958       760652.72
JPN  2007     50     1957       741401.76
JPN  2007     51     1956       766486.28
JPN  2007     52     1955       797535.22
JPN  2007     53     1954       806661.07
JPN  2007     54     1953       849418.48
JPN  2007     55     1952       902049.09
JPN  2008     12     1996       284614.24
JPN  2008     13     1995       581215.62
JPN  2008     14     1994       584591.03
JPN  2008     15     1993       577910.08
JPN  2008     16     1992       583120.88
JPN  2008     17     1991       585396.67
JPN  2008     18     1990       594876.67
JPN  2008     19     1989       611310.10
JPN  2008     20     1988       627079.22
JPN  2008     21     1987       645011.74
JPN  2008     22     1986       659155.42
JPN  2008     23     1985       681675.30
JPN  2008     24     1984       699597.97
JPN  2008     25     1983       704892.24
JPN  2008     26     1982       701452.48
JPN  2008     27     1981       706635.36
JPN  2008     28     1980       731671.66
JPN  2008     29     1979       754478.13
JPN  2008     30     1978       785392.23
JPN  2008     31     1977       811328.82
JPN  2008     32     1976       848661.33
JPN  2008     33     1975       891278.03
JPN  2008     34     1974       939087.64
JPN  2008     35     1973       966544.01
JPN  2008     36     1972       955850.16
JPN  2008     37     1971       935479.08
JPN  2008     38     1970       909632.45
JPN  2008     39     1969       893897.42
JPN  2008     40     1968       878680.96
JPN  2008     41     1967       873780.89
JPN  2008     42     1966       731915.83
JPN  2008     43     1965       810352.25
JPN  2008     44     1964       811280.55
JPN  2008     45     1963       782968.35
JPN  2008     46     1962       761448.24
JPN  2008     47     1961       749108.95
JPN  2008     48     1960       753401.43
JPN  2008     49     1959       768397.49
JPN  2008     50     1958       759042.33
JPN  2008     51     1957       739428.38
JPN  2008     52     1956       764697.61
JPN  2008     53     1955       795540.82
JPN  2008     54     1954       804504.16
JPN  2008     55     1953       847365.61
JPN  2009     12     1997       286777.08
JPN  2009     13     1996       573035.78
JPN  2009     14     1995       581113.45
JPN  2009     15     1994       584170.45
JPN  2009     16     1993       577467.15
JPN  2009     17     1992       582657.26
JPN  2009     18     1991       584952.79
JPN  2009     19     1990       594120.84
JPN  2009     20     1989       608748.86
JPN  2009     21     1988       625046.66
JPN  2009     22     1987       644434.70
JPN  2009     23     1986       659233.50
JPN  2009     24     1985       681197.66
JPN  2009     25     1984       699043.69
JPN  2009     26     1983       704089.23
JPN  2009     27     1982       700925.26
JPN  2009     28     1981       706248.97
JPN  2009     29     1980       731180.27
JPN  2009     30     1979       753718.67
JPN  2009     31     1978       784446.91
JPN  2009     32     1977       810465.95
JPN  2009     33     1976       847788.15
JPN  2009     34     1975       890005.63
JPN  2009     35     1974       937359.61
JPN  2009     36     1973       965150.64
JPN  2009     37     1972       954507.65
JPN  2009     38     1971       933791.91
JPN  2009     39     1970       908223.32
JPN  2009     40     1969       892502.46
JPN  2009     41     1968       877268.69
JPN  2009     42     1967       872066.96
JPN  2009     43     1966       730859.14
JPN  2009     44     1965       809018.80
JPN  2009     45     1964       809865.30
JPN  2009     46     1963       781931.34
JPN  2009     47     1962       760095.85
JPN  2009     48     1961       747687.00
JPN  2009     49     1960       751554.10
JPN  2009     50     1959       766883.72
JPN  2009     51     1958       757192.49
JPN  2009     52     1957       737528.52
JPN  2009     53     1956       763115.48
JPN  2009     54     1955       793625.99
JPN  2009     55     1954       802572.42
LTU  1959     12     1947        10645.10
LTU  1959     13     1946        21650.15
LTU  1959     14     1945        22138.92
LTU  1959     15     1944        20936.61
LTU  1959     16     1943        22684.97
LTU  1959     17     1942        25765.55
LTU  1959     18     1941        24404.48
LTU  1959     19     1940        24658.71
LTU  1959     20     1939        22432.82
LTU  1959     21     1938        25040.84
LTU  1959     22     1937        23711.13
LTU  1959     23     1936        26138.32
LTU  1959     24     1935        24450.71
LTU  1959     25     1934        24169.30
LTU  1959     26     1933        25729.84
LTU  1959     27     1932        26121.44
LTU  1959     28     1931        24226.80
LTU  1959     29     1930        26843.94
LTU  1959     30     1929        24194.95
LTU  1959     31     1928        29185.32
LTU  1959     32     1927        23308.98
LTU  1959     33     1926        25170.78
LTU  1959     34     1925        23576.63
LTU  1959     35     1924        23094.48
LTU  1959     36     1923        22637.00
LTU  1959     37     1922        21564.51
LTU  1959     38     1921        17914.36
LTU  1959     39     1920        18855.64
LTU  1959     40     1919        14284.20
LTU  1959     41     1918        14625.98
LTU  1959     42     1917        11172.76
LTU  1959     43     1916        13519.99
LTU  1959     44     1915        13641.57
LTU  1959     45     1914        16576.25
LTU  1959     46     1913        17274.00
LTU  1959     47     1912        17673.95
LTU  1959     48     1911        16314.36
LTU  1959     49     1910        18828.76
LTU  1959     50     1909        15704.17
LTU  1959     51     1908        19295.35
LTU  1959     52     1907        15758.16
LTU  1959     53     1906        17071.87
LTU  1959     54     1905        15481.64
LTU  1959     55     1904        15724.70
LTU  1960     12     1948        11917.82
LTU  1960     13     1947        21264.19
LTU  1960     14     1946        21562.29
LTU  1960     15     1945        22137.69
LTU  1960     16     1944        20874.05
LTU  1960     17     1943        22667.53
LTU  1960     18     1942        25727.24
LTU  1960     19     1941        24403.99
LTU  1960     20     1940        24569.94
LTU  1960     21     1939        22530.27
LTU  1960     22     1938        24998.17
LTU  1960     23     1937        23777.52
LTU  1960     24     1936        26095.25
LTU  1960     25     1935        24450.01
LTU  1960     26     1934        24142.27
LTU  1960     27     1933        25670.02
LTU  1960     28     1932        26096.38
LTU  1960     29     1931        24207.71
LTU  1960     30     1930        26757.20
LTU  1960     31     1929        24251.61
LTU  1960     32     1928        29041.67
LTU  1960     33     1927        23362.29
LTU  1960     34     1926        25088.40
LTU  1960     35     1925        23572.65
LTU  1960     36     1924        23085.39
LTU  1960     37     1923        22570.30
LTU  1960     38     1922        21524.43
LTU  1960     39     1921        17903.42
LTU  1960     40     1920        18777.55
LTU  1960     41     1919        14313.15
LTU  1960     42     1918        14497.41
LTU  1960     43     1917        11168.65
LTU  1960     44     1916        13463.73
LTU  1960     45     1915        13609.00
LTU  1960     46     1914        16558.67
LTU  1960     47     1913        17216.08
LTU  1960     48     1912        17659.41
LTU  1960     49     1911        16288.02
LTU  1960     50     1910        18735.34
LTU  1960     51     1909        15775.22
LTU  1960     52     1908        19132.01
LTU  1960     53     1907        15775.53
LTU  1960     54     1906        17008.95
LTU  1960     55     1905        15453.97
LTU  1961     12     1949        11785.72
LTU  1961     13     1948        23723.47
LTU  1961     14     1947        21218.17
LTU  1961     15     1946        21401.43
LTU  1961     16     1945        22147.55
LTU  1961     17     1944        20762.22
LTU  1961     18     1943        22654.10
LTU  1961     19     1942        25665.47
LTU  1961     20     1941        24423.70
LTU  1961     21     1940        24418.07
LTU  1961     22     1939        22752.90
LTU  1961     23     1938        24932.16
LTU  1961     24     1937        23931.11
LTU  1961     25     1936        26035.90
LTU  1961     26     1935        24481.07
LTU  1961     27     1934        24118.68
LTU  1961     28     1933        25576.74
LTU  1961     29     1932        26091.54
LTU  1961     30     1931        24207.49
LTU  1961     31     1930        26619.11
LTU  1961     32     1929        24406.20
LTU  1961     33     1928        28790.88
LTU  1961     34     1927        23506.72
LTU  1961     35     1926        24960.81
LTU  1961     36     1925        23595.12
LTU  1961     37     1924        23094.30
LTU  1961     38     1923        22489.15
LTU  1961     39     1922        21491.91
LTU  1961     40     1921        17936.63
LTU  1961     41     1920        18653.41
LTU  1961     42     1919        14411.84
LTU  1961     43     1918        14277.92
LTU  1961     44     1917        11201.24
LTU  1961     45     1916        13385.95
LTU  1961     46     1915        13578.84
LTU  1961     47     1914        16584.58
LTU  1961     48     1913        17155.71
LTU  1961     49     1912        17691.60
LTU  1961     50     1911        16311.78
LTU  1961     51     1910        18605.63
LTU  1961     52     1909        15992.66
LTU  1961     53     1908        18881.76
LTU  1961     54     1907        15911.32
LTU  1961     55     1906        16984.53
LTU  1962     12     1950        12197.16
LTU  1962     13     1949        23561.43
LTU  1962     14     1948        23503.31
LTU  1962     15     1947        21175.79
LTU  1962     16     1946        21242.08
LTU  1962     17     1945        22155.24
LTU  1962     18     1944        20651.17
LTU  1962     19     1943        22641.19
LTU  1962     20     1942        25603.63
LTU  1962     21     1941        24444.49
LTU  1962     22     1940        24264.99
LTU  1962     23     1939        22975.51
LTU  1962     24     1938        24865.82
LTU  1962     25     1937        24086.86
LTU  1962     26     1936        25981.36
LTU  1962     27     1935        24515.68
LTU  1962     28     1934        24098.37
LTU  1962     29     1933        25485.48
LTU  1962     30     1932        26082.21
LTU  1962     31     1931        24208.88
LTU  1962     32     1930        26490.85
LTU  1962     33     1929        24559.56
LTU  1962     34     1928        28534.28
LTU  1962     35     1927        23646.22
LTU  1962     36     1926        24829.88
LTU  1962     37     1925        23612.84
LTU  1962     38     1924        23103.39
LTU  1962     39     1923        22406.18
LTU  1962     40     1922        21458.22
LTU  1962     41     1921        17957.17
LTU  1962     42     1920        18529.28
LTU  1962     43     1919        14507.36
LTU  1962     44     1918        14060.09
LTU  1962     45     1917        11235.18
LTU  1962     46     1916        13301.33
LTU  1962     47     1915        13554.66
LTU  1962     48     1914        16610.82
LTU  1962     49     1913        17091.78
LTU  1962     50     1912        17720.16
LTU  1962     51     1911        16321.51
LTU  1962     52     1910        18478.20
LTU  1962     53     1909        16213.05
LTU  1962     54     1908        18634.15
LTU  1962     55     1907        16048.26
LTU  1963     12     1951        11530.31
LTU  1963     13     1950        24289.58
LTU  1963     14     1949        23545.10
LTU  1963     15     1948        23280.47
LTU  1963     16     1947        21131.23
LTU  1963     17     1946        21081.55
LTU  1963     18     1945        22162.77
LTU  1963     19     1944        20540.63
LTU  1963     20     1943        22624.89
LTU  1963     21     1942        25537.02
LTU  1963     22     1941        24463.81
LTU  1963     23     1940        24113.69
LTU  1963     24     1939        23193.32
LTU  1963     25     1938        24797.96
LTU  1963     26     1937        24241.83
LTU  1963     27     1936        25925.65
LTU  1963     28     1935        24551.16
LTU  1963     29     1934        24077.90
LTU  1963     30     1933        25388.28
LTU  1963     31     1932        26064.06
LTU  1963     32     1931        24211.74
LTU  1963     33     1930        26355.46
LTU  1963     34     1929        24707.26
LTU  1963     35     1928        28273.85
LTU  1963     36     1927        23783.05
LTU  1963     37     1926        24697.45
LTU  1963     38     1925        23630.24
LTU  1963     39     1924        23110.61
LTU  1963     40     1923        22316.03
LTU  1963     41     1922        21410.54
LTU  1963     42     1921        17978.90
LTU  1963     43     1920        18402.98
LTU  1963     44     1919        14603.22
LTU  1963     45     1918        13838.94
LTU  1963     46     1917        11263.25
LTU  1963     47     1916        13218.75
LTU  1963     48     1915        13529.29
LTU  1963     49     1914        16637.74
LTU  1963     50     1913        17017.54
LTU  1963     51     1912        17727.93
LTU  1963     52     1911        16329.39
LTU  1963     53     1910        18347.15
LTU  1963     54     1909        16428.16
LTU  1963     55     1908        18383.42
LTU  1964     12     1952        11836.28
LTU  1964     13     1951        23000.03
LTU  1964     14     1950        24087.64
LTU  1964     15     1949        23524.44
LTU  1964     16     1948        23054.48
LTU  1964     17     1947        21083.35
LTU  1964     18     1946        20919.02
LTU  1964     19     1945        22168.46
LTU  1964     20     1944        20427.21
LTU  1964     21     1943        22600.26
LTU  1964     22     1942        25472.42
LTU  1964     23     1941        24488.71
LTU  1964     24     1940        23963.85
LTU  1964     25     1939        23412.63
LTU  1964     26     1938        24729.93
LTU  1964     27     1937        24398.93
LTU  1964     28     1936        25867.60
LTU  1964     29     1935        24584.67
LTU  1964     30     1934        24059.64
LTU  1964     31     1933        25291.07
LTU  1964     32     1932        26052.67
LTU  1964     33     1931        24212.86
LTU  1964     34     1930        26219.40
LTU  1964     35     1929        24857.86
LTU  1964     36     1928        28015.08
LTU  1964     37     1927        23917.72
LTU  1964     38     1926        24569.33
LTU  1964     39     1925        23652.65
LTU  1964     40     1924        23115.69
LTU  1964     41     1923        22223.41
LTU  1964     42     1922        21370.71
LTU  1964     43     1921        18003.49
LTU  1964     44     1920        18280.21
LTU  1964     45     1919        14696.23
LTU  1964     46     1918        13614.85
LTU  1964     47     1917        11291.68
LTU  1964     48     1916        13135.52
LTU  1964     49     1915        13504.96
LTU  1964     50     1914        16658.32
LTU  1964     51     1913        16929.69
LTU  1964     52     1912        17747.85
LTU  1964     53     1911        16340.80
LTU  1964     54     1910        18216.25
LTU  1964     55     1909        16638.15
LTU  1965     12     1953        11380.05
LTU  1965     13     1952        23605.91
LTU  1965     14     1951        22882.50
LTU  1965     15     1950        23885.21
LTU  1965     16     1949        23505.44
LTU  1965     17     1948        22829.48
LTU  1965     18     1947        21034.15
LTU  1965     19     1946        20752.99
LTU  1965     20     1945        22174.11
LTU  1965     21     1944        20309.94
LTU  1965     22     1943        22582.17
LTU  1965     23     1942        25408.97
LTU  1965     24     1941        24514.75
LTU  1965     25     1940        23814.86
LTU  1965     26     1939        23632.62
LTU  1965     27     1938        24664.93
LTU  1965     28     1937        24553.22
LTU  1965     29     1936        25811.39
LTU  1965     30     1935        24622.29
LTU  1965     31     1934        24040.54
LTU  1965     32     1933        25196.73
LTU  1965     33     1932        26045.21
LTU  1965     34     1931        24217.98
LTU  1965     35     1930        26085.03
LTU  1965     36     1929        25008.33
LTU  1965     37     1928        27755.73
LTU  1965     38     1927        24056.03
LTU  1965     39     1926        24440.27
LTU  1965     40     1925        23670.53
LTU  1965     41     1924        23116.92
LTU  1965     42     1923        22131.50
LTU  1965     43     1922        21329.73
LTU  1965     44     1921        18029.07
LTU  1965     45     1920        18154.26
LTU  1965     46     1919        14782.10
LTU  1965     47     1918        13388.76
LTU  1965     48     1917        11317.08
LTU  1965     49     1916        13047.32
LTU  1965     50     1915        13477.29
LTU  1965     51     1914        16670.52
LTU  1965     52     1913        16849.19
LTU  1965     53     1912        17770.44
LTU  1965     54     1911        16357.85
LTU  1965     55     1910        18080.00
LTU  1966     12     1954        12228.25
LTU  1966     13     1953        22730.35
LTU  1966     14     1952        23476.78
LTU  1966     15     1951        22763.96
LTU  1966     16     1950        23682.27
LTU  1966     17     1949        23486.95
LTU  1966     18     1948        22604.65
LTU  1966     19     1947        20985.28
LTU  1966     20     1946        20587.76
LTU  1966     21     1945        22180.90
LTU  1966     22     1944        20196.26
LTU  1966     23     1943        22562.53
LTU  1966     24     1942        25342.90
LTU  1966     25     1941        24536.30
LTU  1966     26     1940        23664.86
LTU  1966     27     1939        23853.78
LTU  1966     28     1938        24595.70
LTU  1966     29     1937        24706.03
LTU  1966     30     1936        25757.26
LTU  1966     31     1935        24660.18
LTU  1966     32     1934        24019.41
LTU  1966     33     1933        25103.30
LTU  1966     34     1932        26039.23
LTU  1966     35     1931        24218.25
LTU  1966     36     1930        25941.87
LTU  1966     37     1929        25156.45
LTU  1966     38     1928        27495.90
LTU  1966     39     1927        24185.35
LTU  1966     40     1926        24308.49
LTU  1966     41     1925        23688.61
LTU  1966     42     1924        23119.92
LTU  1966     43     1923        22038.38
LTU  1966     44     1922        21289.38
LTU  1966     45     1921        18052.80
LTU  1966     46     1920        18023.42
LTU  1966     47     1919        14866.29
LTU  1966     48     1918        13161.19
LTU  1966     49     1917        11338.93
LTU  1966     50     1916        12957.28
LTU  1966     51     1915        13447.43
LTU  1966     52     1914        16677.97
LTU  1966     53     1913        16758.56
LTU  1966     54     1912        17785.76
LTU  1966     55     1911        16354.60
LTU  1967     12     1955        12758.32
LTU  1967     13     1954        24441.72
LTU  1967     14     1953        22677.01
LTU  1967     15     1952        23349.14
LTU  1967     16     1951        22645.75
LTU  1967     17     1950        23480.49
LTU  1967     18     1949        23467.62
LTU  1967     19     1948        22380.15
LTU  1967     20     1947        20936.38
LTU  1967     21     1946        20423.37
LTU  1967     22     1945        22187.91
LTU  1967     23     1944        20082.86
LTU  1967     24     1943        22541.37
LTU  1967     25     1942        25275.77
LTU  1967     26     1941        24561.03
LTU  1967     27     1940        23519.84
LTU  1967     28     1939        24076.96
LTU  1967     29     1938        24528.70
LTU  1967     30     1937        24854.74
LTU  1967     31     1936        25704.61
LTU  1967     32     1935        24699.07
LTU  1967     33     1934        23995.92
LTU  1967     34     1933        25008.62
LTU  1967     35     1932        26032.68
LTU  1967     36     1931        24214.06
LTU  1967     37     1930        25800.74
LTU  1967     38     1929        25301.94
LTU  1967     39     1928        27233.69
LTU  1967     40     1927        24319.12
LTU  1967     41     1926        24173.06
LTU  1967     42     1925        23705.10
LTU  1967     43     1924        23124.35
LTU  1967     44     1923        21949.86
LTU  1967     45     1922        21243.42
LTU  1967     46     1921        18072.72
LTU  1967     47     1920        17889.81
LTU  1967     48     1919        14947.35
LTU  1967     49     1918        12932.61
LTU  1967     50     1917        11355.64
LTU  1967     51     1916        12857.85
LTU  1967     52     1915        13407.83
LTU  1967     53     1914        16672.54
LTU  1967     54     1913        16668.85
LTU  1967     55     1912        17788.16
LTU  1968     12     1956        12829.32
LTU  1968     13     1955        25527.28
LTU  1968     14     1954        24417.65
LTU  1968     15     1953        22622.67
LTU  1968     16     1952        23221.17
LTU  1968     17     1951        22527.89
LTU  1968     18     1950        23280.05
LTU  1968     19     1949        23447.46
LTU  1968     20     1948        22152.94
LTU  1968     21     1947        20886.32
LTU  1968     22     1946        20257.51
LTU  1968     23     1945        22193.62
LTU  1968     24     1944        19968.67
LTU  1968     25     1943        22522.86
LTU  1968     26     1942        25212.06
LTU  1968     27     1941        24592.10
LTU  1968     28     1940        23374.93
LTU  1968     29     1939        24300.87
LTU  1968     30     1938        24457.83
LTU  1968     31     1937        25006.79
LTU  1968     32     1936        25653.31
LTU  1968     33     1935        24737.73
LTU  1968     34     1934        23969.41
LTU  1968     35     1933        24912.46
LTU  1968     36     1932        26016.65
LTU  1968     37     1931        24209.53
LTU  1968     38     1930        25661.73
LTU  1968     39     1929        25448.89
LTU  1968     40     1928        26972.04
LTU  1968     41     1927        24446.23
LTU  1968     42     1926        24034.78
LTU  1968     43     1925        23717.30
LTU  1968     44     1924        23122.80
LTU  1968     45     1923        21846.01
LTU  1968     46     1922        21188.35
