Conditional fertility rates by calendar year, age and birth order (based on parity distribution from population census)
Last modified: 25/09/2014
Code Year  Age       m1x       m2x       m3x       m4x      m5px
SWE  1974   32   0.07877   0.13198   0.04470   0.03230   0.04857
SWE  1974   33   0.05830   0.10348   0.04022   0.03326   0.04026
SWE  1974   34   0.04794   0.08049   0.02979   0.02816   0.03860
SWE  1974   35   0.04267   0.06523   0.02578   0.02386   0.03434
SWE  1974   36   0.03371   0.04922   0.02033   0.01942   0.03154
SWE  1974   37   0.02438   0.03620   0.01478   0.01770   0.02390
SWE  1974   38   0.02259   0.02666   0.01045   0.01484   0.02118
SWE  1974   39   0.01421   0.01614   0.00843   0.01109   0.02069
SWE  1974   40   0.01144   0.01375   0.00602   0.00837   0.01432
SWE  1974   41   0.00611   0.00744   0.00349   0.00495   0.01128
SWE  1974   42   0.00426   0.00300   0.00204   0.00372   0.00873
SWE  1974   43   0.00254   0.00198   0.00094   0.00231   0.00416
SWE  1974   44   0.00091   0.00115   0.00084   0.00136   0.00188
SWE  1974   45   0.00044   0.00033   0.00013   0.00091   0.00100
SWE  1974   46   0.00014   0.00064   0.00019   0.00070   0.00083
SWE  1974   47   0.00000   0.00010   0.00000   0.00000   0.00000
SWE  1974   48   0.00000   0.00000   0.00000   0.00012   0.00016
SWE  1974   49   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1974   50   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1974   51   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1974   52   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1974   53   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1974   54   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1974   55+  0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1975   12-  0.00000         .         .         .         .
SWE  1975   13   0.00004         .         .         .         .
SWE  1975   14   0.00030   0.00000         .         .         .
SWE  1975   15   0.00229   0.00000         .         .         .
SWE  1975   16   0.00804   0.01759   0.13372         .         .
SWE  1975   17   0.02213   0.03338   0.11220         .         .
SWE  1975   18   0.04148   0.04898   0.01229         .         .
SWE  1975   19   0.06545   0.08479   0.03641   0.06010         .
SWE  1975   20   0.08139   0.11387   0.03661   0.05117         .
SWE  1975   21   0.09779   0.14396   0.04388   0.01269   0.00000
SWE  1975   22   0.11192   0.15406   0.05387   0.05320   0.00000
SWE  1975   23   0.12560   0.17036   0.06081   0.04856   0.06168
SWE  1975   24   0.14180   0.17626   0.05937   0.05661   0.05579
SWE  1975   25   0.15698   0.18818   0.06400   0.04677   0.07827
SWE  1975   26   0.15537   0.18863   0.06229   0.04881   0.07525
SWE  1975   27   0.14488   0.19296   0.05857   0.04708   0.06016
SWE  1975   28   0.13576   0.19245   0.05662   0.03846   0.05547
SWE  1975   29   0.12414   0.18244   0.05234   0.04186   0.06186
SWE  1975   30   0.10712   0.16849   0.04647   0.03502   0.04504
SWE  1975   31   0.09337   0.13984   0.04512   0.03595   0.05317
SWE  1975   32   0.07653   0.11715   0.04013   0.03003   0.04175
SWE  1975   33   0.06150   0.10066   0.03527   0.02596   0.04182
SWE  1975   34   0.05628   0.07867   0.03062   0.02310   0.03769
SWE  1975   35   0.03995   0.06202   0.02304   0.02053   0.03623
SWE  1975   36   0.03114   0.04404   0.01855   0.01970   0.02674
SWE  1975   37   0.02338   0.03359   0.01322   0.01294   0.02537
SWE  1975   38   0.01814   0.02220   0.00999   0.01205   0.01808
SWE  1975   39   0.01150   0.01652   0.00736   0.00740   0.02106
SWE  1975   40   0.00905   0.00953   0.00450   0.00602   0.01395
SWE  1975   41   0.00521   0.00669   0.00324   0.00506   0.00895
SWE  1975   42   0.00307   0.00306   0.00207   0.00308   0.00596
SWE  1975   43   0.00257   0.00212   0.00115   0.00274   0.00427
SWE  1975   44   0.00095   0.00058   0.00063   0.00077   0.00316
SWE  1975   45   0.00015   0.00057   0.00006   0.00068   0.00068
SWE  1975   46   0.00000   0.00000   0.00013   0.00000   0.00133
SWE  1975   47   0.00014   0.00000   0.00013   0.00000   0.00066
SWE  1975   48   0.00013   0.00000   0.00000   0.00000   0.00033
SWE  1975   49   0.00000   0.00000   0.00000   0.00000   0.00017
SWE  1975   50   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1975   51   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1975   52   0.00000   0.00000   0.00000   0.00000   0.00016
SWE  1975   53   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1975   54   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1975   55+  0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1976   12-  0.00000         .         .         .         .
SWE  1976   13   0.00000         .         .         .         .
SWE  1976   14   0.00029   0.00000         .         .         .
SWE  1976   15   0.00142   0.00000         .         .         .
SWE  1976   16   0.00663   0.01169         .         .         .
SWE  1976   17   0.01891   0.03476   0.00000         .         .
SWE  1976   18   0.03540   0.05384   0.05011         .         .
SWE  1976   19   0.05711   0.08079   0.02545   0.00000         .
SWE  1976   20   0.07771   0.11039   0.04044   0.04102         .
SWE  1976   21   0.08694   0.12968   0.04249   0.04398   0.00000
SWE  1976   22   0.10117   0.15850   0.04818   0.06757   0.04522
SWE  1976   23   0.11514   0.15765   0.04950   0.05009   0.07323
SWE  1976   24   0.13026   0.17272   0.05229   0.05175   0.10506
SWE  1976   25   0.14273   0.18408   0.06052   0.04524   0.06808
SWE  1976   26   0.14960   0.19066   0.05835   0.04451   0.05693
SWE  1976   27   0.13781   0.19365   0.05189   0.03969   0.05595
SWE  1976   28   0.13523   0.18471   0.05074   0.03490   0.05519
SWE  1976   29   0.12102   0.17576   0.04913   0.03612   0.05146
SWE  1976   30   0.10411   0.15797   0.04427   0.03322   0.04900
SWE  1976   31   0.09238   0.14244   0.04117   0.03247   0.04778
SWE  1976   32   0.07436   0.11718   0.03797   0.03206   0.03974
SWE  1976   33   0.06039   0.09734   0.03302   0.02619   0.03583
SWE  1976   34   0.05886   0.08249   0.03054   0.02269   0.03360
SWE  1976   35   0.03722   0.06157   0.02183   0.01925   0.03565
SWE  1976   36   0.03740   0.04667   0.01763   0.01740   0.02927
SWE  1976   37   0.02540   0.03403   0.01447   0.01299   0.02378
SWE  1976   38   0.01805   0.02605   0.00837   0.01291   0.01799
SWE  1976   39   0.01240   0.01809   0.00748   0.00843   0.01810
SWE  1976   40   0.01291   0.00802   0.00440   0.00569   0.01137
SWE  1976   41   0.00595   0.00612   0.00307   0.00311   0.00883
SWE  1976   42   0.00467   0.00279   0.00227   0.00308   0.00704
SWE  1976   43   0.00181   0.00240   0.00104   0.00110   0.00468
SWE  1976   44   0.00103   0.00088   0.00064   0.00088   0.00256
SWE  1976   45   0.00016   0.00093   0.00019   0.00022   0.00183
SWE  1976   46   0.00015   0.00023   0.00019   0.00057   0.00051
SWE  1976   47   0.00000   0.00000   0.00000   0.00011   0.00100
SWE  1976   48   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1976   49   0.00013   0.00000   0.00000   0.00000   0.00017
SWE  1976   50   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1976   51   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1976   52   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1976   53   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1976   54   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1976   55+  0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1977   12-  0.00000         .         .         .         .
SWE  1977   13   0.00003         .         .         .         .
SWE  1977   14   0.00015   0.00000         .         .         .
SWE  1977   15   0.00169   0.01503         .         .         .
SWE  1977   16   0.00551   0.02886   0.17357         .         .
SWE  1977   17   0.01527   0.02736   0.00000         .         .
SWE  1977   18   0.03023   0.05653   0.02293         .         .
SWE  1977   19   0.05207   0.08943   0.03392   0.06541         .
SWE  1977   20   0.07063   0.10588   0.04951   0.01904         .
SWE  1977   21   0.08277   0.14415   0.04349   0.04780   0.00000
SWE  1977   22   0.09367   0.15914   0.05367   0.06692   0.04265
SWE  1977   23   0.10462   0.16931   0.04938   0.03584   0.10846
SWE  1977   24   0.12101   0.18402   0.05191   0.05026   0.04255
SWE  1977   25   0.13813   0.18171   0.05360   0.04694   0.08441
SWE  1977   26   0.14021   0.19069   0.05354   0.03857   0.07215
SWE  1977   27   0.13730   0.19158   0.05247   0.04010   0.05407
SWE  1977   28   0.12722   0.19206   0.05099   0.04458   0.06550
SWE  1977   29   0.11978   0.17847   0.05018   0.03786   0.05640
SWE  1977   30   0.11091   0.16368   0.04559   0.03012   0.04524
SWE  1977   31   0.08856   0.14167   0.03938   0.02970   0.04664
SWE  1977   32   0.06868   0.11788   0.03541   0.03171   0.04201
SWE  1977   33   0.05935   0.09806   0.03267   0.02703   0.03389
SWE  1977   34   0.05485   0.07915   0.02706   0.02383   0.03916
SWE  1977   35   0.04246   0.06093   0.02304   0.01881   0.03110
SWE  1977   36   0.03327   0.04687   0.01886   0.01663   0.02744
SWE  1977   37   0.02388   0.03399   0.01268   0.01480   0.02684
SWE  1977   38   0.02083   0.02226   0.01034   0.01056   0.01829
SWE  1977   39   0.01661   0.01982   0.00718   0.00706   0.01626
SWE  1977   40   0.00931   0.00882   0.00503   0.00659   0.01065
SWE  1977   41   0.00457   0.00593   0.00274   0.00442   0.00888
SWE  1977   42   0.00354   0.00399   0.00169   0.00257   0.00802
SWE  1977   43   0.00281   0.00154   0.00130   0.00154   0.00443
SWE  1977   44   0.00073   0.00080   0.00039   0.00088   0.00161
SWE  1977   45   0.00137   0.00050   0.00019   0.00066   0.00187
SWE  1977   46   0.00016   0.00012   0.00006   0.00000   0.00066
SWE  1977   47   0.00015   0.00000   0.00006   0.00011   0.00034
SWE  1977   48   0.00000   0.00000   0.00000   0.00000   0.00017
SWE  1977   49   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1977   50   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1977   51   0.00000   0.00000   0.00006   0.00000   0.00000
SWE  1977   52   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1977   53   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1977   54   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1977   55+  0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1978   12-  0.00000         .         .         .         .
SWE  1978   13   0.00007         .         .         .         .
SWE  1978   14   0.00021   0.00000         .         .         .
SWE  1978   15   0.00111   0.00000         .         .         .
SWE  1978   16   0.00455   0.01638   0.00000         .         .
SWE  1978   17   0.01260   0.03894   0.03995         .         .
SWE  1978   18   0.02738   0.05776   0.03810         .         .
SWE  1978   19   0.04640   0.08358   0.04599   0.08214         .
SWE  1978   20   0.06088   0.10892   0.04442   0.06158         .
SWE  1978   21   0.07569   0.14586   0.05109   0.03027         .
SWE  1978   22   0.08509   0.16525   0.05049   0.05517   0.00000
SWE  1978   23   0.09653   0.17084   0.05064   0.04644   0.12466
SWE  1978   24   0.11172   0.18096   0.05472   0.05430   0.07175
SWE  1978   25   0.12311   0.18687   0.05867   0.04631   0.08387
SWE  1978   26   0.13093   0.18384   0.05432   0.05937   0.06568
SWE  1978   27   0.12443   0.18536   0.05437   0.05370   0.05812
SWE  1978   28   0.12091   0.19095   0.05291   0.04705   0.05969
SWE  1978   29   0.11873   0.18087   0.05118   0.03579   0.06160
SWE  1978   30   0.10537   0.15884   0.04667   0.03488   0.05665
SWE  1978   31   0.09021   0.14265   0.04421   0.03467   0.05460
SWE  1978   32   0.07384   0.12325   0.03846   0.02975   0.05374
SWE  1978   33   0.05968   0.09764   0.03141   0.02607   0.04359
SWE  1978   34   0.05531   0.08010   0.02844   0.02238   0.03274
SWE  1978   35   0.04160   0.06465   0.02189   0.02069   0.03179
SWE  1978   36   0.03467   0.05070   0.01889   0.01813   0.03260
SWE  1978   37   0.02408   0.03529   0.01327   0.01486   0.03173
SWE  1978   38   0.01907   0.02420   0.00939   0.01273   0.01520
SWE  1978   39   0.01556   0.01645   0.00682   0.00908   0.01564
SWE  1978   40   0.00938   0.01235   0.00497   0.00655   0.01150
SWE  1978   41   0.00559   0.00674   0.00366   0.00324   0.00891
SWE  1978   42   0.00440   0.00354   0.00167   0.00274   0.00549
SWE  1978   43   0.00206   0.00114   0.00069   0.00150   0.00438
SWE  1978   44   0.00206   0.00084   0.00065   0.00044   0.00166
SWE  1978   45   0.00036   0.00027   0.00026   0.00044   0.00090
SWE  1978   46   0.00034   0.00000   0.00006   0.00022   0.00034
SWE  1978   47   0.00016   0.00012   0.00019   0.00022   0.00017
SWE  1978   48   0.00000   0.00000   0.00000   0.00023   0.00000
SWE  1978   49   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1978   50   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1978   51   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1978   52   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1978   53   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1978   54   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1978   55+  0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1979   12-  0.00000         .         .         .         .
SWE  1979   13   0.00005         .         .         .         .
SWE  1979   14   0.00013   0.00000         .         .         .
SWE  1979   15   0.00114   0.03373         .         .         .
SWE  1979   16   0.00358   0.01749   0.00000         .         .
SWE  1979   17   0.01259   0.03937   0.03825         .         .
SWE  1979   18   0.02461   0.05779   0.03144   0.00000         .
SWE  1979   19   0.04325   0.07928   0.03577   0.00000         .
SWE  1979   20   0.05806   0.10927   0.04286   0.02526         .
SWE  1979   21   0.07208   0.14075   0.04821   0.05248   0.14313
SWE  1979   22   0.08100   0.15933   0.05280   0.08372   0.00000
SWE  1979   23   0.09502   0.17821   0.06423   0.06654   0.02333
SWE  1979   24   0.11321   0.18764   0.05949   0.06592   0.08759
SWE  1979   25   0.12383   0.18746   0.06580   0.06148   0.11145
SWE  1979   26   0.13001   0.19453   0.06364   0.06331   0.07723
SWE  1979   27   0.13154   0.20110   0.06120   0.05394   0.09449
SWE  1979   28   0.13188   0.19758   0.06110   0.04459   0.06654
SWE  1979   29   0.12440   0.18625   0.05779   0.04276   0.06364
SWE  1979   30   0.10486   0.17142   0.05163   0.04008   0.05756
SWE  1979   31   0.09793   0.14742   0.05078   0.03902   0.05088
SWE  1979   32   0.08101   0.12615   0.04269   0.03486   0.05753
SWE  1979   33   0.06266   0.10691   0.03685   0.03137   0.04604
SWE  1979   34   0.04999   0.08458   0.03079   0.02608   0.04423
SWE  1979   35   0.04850   0.06798   0.02609   0.02442   0.03975
SWE  1979   36   0.03612   0.05613   0.02089   0.01995   0.03032
SWE  1979   37   0.02854   0.03791   0.01342   0.01682   0.02965
SWE  1979   38   0.01903   0.02828   0.01201   0.01421   0.02473
SWE  1979   39   0.01368   0.01871   0.00906   0.00980   0.02116
SWE  1979   40   0.01059   0.01186   0.00577   0.00705   0.01427
SWE  1979   41   0.00534   0.00674   0.00341   0.00518   0.01305
SWE  1979   42   0.00579   0.00549   0.00269   0.00324   0.00644
SWE  1979   43   0.00257   0.00184   0.00131   0.00200   0.00450
SWE  1979   44   0.00094   0.00029   0.00057   0.00097   0.00228
SWE  1979   45   0.00075   0.00028   0.00039   0.00011   0.00129
SWE  1979   46   0.00000   0.00000   0.00006   0.00022   0.00126
SWE  1979   47   0.00000   0.00000   0.00000   0.00011   0.00017
SWE  1979   48   0.00000   0.00000   0.00000   0.00011   0.00000
SWE  1979   49   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1979   50   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1979   51   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1979   52   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1979   53   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1979   54   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1979   55+  0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1980   12-  0.00000         .         .         .         .
SWE  1980   13   0.00003         .         .         .         .
SWE  1980   14   0.00022   0.00000         .         .         .
SWE  1980   15   0.00092   0.01919         .         .         .
SWE  1980   16   0.00368   0.01854         .         .         .
SWE  1980   17   0.01076   0.03702   0.04201         .         .
SWE  1980   18   0.02248   0.05678   0.01067         .         .
SWE  1980   19   0.04053   0.08370   0.04921   0.07267         .
SWE  1980   20   0.05777   0.11894   0.04041   0.05558         .
SWE  1980   21   0.07152   0.14546   0.04935   0.05023   0.14337
SWE  1980   22   0.08252   0.16163   0.05501   0.04149   0.11647
SWE  1980   23   0.09474   0.18197   0.05967   0.07090   0.06527
SWE  1980   24   0.11091   0.18763   0.06609   0.07106   0.09990
SWE  1980   25   0.12252   0.18909   0.06661   0.05203   0.09415
SWE  1980   26   0.13538   0.19187   0.06231   0.05857   0.07689
SWE  1980   27   0.13158   0.20558   0.06239   0.05734   0.06433
SWE  1980   28   0.13429   0.20039   0.06388   0.04790   0.08870
SWE  1980   29   0.12348   0.18589   0.05969   0.04947   0.07271
SWE  1980   30   0.11323   0.16986   0.05786   0.04437   0.07036
SWE  1980   31   0.09823   0.15754   0.05006   0.04044   0.05241
SWE  1980   32   0.08195   0.13154   0.04579   0.03917   0.06372
SWE  1980   33   0.07049   0.11400   0.04091   0.03288   0.04953
SWE  1980   34   0.05964   0.08537   0.03242   0.03035   0.05042
SWE  1980   35   0.04428   0.06474   0.02555   0.02605   0.03930
SWE  1980   36   0.03829   0.05468   0.02071   0.02334   0.03587
SWE  1980   37   0.02715   0.04040   0.01705   0.01798   0.02741
SWE  1980   38   0.01935   0.02698   0.01340   0.01358   0.02445
SWE  1980   39   0.01746   0.01901   0.00892   0.01049   0.02373
SWE  1980   40   0.01013   0.01192   0.00494   0.00720   0.01694
SWE  1980   41   0.00775   0.00800   0.00391   0.00561   0.01131
SWE  1980   42   0.00268   0.00373   0.00168   0.00313   0.00835
SWE  1980   43   0.00363   0.00268   0.00126   0.00152   0.00360
SWE  1980   44   0.00092   0.00113   0.00036   0.00148   0.00313
SWE  1980   45   0.00056   0.00043   0.00013   0.00043   0.00152
SWE  1980   46   0.00000   0.00000   0.00007   0.00022   0.00055
SWE  1980   47   0.00018   0.00013   0.00007   0.00000   0.00018
SWE  1980   48   0.00000   0.00000   0.00000   0.00011   0.00000
SWE  1980   49   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1980   50   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1980   51   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1980   52   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1980   53   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1980   54   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1980   55+  0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1981   12-  0.00000         .         .         .         .
SWE  1981   13   0.00000         .         .         .         .
SWE  1981   14   0.00020   0.00000         .         .         .
SWE  1981   15   0.00086   0.02017         .         .         .
SWE  1981   16   0.00311   0.01993         .         .         .
SWE  1981   17   0.00964   0.02591   0.04634         .         .
SWE  1981   18   0.02095   0.06634   0.02164         .         .
SWE  1981   19   0.03675   0.08870   0.04401   0.09945         .
SWE  1981   20   0.05238   0.11067   0.04062   0.05291         .
SWE  1981   21   0.06538   0.14089   0.05267   0.07815   0.00000
SWE  1981   22   0.07739   0.16185   0.06255   0.06476   0.05075
SWE  1981   23   0.09180   0.17866   0.06031   0.06109   0.00000
SWE  1981   24   0.10454   0.17939   0.06863   0.04997   0.07099
SWE  1981   25   0.11309   0.19040   0.06925   0.05384   0.08710
SWE  1981   26   0.11829   0.18908   0.07387   0.06402   0.06019
SWE  1981   27   0.12627   0.19694   0.06507   0.05530   0.05185
SWE  1981   28   0.12390   0.19091   0.06379   0.04914   0.07921
SWE  1981   29   0.11701   0.19039   0.05999   0.04620   0.06325
SWE  1981   30   0.11349   0.17166   0.05786   0.04238   0.06993
SWE  1981   31   0.09313   0.16510   0.05161   0.04205   0.06701
SWE  1981   32   0.07753   0.13195   0.04882   0.03798   0.05243
SWE  1981   33   0.07115   0.10654   0.04084   0.03446   0.04923
SWE  1981   34   0.06049   0.09350   0.03739   0.03222   0.04893
SWE  1981   35   0.04812   0.07061   0.02578   0.02164   0.04595
SWE  1981   36   0.03733   0.05286   0.02154   0.02206   0.03571
SWE  1981   37   0.02942   0.03890   0.01749   0.01916   0.02611
SWE  1981   38   0.02056   0.02714   0.01223   0.01555   0.02858
SWE  1981   39   0.01542   0.01898   0.00825   0.01000   0.01744
SWE  1981   40   0.00815   0.01289   0.00578   0.00831   0.01796
SWE  1981   41   0.00903   0.00683   0.00337   0.00473   0.01208
SWE  1981   42   0.00346   0.00672   0.00280   0.00389   0.00868
SWE  1981   43   0.00198   0.00250   0.00120   0.00157   0.00520
SWE  1981   44   0.00127   0.00155   0.00052   0.00102   0.00180
SWE  1981   45   0.00018   0.00071   0.00024   0.00042   0.00078
SWE  1981   46   0.00019   0.00000   0.00013   0.00043   0.00038
SWE  1981   47   0.00000   0.00000   0.00000   0.00033   0.00000
SWE  1981   48   0.00000   0.00013   0.00007   0.00000   0.00018
SWE  1981   49   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1981   50   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1981   51   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1981   52   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1981   53   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1981   54   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1981   55+  0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1982   12-  0.00000         .         .         .         .
SWE  1982   13   0.00006         .         .         .         .
SWE  1982   14   0.00012   0.00000         .         .         .
SWE  1982   15   0.00058   0.02149         .         .         .
SWE  1982   16   0.00289   0.01695         .         .         .
SWE  1982   17   0.00849   0.02633   0.18632         .         .
SWE  1982   18   0.01768   0.04240   0.03968         .         .
SWE  1982   19   0.03567   0.08092   0.03431   0.11639         .
SWE  1982   20   0.04909   0.11269   0.05601   0.02723         .
SWE  1982   21   0.06217   0.14560   0.06384   0.06132   0.33333
SWE  1982   22   0.07164   0.16715   0.06844   0.02370   0.00000
SWE  1982   23   0.08333   0.17664   0.07175   0.05275   0.00000
SWE  1982   24   0.09944   0.18223   0.06830   0.07505   0.07592
SWE  1982   25   0.11030   0.19405   0.07487   0.06098   0.09393
SWE  1982   26   0.11831   0.19619   0.06883   0.04808   0.07704
SWE  1982   27   0.11956   0.19874   0.06472   0.05460   0.08884
SWE  1982   28   0.12147   0.19890   0.06893   0.05372   0.09079
SWE  1982   29   0.11831   0.18250   0.06274   0.05015   0.06934
SWE  1982   30   0.10747   0.17773   0.05750   0.04485   0.06965
SWE  1982   31   0.09353   0.16190   0.05570   0.04457   0.06195
SWE  1982   32   0.08060   0.14536   0.04893   0.03687   0.05691
SWE  1982   33   0.06944   0.11799   0.04368   0.03198   0.04740
SWE  1982   34   0.05842   0.09244   0.03840   0.02860   0.04064
SWE  1982   35   0.04974   0.07381   0.02921   0.02563   0.04895
SWE  1982   36   0.03845   0.05320   0.02267   0.02348   0.03804
SWE  1982   37   0.02652   0.04035   0.01669   0.01942   0.03391
SWE  1982   38   0.02265   0.02985   0.01160   0.01501   0.02715
SWE  1982   39   0.01573   0.01861   0.00939   0.00976   0.02179
SWE  1982   40   0.01067   0.01374   0.00623   0.00864   0.01515
SWE  1982   41   0.00682   0.00707   0.00376   0.00586   0.01296
SWE  1982   42   0.00463   0.00349   0.00203   0.00369   0.00870
SWE  1982   43   0.00261   0.00238   0.00143   0.00304   0.00421
SWE  1982   44   0.00072   0.00125   0.00093   0.00147   0.00353
SWE  1982   45   0.00000   0.00028   0.00023   0.00051   0.00140
SWE  1982   46   0.00000   0.00000   0.00012   0.00064   0.00059
SWE  1982   47   0.00000   0.00000   0.00000   0.00022   0.00095
SWE  1982   48   0.00000   0.00000   0.00000   0.00011   0.00019
SWE  1982   49   0.00000   0.00000   0.00007   0.00000   0.00000
SWE  1982   50   0.00000   0.00000   0.00000   0.00000   0.00017
SWE  1982   51   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1982   52   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1982   53   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1982   54   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1982   55+  0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1983   12-  0.00000         .         .         .         .
SWE  1983   13   0.00000         .         .         .         .
SWE  1983   14   0.00007   0.00000         .         .         .
SWE  1983   15   0.00063   0.00000         .         .         .
SWE  1983   16   0.00235   0.02018         .         .         .
SWE  1983   17   0.00639   0.02939   0.00000         .         .
SWE  1983   18   0.01601   0.05227   0.02882         .         .
SWE  1983   19   0.02940   0.09128   0.03972   0.00000         .
SWE  1983   20   0.04521   0.11347   0.05789   0.02898         .
SWE  1983   21   0.05859   0.13271   0.06953   0.05807   0.00000
SWE  1983   22   0.07005   0.16473   0.07158   0.02731   0.19649
SWE  1983   23   0.07910   0.18699   0.07336   0.08844   0.08260
SWE  1983   24   0.09474   0.19040   0.07540   0.06185   0.09275
SWE  1983   25   0.10647   0.19916   0.07334   0.07294   0.06562
SWE  1983   26   0.11501   0.19550   0.07008   0.06947   0.05752
SWE  1983   27   0.11507   0.20126   0.07292   0.05312   0.09462
SWE  1983   28   0.11888   0.20056   0.06957   0.05577   0.05666
SWE  1983   29   0.11356   0.19468   0.06525   0.05555   0.06882
SWE  1983   30   0.10564   0.17691   0.06026   0.04984   0.06732
SWE  1983   31   0.09488   0.16033   0.05911   0.04558   0.06168
SWE  1983   32   0.08369   0.13608   0.05141   0.03828   0.05416
SWE  1983   33   0.06533   0.11257   0.04624   0.03801   0.05958
SWE  1983   34   0.06039   0.09423   0.03853   0.03290   0.04316
SWE  1983   35   0.04918   0.07238   0.03194   0.02884   0.04158
SWE  1983   36   0.04132   0.05684   0.02402   0.02460   0.04026
SWE  1983   37   0.02991   0.04079   0.01673   0.01751   0.03098
SWE  1983   38   0.02071   0.02778   0.01303   0.01709   0.02789
SWE  1983   39   0.01682   0.02423   0.00906   0.01018   0.02195
SWE  1983   40   0.01247   0.01219   0.00626   0.00921   0.01627
SWE  1983   41   0.00765   0.00806   0.00443   0.00457   0.01008
SWE  1983   42   0.00281   0.00486   0.00188   0.00380   0.00816
SWE  1983   43   0.00275   0.00233   0.00149   0.00322   0.00757
SWE  1983   44   0.00174   0.00106   0.00041   0.00143   0.00378
SWE  1983   45   0.00090   0.00042   0.00011   0.00029   0.00187
SWE  1983   46   0.00018   0.00043   0.00017   0.00020   0.00100
SWE  1983   47   0.00000   0.00000   0.00000   0.00011   0.00000
SWE  1983   48   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1983   49   0.00000   0.00000   0.00000   0.00011   0.00000
SWE  1983   50   0.00000   0.00000   0.00000   0.00000   0.00018
SWE  1983   51   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1983   52   0.00000   0.00000   0.00000   0.00000   0.00017
SWE  1983   53   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1983   54   0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1983   55+  0.00000   0.00000   0.00000   0.00000   0.00000
SWE  1984   12-  0.00000         .         .         .         .
SWE  1984   13   0.00000         .         .         .         .
SWE  1984   14   0.00009         .         .         .         .
SWE  1984   15   0.00059   0.04170         .         .         .
SWE  1984   16   0.00130   0.02747         .         .         .
SWE  1984   17   0.00586   0.03910   0.00000         .         .
SWE  1984   18   0.01285   0.06633   0.01740         .         .
SWE  1984   19   0.02800   0.07664   0.01879   0.00000         .
SWE  1984   20   0.04166   0.10952   0.04183   0.06138         .
