Conditional fertility rates by calendar year, age and birth order (based on parity distribution from population census)
Last modified: 25/09/2014
Code Year  Age       m1x       m2x       m3x       m4x      m5px
FIN  1988   24   0.07684   0.19993   0.09598   0.10925   0.12134
FIN  1988   25   0.09563   0.20422   0.08913   0.10232   0.19005
FIN  1988   26   0.11097   0.21706   0.08682   0.08360   0.16484
FIN  1988   27   0.12058   0.21975   0.08620   0.08277   0.14284
FIN  1988   28   0.12133   0.21706   0.08289   0.06438   0.11669
FIN  1988   29   0.11412   0.20815   0.08015   0.06416   0.13873
FIN  1988   30   0.09899   0.19739   0.08046   0.05301   0.11959
FIN  1988   31   0.09555   0.16971   0.07127   0.05496   0.11176
FIN  1988   32   0.08157   0.14472   0.06460   0.05291   0.09586
FIN  1988   33   0.06927   0.12063   0.05561   0.04003   0.09102
FIN  1988   34   0.05636   0.10049   0.04877   0.04012   0.08951
FIN  1988   35   0.05127   0.08065   0.04034   0.03419   0.08384
FIN  1988   36   0.03947   0.05918   0.03384   0.03162   0.07707
FIN  1988   37   0.03347   0.04170   0.02482   0.02605   0.05756
FIN  1988   38   0.02471   0.02885   0.01831   0.02219   0.05618
FIN  1988   39   0.01894   0.02067   0.01313   0.01908   0.04754
FIN  1988   40   0.01366   0.01620   0.01035   0.01430   0.03531
FIN  1988   41   0.00917   0.00869   0.00551   0.00963   0.02879
FIN  1988   42   0.00469   0.00533   0.00360   0.00692   0.02733
FIN  1988   43   0.00319   0.00374   0.00218   0.00334   0.01497
FIN  1988   44   0.00072   0.00095   0.00111   0.00164   0.01168
FIN  1988   45   0.00109   0.00109   0.00084   0.00040   0.00518
FIN  1988   46   0.00123   0.00034   0.00017   0.00089   0.00372
FIN  1988   47   0.00000   0.00036   0.00009   0.00035   0.00101
FIN  1988   48   0.00000   0.00000   0.00000   0.00017   0.00000
FIN  1988   49   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1988   50   0.00000   0.00000   0.00010   0.00000   0.00000
FIN  1988   51   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1988   52   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1988   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1988   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1988   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1989   12-  0.00000         .         .         .         .
FIN  1989   13   0.00000         .         .         .         .
FIN  1989   14   0.00003         .         .         .         .
FIN  1989   15   0.00062   0.06878         .         .         .
FIN  1989   16   0.00213   0.05977         .         .         .
FIN  1989   17   0.00761   0.04535   0.00000         .         .
FIN  1989   18   0.01459   0.07622   0.01384         .         .
FIN  1989   19   0.02685   0.12569   0.06070         .         .
FIN  1989   20   0.03463   0.14441   0.06588   0.00000         .
FIN  1989   21   0.04233   0.17437   0.08126   0.01765         .
FIN  1989   22   0.05111   0.18467   0.10703   0.09623   0.08397
FIN  1989   23   0.06398   0.18895   0.10395   0.14128   0.04865
FIN  1989   24   0.07658   0.20147   0.10354   0.09542   0.14629
FIN  1989   25   0.09582   0.21600   0.10360   0.11967   0.17078
FIN  1989   26   0.10503   0.20935   0.09478   0.09524   0.18514
FIN  1989   27   0.11883   0.21366   0.08931   0.07605   0.14502
FIN  1989   28   0.12618   0.22050   0.08668   0.08271   0.15165
FIN  1989   29   0.11773   0.21463   0.08078   0.06664   0.14267
FIN  1989   30   0.11029   0.20164   0.08277   0.06310   0.13174
FIN  1989   31   0.09582   0.17918   0.07429   0.05398   0.11009
FIN  1989   32   0.08271   0.14690   0.06833   0.05368   0.10582
FIN  1989   33   0.06415   0.12590   0.05740   0.04743   0.10410
FIN  1989   34   0.05571   0.10790   0.04780   0.04473   0.08689
FIN  1989   35   0.05248   0.07846   0.04348   0.04132   0.07396
FIN  1989   36   0.03514   0.05629   0.03290   0.03109   0.06827
FIN  1989   37   0.02915   0.04487   0.02420   0.02612   0.06068
FIN  1989   38   0.02550   0.03282   0.01772   0.01742   0.04673
FIN  1989   39   0.01924   0.02369   0.01346   0.01762   0.05677
FIN  1989   40   0.01305   0.01639   0.01107   0.01148   0.03922
FIN  1989   41   0.00777   0.00843   0.00651   0.00776   0.03195
FIN  1989   42   0.00635   0.00511   0.00387   0.00613   0.02482
FIN  1989   43   0.00215   0.00304   0.00148   0.00464   0.01781
FIN  1989   44   0.00113   0.00145   0.00055   0.00246   0.01005
FIN  1989   45   0.00047   0.00062   0.00089   0.00054   0.00564
FIN  1989   46   0.00027   0.00037   0.00000   0.00060   0.00130
FIN  1989   47   0.00000   0.00000   0.00009   0.00036   0.00223
FIN  1989   48   0.00000   0.00000   0.00000   0.00018   0.00000
FIN  1989   49   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1989   50   0.00000   0.00000   0.00000   0.00017   0.00000
FIN  1989   51   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1989   52   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1989   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1989   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1989   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1990   12-  0.00000         .         .         .         .
FIN  1990   13   0.00000         .         .         .         .
FIN  1990   14   0.00009         .         .         .         .
FIN  1990   15   0.00061   0.00000         .         .         .
FIN  1990   16   0.00290   0.00000         .         .         .
FIN  1990   17   0.00880   0.07831   0.00000         .         .
FIN  1990   18   0.01499   0.06800   0.08543         .         .
FIN  1990   19   0.03009   0.10187   0.01627         .         .
FIN  1990   20   0.04014   0.14637   0.06624   0.00000         .
FIN  1990   21   0.04442   0.17597   0.09315   0.02961         .
FIN  1990   22   0.05006   0.18364   0.09690   0.05690   0.00000
FIN  1990   23   0.06547   0.18997   0.09830   0.08245   0.06292
FIN  1990   24   0.07642   0.19968   0.10586   0.08059   0.15126
FIN  1990   25   0.09658   0.20828   0.10233   0.11114   0.19305
FIN  1990   26   0.11224   0.20985   0.10498   0.10307   0.19861
FIN  1990   27   0.11671   0.23169   0.09833   0.07854   0.19994
FIN  1990   28   0.12447   0.22805   0.09586   0.07935   0.15989
FIN  1990   29   0.11686   0.22227   0.09532   0.08134   0.13111
FIN  1990   30   0.11471   0.20004   0.09125   0.06935   0.11217
FIN  1990   31   0.09946   0.18981   0.08182   0.06307   0.11283
FIN  1990   32   0.08378   0.16184   0.07452   0.04934   0.10643
FIN  1990   33   0.06832   0.12714   0.06498   0.05305   0.10226
FIN  1990   34   0.06078   0.11097   0.05434   0.04980   0.07547
FIN  1990   35   0.05133   0.08946   0.04760   0.04195   0.08488
FIN  1990   36   0.04410   0.06749   0.03448   0.03644   0.07431
FIN  1990   37   0.03202   0.04301   0.02986   0.03126   0.07192
FIN  1990   38   0.02186   0.03672   0.02025   0.02321   0.06005
FIN  1990   39   0.01726   0.02657   0.01568   0.01833   0.04717
FIN  1990   40   0.01545   0.01960   0.01138   0.01473   0.04402
FIN  1990   41   0.00807   0.00966   0.00588   0.01074   0.03471
FIN  1990   42   0.00710   0.00796   0.00329   0.00603   0.02660
FIN  1990   43   0.00372   0.00289   0.00251   0.00399   0.01458
FIN  1990   44   0.00179   0.00241   0.00102   0.00211   0.01326
FIN  1990   45   0.00112   0.00073   0.00039   0.00070   0.00562
FIN  1990   46   0.00000   0.00000   0.00041   0.00054   0.00444
FIN  1990   47   0.00027   0.00000   0.00000   0.00000   0.00086
FIN  1990   48   0.00000   0.00000   0.00000   0.00000   0.00037
FIN  1990   49   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1990   50   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1990   51   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1990   52   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1990   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1990   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1990   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1991   12-  0.00000         .         .         .         .
FIN  1991   13   0.00000         .         .         .         .
FIN  1991   14   0.00031         .         .         .         .
FIN  1991   15   0.00056   0.00000         .         .         .
FIN  1991   16   0.00302   0.05642         .         .         .
FIN  1991   17   0.00862   0.02869   0.00000         .         .
FIN  1991   18   0.01625   0.07918   0.04880         .         .
FIN  1991   19   0.02886   0.13631   0.04732   0.00000         .
FIN  1991   20   0.03751   0.13693   0.06031   0.00000         .
FIN  1991   21   0.04392   0.18307   0.09627   0.05029         .
FIN  1991   22   0.05422   0.17263   0.09287   0.07453   0.00000
FIN  1991   23   0.06181   0.19311   0.11171   0.08384   0.03249
FIN  1991   24   0.07982   0.20564   0.11241   0.17111   0.11501
FIN  1991   25   0.10085   0.21409   0.09564   0.10379   0.18488
FIN  1991   26   0.11188   0.21324   0.10561   0.09424   0.10491
FIN  1991   27   0.12040   0.22628   0.09224   0.07812   0.20978
FIN  1991   28   0.12254   0.21767   0.10220   0.08273   0.14522
FIN  1991   29   0.12116   0.22450   0.08739   0.07543   0.14592
FIN  1991   30   0.11512   0.21150   0.08718   0.06756   0.14325
FIN  1991   31   0.10068   0.19522   0.08438   0.06278   0.12808
FIN  1991   32   0.09062   0.16149   0.07190   0.05537   0.09874
FIN  1991   33   0.07197   0.14258   0.06383   0.05241   0.10304
FIN  1991   34   0.06699   0.11225   0.05552   0.04434   0.09181
FIN  1991   35   0.05056   0.08924   0.04592   0.04183   0.08345
FIN  1991   36   0.04123   0.06652   0.03706   0.03581   0.06622
FIN  1991   37   0.03509   0.05479   0.02623   0.03195   0.05906
FIN  1991   38   0.02182   0.03948   0.02057   0.02380   0.05421
FIN  1991   39   0.01857   0.02396   0.01415   0.01706   0.05621
FIN  1991   40   0.01291   0.01690   0.00983   0.01175   0.03930
FIN  1991   41   0.01053   0.00993   0.00630   0.01016   0.03040
FIN  1991   42   0.00724   0.00592   0.00348   0.00819   0.02860
FIN  1991   43   0.00288   0.00354   0.00181   0.00288   0.02120
FIN  1991   44   0.00212   0.00203   0.00120   0.00106   0.00889
FIN  1991   45   0.00082   0.00073   0.00051   0.00053   0.00739
FIN  1991   46   0.00000   0.00015   0.00008   0.00018   0.00201
FIN  1991   47   0.00000   0.00000   0.00000   0.00018   0.00121
FIN  1991   48   0.00000   0.00000   0.00000   0.00020   0.00000
FIN  1991   49   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1991   50   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1991   51   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1991   52   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1991   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1991   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1991   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1992   12-  0.00000         .         .         .         .
FIN  1992   13   0.00000         .         .         .         .
FIN  1992   14   0.00017         .         .         .         .
FIN  1992   15   0.00046   0.00000         .         .         .
FIN  1992   16   0.00326   0.01127         .         .         .
FIN  1992   17   0.00789   0.07827   0.00000         .         .
FIN  1992   18   0.01623   0.07500   0.02383         .         .
FIN  1992   19   0.02858   0.12428   0.07178   0.00000         .
FIN  1992   20   0.03811   0.14643   0.04063   0.11092         .
FIN  1992   21   0.04436   0.18965   0.07075   0.10013         .
FIN  1992   22   0.05302   0.19347   0.09828   0.13853   0.07366
FIN  1992   23   0.06397   0.19790   0.12094   0.10513   0.05677
FIN  1992   24   0.07849   0.20488   0.11198   0.11457   0.11768
FIN  1992   25   0.09450   0.22347   0.10056   0.10649   0.10127
FIN  1992   26   0.11189   0.23266   0.10514   0.12984   0.16976
FIN  1992   27   0.11990   0.24011   0.10001   0.10091   0.17954
FIN  1992   28   0.12720   0.23868   0.09920   0.09467   0.19759
FIN  1992   29   0.11802   0.23474   0.09860   0.08722   0.16647
FIN  1992   30   0.10962   0.22127   0.09355   0.07160   0.15077
FIN  1992   31   0.10469   0.20005   0.08323   0.07231   0.10806
FIN  1992   32   0.08887   0.17064   0.08156   0.06105   0.09136
FIN  1992   33   0.07614   0.14439   0.07042   0.06223   0.10080
FIN  1992   34   0.06058   0.11624   0.05941   0.04774   0.08284
FIN  1992   35   0.05394   0.09656   0.04782   0.04110   0.08290
FIN  1992   36   0.03963   0.07322   0.03926   0.03879   0.07837
FIN  1992   37   0.03503   0.05613   0.02636   0.02882   0.06636
FIN  1992   38   0.02850   0.04610   0.01970   0.02130   0.05804
FIN  1992   39   0.01939   0.02697   0.01636   0.01718   0.04862
FIN  1992   40   0.01733   0.01546   0.01059   0.01307   0.04579
FIN  1992   41   0.00948   0.01199   0.00610   0.01106   0.03561
FIN  1992   42   0.00530   0.00735   0.00410   0.00644   0.02812
FIN  1992   43   0.00427   0.00405   0.00234   0.00436   0.01807
FIN  1992   44   0.00176   0.00070   0.00125   0.00249   0.00970
FIN  1992   45   0.00098   0.00086   0.00040   0.00106   0.00856
FIN  1992   46   0.00082   0.00010   0.00017   0.00026   0.00617
FIN  1992   47   0.00023   0.00015   0.00000   0.00000   0.00040
FIN  1992   48   0.00000   0.00000   0.00000   0.00000   0.00040
FIN  1992   49   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1992   50   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1992   51   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1992   52   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1992   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1992   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1992   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1993   12-  0.00000         .         .         .         .
FIN  1993   13   0.00000         .         .         .         .
FIN  1993   14   0.00011         .         .         .         .
FIN  1993   15   0.00054   0.00000         .         .         .
FIN  1993   16   0.00253   0.05908         .         .         .
FIN  1993   17   0.00712   0.05073   0.00000         .         .
FIN  1993   18   0.01366   0.08185   0.00000         .         .
FIN  1993   19   0.02607   0.10252   0.02382   0.00000         .
FIN  1993   20   0.03562   0.14797   0.10170   0.00000         .
FIN  1993   21   0.04174   0.17269   0.11930   0.05087         .
FIN  1993   22   0.05142   0.19523   0.10145   0.07857   0.00000
FIN  1993   23   0.06067   0.20419   0.10612   0.14114   0.13229
FIN  1993   24   0.07951   0.20629   0.11133   0.13346   0.10599
FIN  1993   25   0.08887   0.22193   0.11182   0.11852   0.16290
FIN  1993   26   0.10988   0.23006   0.10434   0.09401   0.17430
FIN  1993   27   0.11103   0.24305   0.10640   0.09818   0.17133
FIN  1993   28   0.11817   0.23833   0.09855   0.09875   0.16145
FIN  1993   29   0.11567   0.23583   0.09810   0.08066   0.13036
FIN  1993   30   0.11620   0.22516   0.08728   0.07703   0.13608
FIN  1993   31   0.10873   0.18771   0.08224   0.06901   0.11399
FIN  1993   32   0.09044   0.18535   0.07388   0.06321   0.11313
FIN  1993   33   0.07743   0.14432   0.06550   0.05269   0.09611
FIN  1993   34   0.06593   0.12281   0.05776   0.04707   0.08370
FIN  1993   35   0.05471   0.09700   0.04770   0.04439   0.06875
FIN  1993   36   0.04377   0.07111   0.03590   0.03406   0.07908
FIN  1993   37   0.03691   0.05846   0.02730   0.02996   0.06226
FIN  1993   38   0.02579   0.04072   0.01783   0.02466   0.05489
FIN  1993   39   0.02226   0.02898   0.01539   0.01807   0.04849
FIN  1993   40   0.01421   0.02005   0.00991   0.01254   0.04336
FIN  1993   41   0.00838   0.01134   0.00658   0.00611   0.03756
FIN  1993   42   0.00493   0.00810   0.00398   0.00606   0.02234
FIN  1993   43   0.00273   0.00372   0.00286   0.00273   0.01798
FIN  1993   44   0.00173   0.00225   0.00120   0.00172   0.01209
FIN  1993   45   0.00064   0.00065   0.00068   0.00092   0.00668
FIN  1993   46   0.00032   0.00011   0.00006   0.00013   0.00297
FIN  1993   47   0.00033   0.00032   0.00011   0.00026   0.00247
FIN  1993   48   0.00000   0.00000   0.00000   0.00018   0.00000
FIN  1993   49   0.00023   0.00000   0.00000   0.00000   0.00000
FIN  1993   50   0.00000   0.00000   0.00009   0.00000   0.00000
FIN  1993   51   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1993   52   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1993   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1993   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1993   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1994   12-  0.00000         .         .         .         .
FIN  1994   13   0.00006         .         .         .         .
FIN  1994   14   0.00003         .         .         .         .
FIN  1994   15   0.00041   0.00000         .         .         .
FIN  1994   16   0.00198   0.02998         .         .         .
FIN  1994   17   0.00562   0.06475   0.17099         .         .
FIN  1994   18   0.01179   0.08226   0.13237         .         .
FIN  1994   19   0.02502   0.12366   0.10769   0.15199         .
FIN  1994   20   0.03362   0.16648   0.08214   0.04783         .
FIN  1994   21   0.04317   0.17652   0.10519   0.14141         .
FIN  1994   22   0.04818   0.20159   0.12252   0.10265   0.31699
FIN  1994   23   0.06053   0.20671   0.13076   0.18275   0.16972
FIN  1994   24   0.07560   0.21747   0.11272   0.13285   0.13117
FIN  1994   25   0.09376   0.22251   0.11590   0.15944   0.17656
FIN  1994   26   0.10430   0.23855   0.10884   0.13239   0.23529
FIN  1994   27   0.11200   0.22193   0.10642   0.11544   0.25321
FIN  1994   28   0.11587   0.23251   0.10262   0.09933   0.18175
FIN  1994   29   0.11544   0.23803   0.10085   0.10208   0.16911
FIN  1994   30   0.10692   0.22783   0.09317   0.08462   0.16429
FIN  1994   31   0.10137   0.21284   0.08854   0.06962   0.14590
FIN  1994   32   0.08754   0.19140   0.07939   0.06541   0.11448
FIN  1994   33   0.08164   0.16154   0.07015   0.05516   0.10990
FIN  1994   34   0.06550   0.13370   0.05897   0.04860   0.09393
FIN  1994   35   0.06027   0.10529   0.05078   0.04181   0.09143
FIN  1994   36   0.04712   0.08302   0.04131   0.03547   0.07093
FIN  1994   37   0.03495   0.06119   0.03108   0.02988   0.06527
FIN  1994   38   0.02516   0.04303   0.02259   0.02166   0.05910
FIN  1994   39   0.02131   0.02770   0.01553   0.01781   0.04800
FIN  1994   40   0.01474   0.01966   0.01123   0.01099   0.03667
FIN  1994   41   0.00810   0.00970   0.00660   0.00942   0.03079
FIN  1994   42   0.00732   0.00669   0.00412   0.00568   0.03104
FIN  1994   43   0.00479   0.00415   0.00181   0.00316   0.02214
FIN  1994   44   0.00274   0.00128   0.00137   0.00150   0.01148
FIN  1994   45   0.00126   0.00088   0.00040   0.00066   0.00522
FIN  1994   46   0.00032   0.00032   0.00028   0.00079   0.00401
FIN  1994   47   0.00016   0.00022   0.00006   0.00027   0.00066
FIN  1994   48   0.00000   0.00011   0.00000   0.00000   0.00124
FIN  1994   49   0.00000   0.00015   0.00000   0.00000   0.00000
FIN  1994   50   0.00023   0.00000   0.00000   0.00000   0.00000
FIN  1994   51   0.00000   0.00000   0.00000   0.00000   0.00044
FIN  1994   52   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1994   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1994   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1994   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1995   12-  0.00000         .         .         .         .
FIN  1995   13   0.00000         .         .         .         .
FIN  1995   14   0.00010         .         .         .         .
FIN  1995   15   0.00041   0.00000         .         .         .
FIN  1995   16   0.00207   0.01554         .         .         .
FIN  1995   17   0.00587   0.05086   0.00000         .         .
FIN  1995   18   0.01218   0.07856   0.02403         .         .
FIN  1995   19   0.02383   0.10621   0.03841   0.00000         .
FIN  1995   20   0.03242   0.15808   0.08849   0.00000         .
FIN  1995   21   0.03722   0.19199   0.07578   0.10242         .
FIN  1995   22   0.04558   0.21745   0.12521   0.14775   0.00000
FIN  1995   23   0.05813   0.19941   0.11448   0.10620   0.05437
FIN  1995   24   0.07015   0.20132   0.11859   0.09990   0.10095
FIN  1995   25   0.08884   0.21434   0.11391   0.13703   0.21215
FIN  1995   26   0.09878   0.21687   0.09542   0.11346   0.17173
FIN  1995   27   0.11331   0.22637   0.10120   0.10658   0.21293
FIN  1995   28   0.11372   0.22972   0.09776   0.08396   0.14921
FIN  1995   29   0.11211   0.24059   0.09440   0.08359   0.15111
FIN  1995   30   0.10714   0.22928   0.08931   0.07549   0.14990
FIN  1995   31   0.10917   0.21989   0.08211   0.07357   0.12982
FIN  1995   32   0.09123   0.18824   0.07778   0.05878   0.12117
FIN  1995   33   0.07915   0.16482   0.07191   0.05616   0.09881
FIN  1995   34   0.07396   0.14082   0.06302   0.04887   0.08682
FIN  1995   35   0.06047   0.11006   0.04882   0.03665   0.07213
FIN  1995   36   0.05199   0.08407   0.04183   0.03665   0.07130
FIN  1995   37   0.03810   0.06283   0.03170   0.02870   0.06529
FIN  1995   38   0.03016   0.04769   0.02037   0.02353   0.05145
FIN  1995   39   0.02750   0.03313   0.01689   0.01932   0.04824
FIN  1995   40   0.01730   0.02203   0.00975   0.01559   0.03784
FIN  1995   41   0.01421   0.01394   0.00698   0.00940   0.03264
FIN  1995   42   0.00692   0.00608   0.00419   0.00510   0.02797
FIN  1995   43   0.00343   0.00417   0.00203   0.00297   0.02082
FIN  1995   44   0.00116   0.00306   0.00093   0.00179   0.01030
FIN  1995   45   0.00097   0.00093   0.00066   0.00082   0.00809
FIN  1995   46   0.00063   0.00022   0.00017   0.00026   0.00359
FIN  1995   47   0.00032   0.00000   0.00006   0.00013   0.00167
FIN  1995   48   0.00000   0.00000   0.00000   0.00000   0.00033
FIN  1995   49   0.00000   0.00000   0.00011   0.00000   0.00000
FIN  1995   50   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1995   51   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1995   52   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1995   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1995   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1995   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1996   12-  0.00003         .         .         .         .
FIN  1996   13   0.00000         .         .         .         .
FIN  1996   14   0.00006         .         .         .         .
FIN  1996   15   0.00035   0.06676         .         .         .
FIN  1996   16   0.00234   0.01638         .         .         .
FIN  1996   17   0.00658   0.03924   0.11698         .         .
FIN  1996   18   0.01217   0.08363   0.05501         .         .
FIN  1996   19   0.02264   0.11473   0.05014   0.00000         .
FIN  1996   20   0.03254   0.15009   0.06432   0.04390         .
FIN  1996   21   0.03980   0.18401   0.08377   0.07739         .
FIN  1996   22   0.04671   0.19531   0.11516   0.10660   0.00000
FIN  1996   23   0.05239   0.19975   0.11649   0.13143   0.09318
FIN  1996   24   0.06438   0.20922   0.12447   0.15300   0.12711
FIN  1996   25   0.08314   0.20798   0.10549   0.11044   0.17797
FIN  1996   26   0.09719   0.21680   0.10277   0.09479   0.18726
FIN  1996   27   0.10280   0.21953   0.09832   0.10040   0.16575
FIN  1996   28   0.10900   0.23287   0.09173   0.09521   0.16939
FIN  1996   29   0.11288   0.22483   0.08470   0.08624   0.13464
FIN  1996   30   0.10926   0.22037   0.09266   0.06956   0.13062
FIN  1996   31   0.10101   0.20531   0.08024   0.06198   0.11862
FIN  1996   32   0.09346   0.18700   0.07790   0.05732   0.10109
FIN  1996   33   0.08593   0.16068   0.06778   0.04900   0.09457
FIN  1996   34   0.07837   0.13682   0.05695   0.04519   0.09438
FIN  1996   35   0.06191   0.12112   0.05075   0.03873   0.06672
FIN  1996   36   0.05064   0.09327   0.03996   0.03674   0.05881
FIN  1996   37   0.04356   0.06674   0.03182   0.02727   0.06522
FIN  1996   38   0.03026   0.04820   0.02397   0.02621   0.05577
FIN  1996   39   0.02709   0.03130   0.01769   0.02011   0.04727
FIN  1996   40   0.01676   0.02430   0.01042   0.01264   0.04466
FIN  1996   41   0.01052   0.01196   0.00633   0.00909   0.03066
FIN  1996   42   0.00726   0.00887   0.00291   0.00652   0.02336
FIN  1996   43   0.00270   0.00382   0.00248   0.00294   0.01798
FIN  1996   44   0.00164   0.00203   0.00108   0.00162   0.01052
FIN  1996   45   0.00100   0.00074   0.00056   0.00027   0.00710
FIN  1996   46   0.00049   0.00047   0.00024   0.00014   0.00405
FIN  1996   47   0.00048   0.00022   0.00006   0.00000   0.00131
FIN  1996   48   0.00000   0.00000   0.00000   0.00000   0.00167
FIN  1996   49   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1996   50   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1996   51   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1996   52   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1996   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1996   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1996   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1997   12-  0.00000         .         .         .         .
FIN  1997   13   0.00000         .         .         .         .
FIN  1997   14   0.00012         .         .         .         .
FIN  1997   15   0.00031   0.00000         .         .         .
FIN  1997   16   0.00169   0.05228         .         .         .
FIN  1997   17   0.00527   0.03919   0.14874         .         .
FIN  1997   18   0.01048   0.06099   0.00000         .         .
FIN  1997   19   0.02368   0.11132   0.04425   0.15562         .
FIN  1997   20   0.03267   0.14943   0.08860   0.04456         .
FIN  1997   21   0.03796   0.17747   0.11293   0.01518         .
FIN  1997   22   0.04190   0.19586   0.11398   0.07502   0.06692
FIN  1997   23   0.05379   0.21128   0.11440   0.09878   0.11436
FIN  1997   24   0.06757   0.19741   0.12055   0.13781   0.19899
FIN  1997   25   0.08309   0.20871   0.09826   0.12853   0.17172
FIN  1997   26   0.08830   0.22206   0.09098   0.08802   0.16744
FIN  1997   27   0.10510   0.21889   0.09285   0.10800   0.21078
FIN  1997   28   0.11192   0.22053   0.08824   0.09468   0.16580
FIN  1997   29   0.10946   0.22889   0.08852   0.08195   0.14851
FIN  1997   30   0.11333   0.21230   0.07827   0.06472   0.14306
FIN  1997   31   0.10077   0.21167   0.07754   0.05565   0.13067
FIN  1997   32   0.09175   0.18584   0.07180   0.05719   0.10027
FIN  1997   33   0.08413   0.16449   0.06799   0.04969   0.10431
FIN  1997   34   0.08155   0.13835   0.05395   0.04184   0.08976
FIN  1997   35   0.05959   0.12088   0.04780   0.04016   0.07965
FIN  1997   36   0.05868   0.10098   0.04045   0.03437   0.07030
FIN  1997   37   0.04165   0.07001   0.03303   0.02787   0.06470
FIN  1997   38   0.03340   0.05531   0.02500   0.02324   0.05249
FIN  1997   39   0.02490   0.03781   0.01562   0.01694   0.04092
FIN  1997   40   0.01725   0.02438   0.01081   0.01489   0.04085
FIN  1997   41   0.01427   0.01205   0.00702   0.00867   0.02675
FIN  1997   42   0.00697   0.00901   0.00468   0.00653   0.02028
FIN  1997   43   0.00382   0.00613   0.00194   0.00353   0.01353
FIN  1997   44   0.00176   0.00259   0.00127   0.00254   0.01340
FIN  1997   45   0.00148   0.00089   0.00044   0.00149   0.00735
FIN  1997   46   0.00017   0.00012   0.00031   0.00069   0.00497
FIN  1997   47   0.00033   0.00000   0.00018   0.00000   0.00405
FIN  1997   48   0.00000   0.00000   0.00000   0.00040   0.00131
FIN  1997   49   0.00016   0.00011   0.00000   0.00000   0.00034
FIN  1997   50   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1997   51   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1997   52   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1997   53   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1997   54   0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1997   55+  0.00000   0.00000   0.00000   0.00000   0.00000
FIN  1998   12-  0.00000         .         .         .         .
