Cumulative period fertility rates by birth order (Lexis squares)
Last modified: 25/09/2014
Code Year    Age     CPFR     CPFR1     CPFR2     CPFR3     CPFR4    CPFR5p
DEUTE  1980    25     1.190     0.845     0.308     0.031     0.005     0.001
DEUTE  1980    26     1.335     0.896     0.386     0.044     0.007     0.002
DEUTE  1980    27     1.458     0.930     0.458     0.058     0.010     0.002
DEUTE  1980    28     1.561     0.952     0.520     0.072     0.013     0.004
DEUTE  1980    29     1.643     0.968     0.568     0.085     0.016     0.005
DEUTE  1980    30     1.709     0.980     0.606     0.097     0.020     0.006
DEUTE  1980    31     1.763     0.987     0.635     0.109     0.024     0.008
DEUTE  1980    32     1.805     0.993     0.655     0.120     0.027     0.010
DEUTE  1980    33     1.839     0.998     0.670     0.128     0.030     0.012
DEUTE  1980    34     1.866     1.002     0.681     0.136     0.033     0.014
DEUTE  1980    35     1.885     1.004     0.688     0.141     0.035     0.016
DEUTE  1980    36     1.901     1.006     0.694     0.145     0.037     0.018
DEUTE  1980    37     1.913     1.008     0.698     0.148     0.039     0.019
DEUTE  1980    38     1.921     1.009     0.701     0.150     0.040     0.021
DEUTE  1980    39     1.928     1.010     0.703     0.152     0.041     0.022
DEUTE  1980    40     1.932     1.011     0.703     0.153     0.042     0.023
DEUTE  1980    41     1.936     1.011     0.704     0.154     0.043     0.024
DEUTE  1980    42     1.938     1.011     0.705     0.154     0.043     0.025
DEUTE  1980    43     1.940     1.011     0.705     0.155     0.043     0.026
DEUTE  1980    44     1.941     1.011     0.705     0.155     0.043     0.026
DEUTE  1980    45     1.941     1.011     0.705     0.155     0.044     0.026
DEUTE  1980    46     1.941     1.011     0.705     0.155     0.044     0.026
DEUTE  1980    47     1.942     1.011     0.705     0.155     0.044     0.026
DEUTE  1980    48     1.942     1.012     0.705     0.155     0.044     0.026
DEUTE  1980    49     1.942     1.012     0.705     0.155     0.044     0.026
DEUTE  1980    50     1.942     1.012     0.705     0.155     0.044     0.026
DEUTE  1980    51     1.942     1.012     0.705     0.155     0.044     0.026
DEUTE  1980    52     1.942     1.012     0.705     0.155     0.044     0.026
DEUTE  1980    53     1.942     1.012     0.705     0.155     0.044     0.026
DEUTE  1980    54     1.942     1.012     0.705     0.155     0.044     0.026
DEUTE  1980    55     1.942     1.012     0.705     0.155     0.044     0.026
DEUTE  1981    12     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1981    13     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1981    14     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1981    15     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1981    16     0.002     0.002     0.000     0.000     0.000     0.000
DEUTE  1981    17     0.010     0.010     0.000     0.000     0.000     0.000
DEUTE  1981    18     0.036     0.036     0.001     0.000     0.000     0.000
DEUTE  1981    19     0.108     0.104     0.004     0.000     0.000     0.000
DEUTE  1981    20     0.249     0.233     0.016     0.001     0.000     0.000
DEUTE  1981    21     0.427     0.381     0.043     0.002     0.000     0.000
DEUTE  1981    22     0.612     0.518     0.088     0.006     0.000     0.000
DEUTE  1981    23     0.796     0.633     0.150     0.012     0.001     0.000
DEUTE  1981    24     0.969     0.724     0.222     0.020     0.002     0.000
DEUTE  1981    25     1.129     0.792     0.301     0.031     0.004     0.001
DEUTE  1981    26     1.272     0.839     0.382     0.043     0.007     0.001
DEUTE  1981    27     1.392     0.870     0.453     0.056     0.010     0.003
DEUTE  1981    28     1.490     0.892     0.511     0.070     0.013     0.004
DEUTE  1981    29     1.570     0.907     0.558     0.083     0.017     0.005
DEUTE  1981    30     1.634     0.917     0.593     0.096     0.020     0.007
DEUTE  1981    31     1.686     0.926     0.621     0.107     0.024     0.008
DEUTE  1981    32     1.726     0.932     0.641     0.117     0.027     0.010
DEUTE  1981    33     1.759     0.936     0.655     0.126     0.030     0.013
DEUTE  1981    34     1.785     0.939     0.666     0.133     0.033     0.015
DEUTE  1981    35     1.805     0.941     0.674     0.139     0.035     0.017
DEUTE  1981    36     1.819     0.943     0.679     0.143     0.037     0.019
DEUTE  1981    37     1.831     0.944     0.682     0.146     0.038     0.020
DEUTE  1981    38     1.839     0.945     0.684     0.148     0.040     0.021
DEUTE  1981    39     1.845     0.946     0.686     0.150     0.041     0.023
DEUTE  1981    40     1.850     0.947     0.687     0.151     0.042     0.024
DEUTE  1981    41     1.853     0.947     0.688     0.151     0.042     0.025
DEUTE  1981    42     1.855     0.947     0.688     0.152     0.042     0.025
DEUTE  1981    43     1.856     0.947     0.688     0.152     0.043     0.026
DEUTE  1981    44     1.857     0.947     0.688     0.152     0.043     0.026
DEUTE  1981    45     1.858     0.948     0.688     0.152     0.043     0.027
DEUTE  1981    46     1.858     0.948     0.688     0.152     0.043     0.027
DEUTE  1981    47     1.858     0.948     0.688     0.152     0.043     0.027
DEUTE  1981    48     1.858     0.948     0.689     0.152     0.043     0.027
DEUTE  1981    49     1.858     0.948     0.689     0.152     0.043     0.027
DEUTE  1981    50     1.858     0.948     0.689     0.152     0.043     0.027
DEUTE  1981    51     1.858     0.948     0.689     0.152     0.043     0.027
DEUTE  1981    52     1.858     0.948     0.689     0.152     0.043     0.027
DEUTE  1981    53     1.858     0.948     0.689     0.152     0.043     0.027
DEUTE  1981    54     1.858     0.948     0.689     0.152     0.043     0.027
DEUTE  1981    55     1.858     0.948     0.689     0.152     0.043     0.027
DEUTE  1982    12     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1982    13     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1982    14     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1982    15     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1982    16     0.002     0.002     0.000     0.000     0.000     0.000
DEUTE  1982    17     0.010     0.010     0.000     0.000     0.000     0.000
DEUTE  1982    18     0.036     0.036     0.001     0.000     0.000     0.000
DEUTE  1982    19     0.106     0.102     0.004     0.000     0.000     0.000
DEUTE  1982    20     0.243     0.227     0.015     0.001     0.000     0.000
DEUTE  1982    21     0.418     0.373     0.042     0.003     0.000     0.000
DEUTE  1982    22     0.602     0.509     0.087     0.006     0.000     0.000
DEUTE  1982    23     0.786     0.621     0.150     0.013     0.001     0.000
DEUTE  1982    24     0.961     0.710     0.227     0.022     0.003     0.000
DEUTE  1982    25     1.120     0.775     0.308     0.033     0.005     0.001
DEUTE  1982    26     1.261     0.820     0.387     0.046     0.007     0.001
DEUTE  1982    27     1.382     0.851     0.459     0.059     0.011     0.002
DEUTE  1982    28     1.481     0.872     0.519     0.073     0.014     0.004
DEUTE  1982    29     1.562     0.887     0.566     0.087     0.018     0.005
DEUTE  1982    30     1.628     0.897     0.602     0.100     0.021     0.007
DEUTE  1982    31     1.680     0.905     0.629     0.112     0.025     0.008
DEUTE  1982    32     1.721     0.911     0.649     0.123     0.028     0.010
DEUTE  1982    33     1.756     0.916     0.664     0.132     0.031     0.012
DEUTE  1982    34     1.782     0.919     0.675     0.141     0.034     0.014
DEUTE  1982    35     1.804     0.922     0.682     0.147     0.036     0.016
DEUTE  1982    36     1.820     0.924     0.688     0.152     0.039     0.018
DEUTE  1982    37     1.832     0.926     0.691     0.155     0.040     0.019
DEUTE  1982    38     1.841     0.927     0.694     0.158     0.042     0.021
DEUTE  1982    39     1.847     0.927     0.696     0.160     0.043     0.022
DEUTE  1982    40     1.852     0.928     0.697     0.161     0.044     0.023
DEUTE  1982    41     1.854     0.928     0.697     0.161     0.044     0.023
DEUTE  1982    42     1.856     0.928     0.698     0.162     0.045     0.024
DEUTE  1982    43     1.858     0.929     0.698     0.162     0.045     0.024
DEUTE  1982    44     1.858     0.929     0.698     0.162     0.045     0.025
DEUTE  1982    45     1.859     0.929     0.698     0.162     0.045     0.025
DEUTE  1982    46     1.859     0.929     0.698     0.162     0.045     0.025
DEUTE  1982    47     1.859     0.929     0.698     0.162     0.045     0.025
DEUTE  1982    48     1.859     0.929     0.698     0.162     0.045     0.025
DEUTE  1982    49     1.859     0.929     0.698     0.162     0.045     0.025
DEUTE  1982    50     1.859     0.929     0.698     0.162     0.045     0.025
DEUTE  1982    51     1.859     0.929     0.698     0.162     0.045     0.025
DEUTE  1982    52     1.859     0.929     0.698     0.162     0.045     0.025
DEUTE  1982    53     1.859     0.929     0.698     0.162     0.045     0.025
DEUTE  1982    54     1.859     0.929     0.698     0.162     0.045     0.025
DEUTE  1982    55     1.859     0.929     0.698     0.162     0.045     0.025
DEUTE  1983    12     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1983    13     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1983    14     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1983    15     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1983    16     0.002     0.002     0.000     0.000     0.000     0.000
DEUTE  1983    17     0.009     0.009     0.000     0.000     0.000     0.000
DEUTE  1983    18     0.032     0.032     0.001     0.000     0.000     0.000
DEUTE  1983    19     0.098     0.094     0.004     0.000     0.000     0.000
DEUTE  1983    20     0.228     0.214     0.014     0.001     0.000     0.000
DEUTE  1983    21     0.392     0.353     0.037     0.002     0.000     0.000
DEUTE  1983    22     0.568     0.483     0.079     0.005     0.000     0.000
DEUTE  1983    23     0.743     0.592     0.139     0.011     0.001     0.000
DEUTE  1983    24     0.914     0.678     0.213     0.020     0.003     0.000
DEUTE  1983    25     1.073     0.742     0.294     0.032     0.005     0.001
DEUTE  1983    26     1.213     0.786     0.373     0.045     0.008     0.001
DEUTE  1983    27     1.330     0.816     0.442     0.059     0.011     0.002
DEUTE  1983    28     1.425     0.836     0.498     0.073     0.014     0.004
DEUTE  1983    29     1.503     0.850     0.543     0.088     0.018     0.005
DEUTE  1983    30     1.566     0.860     0.576     0.101     0.021     0.007
DEUTE  1983    31     1.617     0.868     0.602     0.113     0.025     0.009
DEUTE  1983    32     1.658     0.874     0.621     0.124     0.028     0.011
DEUTE  1983    33     1.690     0.878     0.635     0.133     0.031     0.013
DEUTE  1983    34     1.717     0.881     0.646     0.141     0.034     0.014
DEUTE  1983    35     1.737     0.883     0.653     0.148     0.037     0.016
DEUTE  1983    36     1.753     0.885     0.658     0.153     0.039     0.018
DEUTE  1983    37     1.764     0.886     0.661     0.156     0.041     0.019
DEUTE  1983    38     1.773     0.887     0.664     0.159     0.042     0.021
DEUTE  1983    39     1.779     0.888     0.665     0.160     0.043     0.022
DEUTE  1983    40     1.783     0.888     0.666     0.161     0.044     0.023
DEUTE  1983    41     1.786     0.889     0.667     0.162     0.045     0.024
DEUTE  1983    42     1.788     0.889     0.667     0.162     0.045     0.025
DEUTE  1983    43     1.789     0.889     0.667     0.162     0.045     0.025
DEUTE  1983    44     1.790     0.889     0.667     0.163     0.045     0.025
DEUTE  1983    45     1.790     0.889     0.668     0.163     0.045     0.025
DEUTE  1983    46     1.790     0.889     0.668     0.163     0.045     0.026
DEUTE  1983    47     1.790     0.889     0.668     0.163     0.045     0.026
DEUTE  1983    48     1.790     0.889     0.668     0.163     0.045     0.026
DEUTE  1983    49     1.790     0.889     0.668     0.163     0.045     0.026
DEUTE  1983    50     1.790     0.889     0.668     0.163     0.045     0.026
DEUTE  1983    51     1.790     0.889     0.668     0.163     0.045     0.026
DEUTE  1983    52     1.790     0.889     0.668     0.163     0.045     0.026
DEUTE  1983    53     1.791     0.889     0.668     0.163     0.045     0.026
DEUTE  1983    54     1.791     0.889     0.668     0.163     0.045     0.026
DEUTE  1983    55     1.791     0.889     0.668     0.163     0.045     0.026
DEUTE  1984    12     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1984    13     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1984    14     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1984    15     0.000     0.000     0.000     0.000     0.000     0.000
DEUTE  1984    16     0.002     0.002     0.000     0.000     0.000     0.000
DEUTE  1984    17     0.009     0.009     0.000     0.000     0.000     0.000
DEUTE  1984    18     0.032     0.031     0.001     0.000     0.000     0.000
DEUTE  1984    19     0.094     0.091     0.003     0.000     0.000     0.000
DEUTE  1984    20     0.219     0.205     0.013     0.001     0.000     0.000
DEUTE  1984    21     0.377     0.339     0.036     0.002     0.000     0.000
DEUTE  1984    22     0.547     0.465     0.076     0.005     0.000     0.000
DEUTE  1984    23     0.718     0.571     0.135     0.011     0.001     0.000
DEUTE  1984    24     0.883     0.654     0.206     0.020     0.003     0.000
DEUTE  1984    25     1.036     0.715     0.284     0.031     0.005     0.001
DEUTE  1984    26     1.172     0.757     0.361     0.045     0.007     0.002
DEUTE  1984    27     1.286     0.785     0.429     0.059     0.010     0.003
DEUTE  1984    28     1.379     0.804     0.484     0.074     0.014     0.004
